Country Code,Country,Date,Producer_Price_Index
DNK,Denmark,1978-06-01,33.1
ESP,Spain,1978-06-01,23.0
FIN,Finland,1978-06-01,44.7
GBR,United Kingdom,1978-06-01,25.1
GTM,Guatemala,1978-06-01,57.1
HUN,Hungary,1978-06-01,6.0
IND,India,1978-06-01,9.2
IRL,Ireland,1978-06-01,44.9
JPN,Japan,1978-06-01,92.3
KOR,"Korea, Rep.",1978-06-01,24.7
NLD,Netherlands,1978-06-01,56.0
NLD,Netherlands,1978-06-01,56.0
NOR,Norway,1978-06-01,19.1
SGP,Singapore,1978-06-01,139.8
SWE,Sweden,1978-06-01,27.8
THA,Thailand,1978-06-01,24.2
USA,United States,1978-06-01,38.8
ZAF,South Africa,1978-06-01,2.4
BEL,Belgium,1978-07-01,40.2
CAF,Central African Republic,1978-07-01,21.3
CAN,Canada,1978-07-01,37.9
CHE,Switzerland,1978-07-01,72.2
COG,"Congo, Rep.",1978-07-01,46.6
COL,Colombia,1978-07-01,1.0
DEU,Germany,1978-07-01,54.7
DNK,Denmark,1978-07-01,32.8
ESP,Spain,1978-07-01,23.1
FIN,Finland,1978-07-01,44.7
GBR,United Kingdom,1978-07-01,25.3
GTM,Guatemala,1978-07-01,57.5
HUN,Hungary,1978-07-01,6.1
IND,India,1978-07-01,9.3
IRL,Ireland,1978-07-01,45.3
JPN,Japan,1978-07-01,92.1
KOR,"Korea, Rep.",1978-07-01,24.8
NLD,Netherlands,1978-07-01,56.0
NLD,Netherlands,1978-07-01,56.0
NOR,Norway,1978-07-01,19.3
SGP,Singapore,1978-07-01,139.2
SWE,Sweden,1978-07-01,27.9
THA,Thailand,1978-07-01,24.1
USA,United States,1978-07-01,39.0
ZAF,South Africa,1978-07-01,2.4
BEL,Belgium,1978-08-01,40.2
CAF,Central African Republic,1978-08-01,21.5
CAN,Canada,1978-08-01,38.2
CHE,Switzerland,1978-08-01,71.9
COG,"Congo, Rep.",1978-08-01,48.2
COL,Colombia,1978-08-01,1.0
DEU,Germany,1978-08-01,54.7
DNK,Denmark,1978-08-01,32.9
ESP,Spain,1978-08-01,23.2
FIN,Finland,1978-08-01,44.9
GBR,United Kingdom,1978-08-01,25.4
GTM,Guatemala,1978-08-01,57.6
HUN,Hungary,1978-08-01,6.1
IND,India,1978-08-01,9.3
IRL,Ireland,1978-08-01,45.6
JPN,Japan,1978-08-01,91.8
KOR,"Korea, Rep.",1978-08-01,24.9
NLD,Netherlands,1978-08-01,55.9
NLD,Netherlands,1978-08-01,55.9
NOR,Norway,1978-08-01,19.4
SGP,Singapore,1978-08-01,139.8
SWE,Sweden,1978-08-01,28.2
THA,Thailand,1978-08-01,24.2
USA,United States,1978-08-01,39.0
ZAF,South Africa,1978-08-01,2.4
BEL,Belgium,1978-09-01,40.6
CAF,Central African Republic,1978-09-01,21.9
CAN,Canada,1978-09-01,38.6
CHE,Switzerland,1978-09-01,71.6
COG,"Congo, Rep.",1978-09-01,46.0
COL,Colombia,1978-09-01,1.0
DEU,Germany,1978-09-01,54.7
DNK,Denmark,1978-09-01,32.9
ESP,Spain,1978-09-01,23.4
FIN,Finland,1978-09-01,45.4
GBR,United Kingdom,1978-09-01,25.6
GTM,Guatemala,1978-09-01,56.7
HUN,Hungary,1978-09-01,6.1
IND,India,1978-09-01,9.3
IRL,Ireland,1978-09-01,45.8
JPN,Japan,1978-09-01,91.3
KOR,"Korea, Rep.",1978-09-01,25.3
NLD,Netherlands,1978-09-01,56.0
NLD,Netherlands,1978-09-01,56.0
NOR,Norway,1978-09-01,19.5
SGP,Singapore,1978-09-01,139.6
SWE,Sweden,1978-09-01,28.3
THA,Thailand,1978-09-01,24.4
USA,United States,1978-09-01,39.3
ZAF,South Africa,1978-09-01,2.4
BEL,Belgium,1978-10-01,40.5
CAF,Central African Republic,1978-10-01,22.1
CAN,Canada,1978-10-01,39.3
CHE,Switzerland,1978-10-01,71.7
COG,"Congo, Rep.",1978-10-01,47.4
COL,Colombia,1978-10-01,1.0
DEU,Germany,1978-10-01,54.7
DNK,Denmark,1978-10-01,32.9
ESP,Spain,1978-10-01,23.7
FIN,Finland,1978-10-01,45.6
GBR,United Kingdom,1978-10-01,25.7
GTM,Guatemala,1978-10-01,58.1
HUN,Hungary,1978-10-01,6.1
IND,India,1978-10-01,9.3
IRL,Ireland,1978-10-01,45.9
JPN,Japan,1978-10-01,91.2
KOR,"Korea, Rep.",1978-10-01,25.6
NLD,Netherlands,1978-10-01,55.9
NLD,Netherlands,1978-10-01,55.9
NOR,Norway,1978-10-01,19.6
SGP,Singapore,1978-10-01,139.0
SWE,Sweden,1978-10-01,28.5
THA,Thailand,1978-10-01,24.8
USA,United States,1978-10-01,39.8
ZAF,South Africa,1978-10-01,2.4
BEL,Belgium,1978-11-01,40.9
CAF,Central African Republic,1978-11-01,22.3
CAN,Canada,1978-11-01,39.6
CHE,Switzerland,1978-11-01,71.9
COG,"Congo, Rep.",1978-11-01,47.4
COL,Colombia,1978-11-01,1.0
DEU,Germany,1978-11-01,54.8
DNK,Denmark,1978-11-01,33.2
ESP,Spain,1978-11-01,23.9
FIN,Finland,1978-11-01,45.9
GBR,United Kingdom,1978-11-01,25.8
GTM,Guatemala,1978-11-01,55.7
HUN,Hungary,1978-11-01,6.1
IND,India,1978-11-01,9.3
IRL,Ireland,1978-11-01,46.2
JPN,Japan,1978-11-01,91.1
KOR,"Korea, Rep.",1978-11-01,25.8
NLD,Netherlands,1978-11-01,55.9
NLD,Netherlands,1978-11-01,55.9
NOR,Norway,1978-11-01,19.7
SGP,Singapore,1978-11-01,140.4
SWE,Sweden,1978-11-01,28.5
THA,Thailand,1978-11-01,24.7
USA,United States,1978-11-01,39.9
ZAF,South Africa,1978-11-01,2.5
BEL,Belgium,1978-12-01,41.1
CAF,Central African Republic,1978-12-01,22.3
CAN,Canada,1978-12-01,39.7
CHE,Switzerland,1978-12-01,72.0
COG,"Congo, Rep.",1978-12-01,47.4
COL,Colombia,1978-12-01,1.1
DEU,Germany,1978-12-01,55.0
DNK,Denmark,1978-12-01,33.1
ESP,Spain,1978-12-01,24.0
FIN,Finland,1978-12-01,46.0
GBR,United Kingdom,1978-12-01,25.9
GTM,Guatemala,1978-12-01,57.1
HUN,Hungary,1978-12-01,6.1
IND,India,1978-12-01,9.3
IRL,Ireland,1978-12-01,46.4
JPN,Japan,1978-12-01,91.2
KOR,"Korea, Rep.",1978-12-01,25.9
NLD,Netherlands,1978-12-01,56.0
NLD,Netherlands,1978-12-01,56.0
NOR,Norway,1978-12-01,19.7
SGP,Singapore,1978-12-01,139.6
SWE,Sweden,1978-12-01,28.7
THA,Thailand,1978-12-01,24.2
USA,United States,1978-12-01,40.3
ZAF,South Africa,1978-12-01,2.5
BEL,Belgium,1979-01-01,41.4
CAF,Central African Republic,1979-01-01,23.4
CAN,Canada,1979-01-01,40.8
CHE,Switzerland,1979-01-01,72.2
COG,"Congo, Rep.",1979-01-01,45.8
COL,Colombia,1979-01-01,1.1
DEU,Germany,1979-01-01,55.3
DNK,Denmark,1979-01-01,33.3
ESP,Spain,1979-01-01,24.5
FIN,Finland,1979-01-01,46.5
GBR,United Kingdom,1979-01-01,26.3
GTM,Guatemala,1979-01-01,58.5
HUN,Hungary,1979-01-01,6.2
IND,India,1979-01-01,9.3
IRL,Ireland,1979-01-01,47.3
JPN,Japan,1979-01-01,91.7
KOR,"Korea, Rep.",1979-01-01,26.0
NLD,Netherlands,1979-01-01,56.3
NLD,Netherlands,1979-01-01,56.3
NOR,Norway,1979-01-01,19.8
SGP,Singapore,1979-01-01,143.7
SWE,Sweden,1979-01-01,29.2
THA,Thailand,1979-01-01,24.3
USA,United States,1979-01-01,40.9
ZAF,South Africa,1979-01-01,2.5
BEL,Belgium,1979-02-01,41.8
CAF,Central African Republic,1979-02-01,23.6
CAN,Canada,1979-02-01,41.5
CHE,Switzerland,1979-02-01,72.5
COG,"Congo, Rep.",1979-02-01,46.4
COL,Colombia,1979-02-01,1.1
DEU,Germany,1979-02-01,55.6
DNK,Denmark,1979-02-01,33.8
ESP,Spain,1979-02-01,24.8
FIN,Finland,1979-02-01,46.9
GBR,United Kingdom,1979-02-01,26.5
GTM,Guatemala,1979-02-01,58.7
HUN,Hungary,1979-02-01,6.1
IND,India,1979-02-01,9.2
IRL,Ireland,1979-02-01,48.6
JPN,Japan,1979-02-01,92.1
KOR,"Korea, Rep.",1979-02-01,26.4
NLD,Netherlands,1979-02-01,56.6
NLD,Netherlands,1979-02-01,56.6
NOR,Norway,1979-02-01,19.9
SGP,Singapore,1979-02-01,146.6
SWE,Sweden,1979-02-01,29.6
THA,Thailand,1979-02-01,24.9
USA,United States,1979-02-01,41.5
ZAF,South Africa,1979-02-01,2.5
BEL,Belgium,1979-03-01,42.2
CAF,Central African Republic,1979-03-01,23.6
CAN,Canada,1979-03-01,41.9
CHE,Switzerland,1979-03-01,72.8
COG,"Congo, Rep.",1979-03-01,50.4
COL,Colombia,1979-03-01,1.2
DEU,Germany,1979-03-01,56.2
DNK,Denmark,1979-03-01,34.2
ESP,Spain,1979-03-01,25.1
FIN,Finland,1979-03-01,47.5
GBR,United Kingdom,1979-03-01,26.7
GTM,Guatemala,1979-03-01,59.0
HUN,Hungary,1979-03-01,6.2
IND,India,1979-03-01,9.4
IRL,Ireland,1979-03-01,49.2
JPN,Japan,1979-03-01,92.7
KOR,"Korea, Rep.",1979-03-01,27.0
NLD,Netherlands,1979-03-01,56.6
NLD,Netherlands,1979-03-01,56.6
NOR,Norway,1979-03-01,20.0
SGP,Singapore,1979-03-01,148.0
SWE,Sweden,1979-03-01,29.9
THA,Thailand,1979-03-01,25.3
USA,United States,1979-03-01,42.0
ZAF,South Africa,1979-03-01,2.5
BEL,Belgium,1979-04-01,42.2
CAF,Central African Republic,1979-04-01,23.7
CAN,Canada,1979-04-01,42.4
CHE,Switzerland,1979-04-01,73.1
COG,"Congo, Rep.",1979-04-01,51.1
COL,Colombia,1979-04-01,1.2
DEU,Germany,1979-04-01,56.5
DNK,Denmark,1979-04-01,34.4
ESP,Spain,1979-04-01,25.3
FIN,Finland,1979-04-01,47.7
GBR,United Kingdom,1979-04-01,27.1
GTM,Guatemala,1979-04-01,60.1
HUN,Hungary,1979-04-01,6.2
IND,India,1979-04-01,9.8
IRL,Ireland,1979-04-01,49.4
JPN,Japan,1979-04-01,93.4
KOR,"Korea, Rep.",1979-04-01,27.8
NLD,Netherlands,1979-04-01,56.8
NLD,Netherlands,1979-04-01,56.8
NOR,Norway,1979-04-01,20.2
SGP,Singapore,1979-04-01,157.5
SWE,Sweden,1979-04-01,30.3
THA,Thailand,1979-04-01,25.7
USA,United States,1979-04-01,42.6
ZAF,South Africa,1979-04-01,2.6
BEL,Belgium,1979-05-01,42.7
CAF,Central African Republic,1979-05-01,23.7
CAN,Canada,1979-05-01,42.7
CHE,Switzerland,1979-05-01,73.4
COG,"Congo, Rep.",1979-05-01,51.5
COL,Colombia,1979-05-01,1.2
DEU,Germany,1979-05-01,56.8
DNK,Denmark,1979-05-01,35.0
ESP,Spain,1979-05-01,25.5
FIN,Finland,1979-05-01,48.1
GBR,United Kingdom,1979-05-01,27.5
GTM,Guatemala,1979-05-01,61.0
HUN,Hungary,1979-05-01,6.2
IND,India,1979-05-01,9.9
IRL,Ireland,1979-05-01,50.1
JPN,Japan,1979-05-01,94.5
KOR,"Korea, Rep.",1979-05-01,28.6
NLD,Netherlands,1979-05-01,56.9
NLD,Netherlands,1979-05-01,56.9
NOR,Norway,1979-05-01,20.3
SGP,Singapore,1979-05-01,160.7
SWE,Sweden,1979-05-01,30.6
THA,Thailand,1979-05-01,25.7
USA,United States,1979-05-01,42.9
ZAF,South Africa,1979-05-01,2.6
BEL,Belgium,1979-06-01,42.9
CAF,Central African Republic,1979-06-01,23.8
CAN,Canada,1979-06-01,43.0
CHE,Switzerland,1979-06-01,73.5
COG,"Congo, Rep.",1979-06-01,51.7
COL,Colombia,1979-06-01,1.2
DEU,Germany,1979-06-01,57.1
DNK,Denmark,1979-06-01,35.9
ESP,Spain,1979-06-01,25.9
FIN,Finland,1979-06-01,48.7
GBR,United Kingdom,1979-06-01,28.0
GTM,Guatemala,1979-06-01,60.8
HUN,Hungary,1979-06-01,6.1
IND,India,1979-06-01,10.1
IRL,Ireland,1979-06-01,50.6
JPN,Japan,1979-06-01,95.6
KOR,"Korea, Rep.",1979-06-01,28.7
NLD,Netherlands,1979-06-01,57.2
NLD,Netherlands,1979-06-01,57.2
NOR,Norway,1979-06-01,20.4
SGP,Singapore,1979-06-01,168.2
SWE,Sweden,1979-06-01,31.0
THA,Thailand,1979-06-01,25.8
USA,United States,1979-06-01,43.2
ZAF,South Africa,1979-06-01,2.7
BEL,Belgium,1979-07-01,43.2
CAF,Central African Republic,1979-07-01,24.5
CAN,Canada,1979-07-01,43.5
CHE,Switzerland,1979-07-01,73.5
COG,"Congo, Rep.",1979-07-01,51.7
COL,Colombia,1979-07-01,1.3
DEU,Germany,1979-07-01,57.5
DNK,Denmark,1979-07-01,35.9
ESP,Spain,1979-07-01,26.4
FIN,Finland,1979-07-01,49.6
GBR,United Kingdom,1979-07-01,28.6
GTM,Guatemala,1979-07-01,62.1
HUN,Hungary,1979-07-01,6.2
IND,India,1979-07-01,10.6
IRL,Ireland,1979-07-01,50.7
JPN,Japan,1979-07-01,97.2
KOR,"Korea, Rep.",1979-07-01,30.2
NLD,Netherlands,1979-07-01,57.4
NLD,Netherlands,1979-07-01,57.4
NOR,Norway,1979-07-01,20.6
SGP,Singapore,1979-07-01,172.2
SWE,Sweden,1979-07-01,31.6
THA,Thailand,1979-07-01,27.2
USA,United States,1979-07-01,43.8
ZAF,South Africa,1979-07-01,2.8
BEL,Belgium,1979-08-01,43.0
CAF,Central African Republic,1979-08-01,24.7
CAN,Canada,1979-08-01,43.9
CHE,Switzerland,1979-08-01,73.5
COG,"Congo, Rep.",1979-08-01,51.7
COL,Colombia,1979-08-01,1.3
DEU,Germany,1979-08-01,57.7
DNK,Denmark,1979-08-01,36.2
ESP,Spain,1979-08-01,26.9
FIN,Finland,1979-08-01,49.8
GBR,United Kingdom,1979-08-01,28.9
GTM,Guatemala,1979-08-01,64.7
HUN,Hungary,1979-08-01,6.2
IND,India,1979-08-01,10.9
IRL,Ireland,1979-08-01,50.9
JPN,Japan,1979-08-01,98.6
KOR,"Korea, Rep.",1979-08-01,31.1
NLD,Netherlands,1979-08-01,57.9
NLD,Netherlands,1979-08-01,57.9
NOR,Norway,1979-08-01,21.0
SGP,Singapore,1979-08-01,172.3
SWE,Sweden,1979-08-01,32.1
THA,Thailand,1979-08-01,27.7
USA,United States,1979-08-01,44.1
ZAF,South Africa,1979-08-01,2.8
BEL,Belgium,1979-09-01,43.2
CAF,Central African Republic,1979-09-01,25.0
CAN,Canada,1979-09-01,44.5
CHE,Switzerland,1979-09-01,74.1
COG,"Congo, Rep.",1979-09-01,51.8
COL,Colombia,1979-09-01,1.3
DEU,Germany,1979-09-01,58.0
DNK,Denmark,1979-09-01,36.8
ESP,Spain,1979-09-01,27.3
FIN,Finland,1979-09-01,50.6
GBR,United Kingdom,1979-09-01,29.2
GTM,Guatemala,1979-09-01,64.0
HUN,Hungary,1979-09-01,6.2
IND,India,1979-09-01,11.1
IRL,Ireland,1979-09-01,51.1
JPN,Japan,1979-09-01,99.8
KOR,"Korea, Rep.",1979-09-01,31.5
NLD,Netherlands,1979-09-01,58.2
NLD,Netherlands,1979-09-01,58.2
NOR,Norway,1979-09-01,21.1
SGP,Singapore,1979-09-01,173.8
SWE,Sweden,1979-09-01,32.4
THA,Thailand,1979-09-01,28.1
USA,United States,1979-09-01,44.8
ZAF,South Africa,1979-09-01,2.8
BEL,Belgium,1979-10-01,43.5
CAF,Central African Republic,1979-10-01,25.2
CAN,Canada,1979-10-01,45.3
CHE,Switzerland,1979-10-01,74.2
COG,"Congo, Rep.",1979-10-01,51.4
COL,Colombia,1979-10-01,1.3
DEU,Germany,1979-10-01,58.3
DNK,Denmark,1979-10-01,37.2
ESP,Spain,1979-10-01,27.6
FIN,Finland,1979-10-01,51.2
GBR,United Kingdom,1979-10-01,29.4
GTM,Guatemala,1979-10-01,64.7
HUN,Hungary,1979-10-01,6.2
IND,India,1979-10-01,11.1
IRL,Ireland,1979-10-01,51.5
JPN,Japan,1979-10-01,100.6
KOR,"Korea, Rep.",1979-10-01,31.8
NLD,Netherlands,1979-10-01,58.3
NLD,Netherlands,1979-10-01,58.3
NOR,Norway,1979-10-01,21.3
SGP,Singapore,1979-10-01,176.9
SWE,Sweden,1979-10-01,32.6
THA,Thailand,1979-10-01,28.4
USA,United States,1979-10-01,45.5
ZAF,South Africa,1979-10-01,2.8
BEL,Belgium,1979-11-01,43.8
CAF,Central African Republic,1979-11-01,25.3
CAN,Canada,1979-11-01,45.5
CHE,Switzerland,1979-11-01,74.7
COG,"Congo, Rep.",1979-11-01,54.1
COL,Colombia,1979-11-01,1.3
DEU,Germany,1979-11-01,58.4
DNK,Denmark,1979-11-01,37.7
ESP,Spain,1979-11-01,27.7
FIN,Finland,1979-11-01,51.7
GBR,United Kingdom,1979-11-01,29.6
GTM,Guatemala,1979-11-01,65.8
HUN,Hungary,1979-11-01,6.3
IND,India,1979-11-01,11.1
IRL,Ireland,1979-11-01,51.5
JPN,Japan,1979-11-01,101.0
KOR,"Korea, Rep.",1979-11-01,31.7
NLD,Netherlands,1979-11-01,58.5
NLD,Netherlands,1979-11-01,58.5
NOR,Norway,1979-11-01,21.5
SGP,Singapore,1979-11-01,177.9
SWE,Sweden,1979-11-01,32.9
THA,Thailand,1979-11-01,28.6
USA,United States,1979-11-01,45.8
ZAF,South Africa,1979-11-01,2.8
BEL,Belgium,1979-12-01,43.9
CAF,Central African Republic,1979-12-01,26.0
CAN,Canada,1979-12-01,45.9
CHE,Switzerland,1979-12-01,74.8
COG,"Congo, Rep.",1979-12-01,54.1
COL,Colombia,1979-12-01,1.4
DEU,Germany,1979-12-01,58.7
DNK,Denmark,1979-12-01,38.1
ESP,Spain,1979-12-01,28.0
FIN,Finland,1979-12-01,51.9
GBR,United Kingdom,1979-12-01,29.9
GTM,Guatemala,1979-12-01,67.8
HUN,Hungary,1979-12-01,6.2
IND,India,1979-12-01,11.3
IRL,Ireland,1979-12-01,51.8
JPN,Japan,1979-12-01,102.2
KOR,"Korea, Rep.",1979-12-01,32.0
NLD,Netherlands,1979-12-01,58.6
NLD,Netherlands,1979-12-01,58.6
NOR,Norway,1979-12-01,21.6
SGP,Singapore,1979-12-01,184.4
SWE,Sweden,1979-12-01,33.2
THA,Thailand,1979-12-01,28.9
USA,United States,1979-12-01,46.2
ZAF,South Africa,1979-12-01,2.8
BEL,Belgium,1980-01-01,44.8
CAF,Central African Republic,1980-01-01,27.2
CAN,Canada,1980-01-01,47.6
CHE,Switzerland,1980-01-01,75.4
COG,"Congo, Rep.",1980-01-01,54.3
COL,Colombia,1980-01-01,1.4
DEU,Germany,1980-01-01,59.6
DNK,Denmark,1980-01-01,39.2
ESP,Spain,1980-01-01,28.5
FIN,Finland,1980-01-01,52.8
GBR,United Kingdom,1980-01-01,30.7
GTM,Guatemala,1980-01-01,67.8
HUN,Hungary,1980-01-01,7.0
IND,India,1980-01-01,11.4
IRL,Ireland,1980-01-01,52.9
ISR,Israel,1980-01-01,0.1
JPN,Japan,1980-01-01,104.7
KOR,"Korea, Rep.",1980-01-01,33.4
LUX,Luxembourg,1980-01-01,49.4
NLD,Netherlands,1980-01-01,60.4
NLD,Netherlands,1980-01-01,60.4
NOR,Norway,1980-01-01,22.2
SGP,Singapore,1980-01-01,198.4
SWE,Sweden,1980-01-01,34.0
THA,Thailand,1980-01-01,29.5
USA,United States,1980-01-01,47.2
ZAF,South Africa,1980-01-01,9.1
ZAF,South Africa,1980-01-01,2.9
BEL,Belgium,1980-02-01,46.0
CAF,Central African Republic,1980-02-01,27.6
CAN,Canada,1980-02-01,47.9
CHE,Switzerland,1980-02-01,75.6
COG,"Congo, Rep.",1980-02-01,54.6
COL,Colombia,1980-02-01,1.4
DEU,Germany,1980-02-01,60.1
DNK,Denmark,1980-02-01,39.9
ESP,Spain,1980-02-01,29.8
FIN,Finland,1980-02-01,53.5
GBR,United Kingdom,1980-02-01,31.3
GTM,Guatemala,1980-02-01,68.7
HUN,Hungary,1980-02-01,6.9
IND,India,1980-02-01,11.5
IRL,Ireland,1980-02-01,53.4
ISR,Israel,1980-02-01,0.1
JPN,Japan,1980-02-01,106.7
KOR,"Korea, Rep.",1980-02-01,38.0
LUX,Luxembourg,1980-02-01,50.1
NLD,Netherlands,1980-02-01,60.7
NLD,Netherlands,1980-02-01,60.7
NOR,Norway,1980-02-01,22.5
SGP,Singapore,1980-02-01,202.4
SWE,Sweden,1980-02-01,34.7
THA,Thailand,1980-02-01,31.2
USA,United States,1980-02-01,48.2
ZAF,South Africa,1980-02-01,9.2
ZAF,South Africa,1980-02-01,3.0
BEL,Belgium,1980-03-01,46.5
CAF,Central African Republic,1980-03-01,27.8
CAN,Canada,1980-03-01,47.7
CHE,Switzerland,1980-03-01,76.0
COG,"Congo, Rep.",1980-03-01,54.5
COL,Colombia,1980-03-01,1.4
DEU,Germany,1980-03-01,60.5
DNK,Denmark,1980-03-01,41.1
ESP,Spain,1980-03-01,30.0
FIN,Finland,1980-03-01,54.9
GBR,United Kingdom,1980-03-01,31.7
GTM,Guatemala,1980-03-01,70.1
HUN,Hungary,1980-03-01,6.9
IND,India,1980-03-01,11.7
IRL,Ireland,1980-03-01,55.1
ISR,Israel,1980-03-01,0.1
JPN,Japan,1980-03-01,108.5
KOR,"Korea, Rep.",1980-03-01,39.4
LUX,Luxembourg,1980-03-01,50.1
NLD,Netherlands,1980-03-01,60.9
NLD,Netherlands,1980-03-01,60.9
NOR,Norway,1980-03-01,22.8
SGP,Singapore,1980-03-01,204.1
SWE,Sweden,1980-03-01,35.1
THA,Thailand,1980-03-01,31.2
USA,United States,1980-03-01,48.5
ZAF,South Africa,1980-03-01,9.3
ZAF,South Africa,1980-03-01,3.0
BEL,Belgium,1980-04-01,46.7
CAF,Central African Republic,1980-04-01,27.9
CAN,Canada,1980-04-01,48.0
CHE,Switzerland,1980-04-01,76.4
COG,"Congo, Rep.",1980-04-01,54.5
COL,Colombia,1980-04-01,1.5
DEU,Germany,1980-04-01,61.3
DNK,Denmark,1980-04-01,41.2
ESP,Spain,1980-04-01,30.2
FIN,Finland,1980-04-01,56.0
GBR,United Kingdom,1980-04-01,32.1
GTM,Guatemala,1980-04-01,69.8
HUN,Hungary,1980-04-01,7.2
IND,India,1980-04-01,11.7
IRL,Ireland,1980-04-01,55.5
ISR,Israel,1980-04-01,0.1
JPN,Japan,1980-04-01,110.6
KOR,"Korea, Rep.",1980-04-01,40.0
LUX,Luxembourg,1980-04-01,50.5
NLD,Netherlands,1980-04-01,61.2
NLD,Netherlands,1980-04-01,61.2
NOR,Norway,1980-04-01,22.9
SGP,Singapore,1980-04-01,202.4
SWE,Sweden,1980-04-01,35.2
THA,Thailand,1980-04-01,31.5
USA,United States,1980-04-01,48.6
ZAF,South Africa,1980-04-01,9.4
ZAF,South Africa,1980-04-01,3.0
BEL,Belgium,1980-05-01,47.0
CAF,Central African Republic,1980-05-01,28.0
CAN,Canada,1980-05-01,48.3
CHE,Switzerland,1980-05-01,76.5
COG,"Congo, Rep.",1980-05-01,56.3
COL,Colombia,1980-05-01,1.5
DEU,Germany,1980-05-01,61.5
DNK,Denmark,1980-05-01,41.4
ESP,Spain,1980-05-01,30.2
FIN,Finland,1980-05-01,56.8
GBR,United Kingdom,1980-05-01,32.5
GTM,Guatemala,1980-05-01,70.5
HUN,Hungary,1980-05-01,7.1
IND,India,1980-05-01,12.0
IRL,Ireland,1980-05-01,55.4
ISR,Israel,1980-05-01,0.1
JPN,Japan,1980-05-01,111.8
KOR,"Korea, Rep.",1980-05-01,40.7
LUX,Luxembourg,1980-05-01,50.3
NLD,Netherlands,1980-05-01,61.6
NLD,Netherlands,1980-05-01,61.6
NOR,Norway,1980-05-01,23.2
SGP,Singapore,1980-05-01,202.8
SWE,Sweden,1980-05-01,35.5
THA,Thailand,1980-05-01,32.1
USA,United States,1980-05-01,48.9
ZAF,South Africa,1980-05-01,9.6
ZAF,South Africa,1980-05-01,3.0
BEL,Belgium,1980-06-01,46.4
CAF,Central African Republic,1980-06-01,28.0
CAN,Canada,1980-06-01,48.5
CHE,Switzerland,1980-06-01,76.7
COG,"Congo, Rep.",1980-06-01,58.1
COL,Colombia,1980-06-01,1.5
DEU,Germany,1980-06-01,61.6
DNK,Denmark,1980-06-01,41.8
ESP,Spain,1980-06-01,30.5
FIN,Finland,1980-06-01,57.3
GBR,United Kingdom,1980-06-01,32.9
GTM,Guatemala,1980-06-01,73.5
HUN,Hungary,1980-06-01,7.0
IND,India,1980-06-01,12.4
IRL,Ireland,1980-06-01,55.5
ISR,Israel,1980-06-01,0.1
JPN,Japan,1980-06-01,112.5
KOR,"Korea, Rep.",1980-06-01,40.7
LUX,Luxembourg,1980-06-01,49.8
NLD,Netherlands,1980-06-01,61.6
NLD,Netherlands,1980-06-01,61.6
NOR,Norway,1980-06-01,23.4
SGP,Singapore,1980-06-01,202.8
SWE,Sweden,1980-06-01,35.6
THA,Thailand,1980-06-01,32.3
USA,United States,1980-06-01,49.2
ZAF,South Africa,1980-06-01,9.6
ZAF,South Africa,1980-06-01,3.1
BEL,Belgium,1980-07-01,47.2
CAF,Central African Republic,1980-07-01,28.1
CAN,Canada,1980-07-01,49.0
CHE,Switzerland,1980-07-01,77.0
COG,"Congo, Rep.",1980-07-01,60.2
COL,Colombia,1980-07-01,1.6
DEU,Germany,1980-07-01,61.8
DNK,Denmark,1980-07-01,41.8
ESP,Spain,1980-07-01,31.0
FIN,Finland,1980-07-01,58.1
GBR,United Kingdom,1980-07-01,32.5
GTM,Guatemala,1980-07-01,73.7
HUN,Hungary,1980-07-01,7.3
IND,India,1980-07-01,12.9
IRL,Ireland,1980-07-01,56.0
ISR,Israel,1980-07-01,0.1
JPN,Japan,1980-07-01,112.6
KOR,"Korea, Rep.",1980-07-01,41.0
LUX,Luxembourg,1980-07-01,49.6
NLD,Netherlands,1980-07-01,62.1
NLD,Netherlands,1980-07-01,62.1
NOR,Norway,1980-07-01,23.6
SGP,Singapore,1980-07-01,203.8
SWE,Sweden,1980-07-01,35.8
THA,Thailand,1980-07-01,32.3
USA,United States,1980-07-01,50.0
ZAF,South Africa,1980-07-01,9.8
ZAF,South Africa,1980-07-01,3.2
BEL,Belgium,1980-08-01,46.7
CAF,Central African Republic,1980-08-01,28.2
CAN,Canada,1980-08-01,49.7
CHE,Switzerland,1980-08-01,77.1
COG,"Congo, Rep.",1980-08-01,60.4
COL,Colombia,1980-08-01,1.6
DEU,Germany,1980-08-01,61.8
DNK,Denmark,1980-08-01,41.8
ESP,Spain,1980-08-01,31.4
FIN,Finland,1980-08-01,58.4
GBR,United Kingdom,1980-08-01,33.3
GTM,Guatemala,1980-08-01,74.1
HUN,Hungary,1980-08-01,7.3
IND,India,1980-08-01,13.0
IRL,Ireland,1980-08-01,56.3
ISR,Israel,1980-08-01,0.1
JPN,Japan,1980-08-01,113.2
KOR,"Korea, Rep.",1980-08-01,41.9
LUX,Luxembourg,1980-08-01,49.5
NLD,Netherlands,1980-08-01,62.0
NLD,Netherlands,1980-08-01,62.0
NOR,Norway,1980-08-01,23.8
SGP,Singapore,1980-08-01,204.1
SWE,Sweden,1980-08-01,36.2
THA,Thailand,1980-08-01,32.7
USA,United States,1980-08-01,50.7
ZAF,South Africa,1980-08-01,9.9
ZAF,South Africa,1980-08-01,3.2
BEL,Belgium,1980-09-01,46.5
CAF,Central African Republic,1980-09-01,28.2
