Country Code,Country,Date,Producer_Price_Index
BEL,Belgium,1970-01-01,27.0
CAF,Central African Republic,1970-01-01,10.4
CAN,Canada,1970-01-01,19.5
CHE,Switzerland,1970-01-01,53.7
COG,"Congo, Rep.",1970-01-01,20.1
COL,Colombia,1970-01-01,0.2
DEU,Germany,1970-01-01,36.9
DNK,Denmark,1970-01-01,16.3
FIN,Finland,1970-01-01,19.0
GBR,United Kingdom,1970-01-01,8.6
GTM,Guatemala,1970-01-01,26.8
IND,India,1970-01-01,4.7
IRL,Ireland,1970-01-01,14.8
JPN,Japan,1970-01-01,56.0
KOR,"Korea, Rep.",1970-01-01,7.4
NLD,Netherlands,1970-01-01,35.1
NLD,Netherlands,1970-01-01,35.1
THA,Thailand,1970-01-01,11.3
USA,United States,1970-01-01,20.2
ZAF,South Africa,1970-01-01,1.0
BEL,Belgium,1970-02-01,27.1
CAF,Central African Republic,1970-02-01,10.5
CAN,Canada,1970-02-01,19.6
CHE,Switzerland,1970-02-01,53.9
COG,"Congo, Rep.",1970-02-01,20.2
COL,Colombia,1970-02-01,0.2
DEU,Germany,1970-02-01,37.1
DNK,Denmark,1970-02-01,16.4
FIN,Finland,1970-02-01,19.0
GBR,United Kingdom,1970-02-01,8.7
GTM,Guatemala,1970-02-01,27.0
IND,India,1970-02-01,4.7
IRL,Ireland,1970-02-01,15.0
JPN,Japan,1970-02-01,56.4
KOR,"Korea, Rep.",1970-02-01,7.4
NLD,Netherlands,1970-02-01,35.1
NLD,Netherlands,1970-02-01,35.1
THA,Thailand,1970-02-01,11.4
USA,United States,1970-02-01,20.3
ZAF,South Africa,1970-02-01,1.0
BEL,Belgium,1970-03-01,27.2
CAF,Central African Republic,1970-03-01,10.6
CAN,Canada,1970-03-01,19.7
CHE,Switzerland,1970-03-01,54.4
COG,"Congo, Rep.",1970-03-01,21.0
COL,Colombia,1970-03-01,0.2
DEU,Germany,1970-03-01,37.2
DNK,Denmark,1970-03-01,16.6
FIN,Finland,1970-03-01,19.1
GBR,United Kingdom,1970-03-01,8.8
GTM,Guatemala,1970-03-01,26.8
IND,India,1970-03-01,4.9
IRL,Ireland,1970-03-01,15.2
JPN,Japan,1970-03-01,56.5
KOR,"Korea, Rep.",1970-03-01,7.5
NLD,Netherlands,1970-03-01,35.3
NLD,Netherlands,1970-03-01,35.3
THA,Thailand,1970-03-01,11.2
USA,United States,1970-03-01,20.3
ZAF,South Africa,1970-03-01,1.0
BEL,Belgium,1970-04-01,27.4
CAF,Central African Republic,1970-04-01,10.8
CAN,Canada,1970-04-01,19.7
CHE,Switzerland,1970-04-01,54.5
COG,"Congo, Rep.",1970-04-01,21.4
COL,Colombia,1970-04-01,0.2
DEU,Germany,1970-04-01,37.2
DNK,Denmark,1970-04-01,16.6
FIN,Finland,1970-04-01,19.2
GBR,United Kingdom,1970-04-01,8.8
GTM,Guatemala,1970-04-01,27.3
IND,India,1970-04-01,4.9
IRL,Ireland,1970-04-01,15.3
JPN,Japan,1970-04-01,56.7
KOR,"Korea, Rep.",1970-04-01,7.6
NLD,Netherlands,1970-04-01,35.8
NLD,Netherlands,1970-04-01,35.8
THA,Thailand,1970-04-01,11.1
USA,United States,1970-04-01,20.4
ZAF,South Africa,1970-04-01,1.0
BEL,Belgium,1970-05-01,27.3
CAF,Central African Republic,1970-05-01,10.8
CAN,Canada,1970-05-01,19.7
CHE,Switzerland,1970-05-01,54.7
COG,"Congo, Rep.",1970-05-01,21.6
COL,Colombia,1970-05-01,0.2
DEU,Germany,1970-05-01,37.2
DNK,Denmark,1970-05-01,16.6
FIN,Finland,1970-05-01,19.2
GBR,United Kingdom,1970-05-01,8.9
GTM,Guatemala,1970-05-01,27.6
IND,India,1970-05-01,4.9
IRL,Ireland,1970-05-01,15.4
JPN,Japan,1970-05-01,56.8
KOR,"Korea, Rep.",1970-05-01,7.6
NLD,Netherlands,1970-05-01,35.6
NLD,Netherlands,1970-05-01,35.6
THA,Thailand,1970-05-01,11.1
USA,United States,1970-05-01,20.4
ZAF,South Africa,1970-05-01,1.0
BEL,Belgium,1970-06-01,27.3
CAF,Central African Republic,1970-06-01,10.9
CAN,Canada,1970-06-01,19.5
CHE,Switzerland,1970-06-01,54.6
COG,"Congo, Rep.",1970-06-01,21.9
COL,Colombia,1970-06-01,0.2
DEU,Germany,1970-06-01,37.3
DNK,Denmark,1970-06-01,16.9
FIN,Finland,1970-06-01,19.1
GBR,United Kingdom,1970-06-01,8.9
GTM,Guatemala,1970-06-01,27.7
IND,India,1970-06-01,5.0
IRL,Ireland,1970-06-01,15.3
JPN,Japan,1970-06-01,56.7
KOR,"Korea, Rep.",1970-06-01,7.6
NLD,Netherlands,1970-06-01,35.7
NLD,Netherlands,1970-06-01,35.7
THA,Thailand,1970-06-01,11.1
USA,United States,1970-06-01,20.4
ZAF,South Africa,1970-06-01,1.0
BEL,Belgium,1970-07-01,27.3
CAF,Central African Republic,1970-07-01,10.9
CAN,Canada,1970-07-01,19.5
CHE,Switzerland,1970-07-01,54.6
COG,"Congo, Rep.",1970-07-01,21.8
COL,Colombia,1970-07-01,0.2
DEU,Germany,1970-07-01,37.3
DNK,Denmark,1970-07-01,16.7
FIN,Finland,1970-07-01,19.2
GBR,United Kingdom,1970-07-01,9.0
GTM,Guatemala,1970-07-01,27.5
IND,India,1970-07-01,5.0
IRL,Ireland,1970-07-01,15.3
JPN,Japan,1970-07-01,56.7
KOR,"Korea, Rep.",1970-07-01,7.6
NLD,Netherlands,1970-07-01,36.4
NLD,Netherlands,1970-07-01,36.4
THA,Thailand,1970-07-01,11.3
USA,United States,1970-07-01,20.5
ZAF,South Africa,1970-07-01,1.0
BEL,Belgium,1970-08-01,27.2
CAF,Central African Republic,1970-08-01,11.0
CAN,Canada,1970-08-01,19.4
CHE,Switzerland,1970-08-01,54.5
COG,"Congo, Rep.",1970-08-01,22.0
COL,Colombia,1970-08-01,0.2
DEU,Germany,1970-08-01,37.5
DNK,Denmark,1970-08-01,16.6
FIN,Finland,1970-08-01,19.2
GBR,United Kingdom,1970-08-01,9.0
GTM,Guatemala,1970-08-01,27.9
IND,India,1970-08-01,5.0
IRL,Ireland,1970-08-01,15.2
JPN,Japan,1970-08-01,56.7
KOR,"Korea, Rep.",1970-08-01,7.7
NLD,Netherlands,1970-08-01,36.4
NLD,Netherlands,1970-08-01,36.4
THA,Thailand,1970-08-01,11.3
USA,United States,1970-08-01,20.4
ZAF,South Africa,1970-08-01,1.0
BEL,Belgium,1970-09-01,27.2
CAF,Central African Republic,1970-09-01,10.9
CAN,Canada,1970-09-01,19.4
CHE,Switzerland,1970-09-01,54.6
COG,"Congo, Rep.",1970-09-01,21.7
COL,Colombia,1970-09-01,0.2
DEU,Germany,1970-09-01,37.5
DNK,Denmark,1970-09-01,16.7
FIN,Finland,1970-09-01,19.2
GBR,United Kingdom,1970-09-01,9.1
GTM,Guatemala,1970-09-01,27.7
IND,India,1970-09-01,5.1
IRL,Ireland,1970-09-01,15.2
JPN,Japan,1970-09-01,56.7
KOR,"Korea, Rep.",1970-09-01,7.7
NLD,Netherlands,1970-09-01,36.5
NLD,Netherlands,1970-09-01,36.5
THA,Thailand,1970-09-01,11.3
USA,United States,1970-09-01,20.5
ZAF,South Africa,1970-09-01,1.0
BEL,Belgium,1970-10-01,27.2
CAF,Central African Republic,1970-10-01,11.0
CAN,Canada,1970-10-01,19.5
CHE,Switzerland,1970-10-01,54.9
COG,"Congo, Rep.",1970-10-01,21.5
COL,Colombia,1970-10-01,0.2
DEU,Germany,1970-10-01,37.6
DNK,Denmark,1970-10-01,16.7
FIN,Finland,1970-10-01,19.3
GBR,United Kingdom,1970-10-01,9.2
GTM,Guatemala,1970-10-01,27.1
IND,India,1970-10-01,5.0
IRL,Ireland,1970-10-01,15.2
JPN,Japan,1970-10-01,56.6
KOR,"Korea, Rep.",1970-10-01,7.7
NLD,Netherlands,1970-10-01,36.7
NLD,Netherlands,1970-10-01,36.7
THA,Thailand,1970-10-01,11.3
USA,United States,1970-10-01,20.5
ZAF,South Africa,1970-10-01,1.0
BEL,Belgium,1970-11-01,27.7
CAF,Central African Republic,1970-11-01,11.1
CAN,Canada,1970-11-01,19.5
CHE,Switzerland,1970-11-01,55.3
COG,"Congo, Rep.",1970-11-01,21.5
COL,Colombia,1970-11-01,0.2
DEU,Germany,1970-11-01,37.9
DNK,Denmark,1970-11-01,16.9
FIN,Finland,1970-11-01,19.3
GBR,United Kingdom,1970-11-01,9.3
GTM,Guatemala,1970-11-01,27.3
IND,India,1970-11-01,5.0
IRL,Ireland,1970-11-01,15.2
JPN,Japan,1970-11-01,56.4
KOR,"Korea, Rep.",1970-11-01,7.8
NLD,Netherlands,1970-11-01,37.0
NLD,Netherlands,1970-11-01,37.0
THA,Thailand,1970-11-01,11.3
USA,United States,1970-11-01,20.5
ZAF,South Africa,1970-11-01,1.0
BEL,Belgium,1970-12-01,27.3
CAF,Central African Republic,1970-12-01,11.1
CAN,Canada,1970-12-01,19.5
CHE,Switzerland,1970-12-01,55.4
COG,"Congo, Rep.",1970-12-01,21.6
COL,Colombia,1970-12-01,0.2
DEU,Germany,1970-12-01,38.0
DNK,Denmark,1970-12-01,16.7
FIN,Finland,1970-12-01,19.3
GBR,United Kingdom,1970-12-01,9.4
GTM,Guatemala,1970-12-01,27.5
IND,India,1970-12-01,5.0
IRL,Ireland,1970-12-01,15.3
JPN,Japan,1970-12-01,56.2
KOR,"Korea, Rep.",1970-12-01,7.9
NLD,Netherlands,1970-12-01,37.1
NLD,Netherlands,1970-12-01,37.1
THA,Thailand,1970-12-01,11.2
USA,United States,1970-12-01,20.5
ZAF,South Africa,1970-12-01,1.0
BEL,Belgium,1971-01-01,27.0
CAF,Central African Republic,1971-01-01,11.1
CAN,Canada,1971-01-01,19.6
CHE,Switzerland,1971-01-01,55.5
COG,"Congo, Rep.",1971-01-01,20.9
COL,Colombia,1971-01-01,0.2
DEU,Germany,1971-01-01,38.5
DNK,Denmark,1971-01-01,17.0
FIN,Finland,1971-01-01,19.7
GBR,United Kingdom,1971-01-01,9.5
GTM,Guatemala,1971-01-01,27.7
IND,India,1971-01-01,5.1
IRL,Ireland,1971-01-01,15.5
JPN,Japan,1971-01-01,56.2
KOR,"Korea, Rep.",1971-01-01,7.9
NLD,Netherlands,1971-01-01,37.3
NLD,Netherlands,1971-01-01,37.3
SWE,Sweden,1971-01-01,13.8
THA,Thailand,1971-01-01,11.2
USA,United States,1971-01-01,20.7
ZAF,South Africa,1971-01-01,1.0
BEL,Belgium,1971-02-01,26.9
CAF,Central African Republic,1971-02-01,11.2
CAN,Canada,1971-02-01,19.7
CHE,Switzerland,1971-02-01,55.8
COG,"Congo, Rep.",1971-02-01,21.1
COL,Colombia,1971-02-01,0.2
DEU,Germany,1971-02-01,38.7
DNK,Denmark,1971-02-01,17.0
FIN,Finland,1971-02-01,19.9
GBR,United Kingdom,1971-02-01,9.6
GTM,Guatemala,1971-02-01,27.6
IND,India,1971-02-01,5.0
IRL,Ireland,1971-02-01,15.8
JPN,Japan,1971-02-01,56.0
KOR,"Korea, Rep.",1971-02-01,7.9
NLD,Netherlands,1971-02-01,37.6
NLD,Netherlands,1971-02-01,37.6
SWE,Sweden,1971-02-01,13.8
THA,Thailand,1971-02-01,11.0
USA,United States,1971-02-01,20.9
ZAF,South Africa,1971-02-01,1.0
BEL,Belgium,1971-03-01,27.0
CAF,Central African Republic,1971-03-01,11.2
CAN,Canada,1971-03-01,19.7
CHE,Switzerland,1971-03-01,56.6
COG,"Congo, Rep.",1971-03-01,21.0
COL,Colombia,1971-03-01,0.2
DEU,Germany,1971-03-01,38.9
DNK,Denmark,1971-03-01,17.0
FIN,Finland,1971-03-01,19.9
GBR,United Kingdom,1971-03-01,9.6
GTM,Guatemala,1971-03-01,27.4
IND,India,1971-03-01,5.0
IRL,Ireland,1971-03-01,16.0
JPN,Japan,1971-03-01,55.9
KOR,"Korea, Rep.",1971-03-01,8.0
NLD,Netherlands,1971-03-01,38.0
NLD,Netherlands,1971-03-01,38.0
SWE,Sweden,1971-03-01,13.8
THA,Thailand,1971-03-01,11.0
USA,United States,1971-03-01,20.9
ZAF,South Africa,1971-03-01,1.0
BEL,Belgium,1971-04-01,26.9
CAF,Central African Republic,1971-04-01,11.2
CAN,Canada,1971-04-01,19.8
CHE,Switzerland,1971-04-01,56.7
COG,"Congo, Rep.",1971-04-01,21.2
COL,Colombia,1971-04-01,0.2
DEU,Germany,1971-04-01,39.0
DNK,Denmark,1971-04-01,17.1
FIN,Finland,1971-04-01,19.9
GBR,United Kingdom,1971-04-01,9.7
GTM,Guatemala,1971-04-01,27.8
IND,India,1971-04-01,5.1
IRL,Ireland,1971-04-01,16.1
JPN,Japan,1971-04-01,56.2
KOR,"Korea, Rep.",1971-04-01,8.0
NLD,Netherlands,1971-04-01,38.0
NLD,Netherlands,1971-04-01,38.0
SWE,Sweden,1971-04-01,14.0
THA,Thailand,1971-04-01,11.1
USA,United States,1971-04-01,21.0
ZAF,South Africa,1971-04-01,1.1
BEL,Belgium,1971-05-01,26.9
CAF,Central African Republic,1971-05-01,11.3
CAN,Canada,1971-05-01,19.8
CHE,Switzerland,1971-05-01,56.9
COG,"Congo, Rep.",1971-05-01,21.3
COL,Colombia,1971-05-01,0.2
DEU,Germany,1971-05-01,39.0
DNK,Denmark,1971-05-01,17.1
FIN,Finland,1971-05-01,19.9
GBR,United Kingdom,1971-05-01,9.8
GTM,Guatemala,1971-05-01,27.7
IND,India,1971-05-01,5.1
IRL,Ireland,1971-05-01,16.1
JPN,Japan,1971-05-01,56.2
KOR,"Korea, Rep.",1971-05-01,8.1
NLD,Netherlands,1971-05-01,38.0
NLD,Netherlands,1971-05-01,38.0
SWE,Sweden,1971-05-01,14.0
THA,Thailand,1971-05-01,11.3
USA,United States,1971-05-01,21.1
ZAF,South Africa,1971-05-01,1.1
BEL,Belgium,1971-06-01,27.3
CAF,Central African Republic,1971-06-01,11.4
CAN,Canada,1971-06-01,19.9
CHE,Switzerland,1971-06-01,56.9
COG,"Congo, Rep.",1971-06-01,21.2
COL,Colombia,1971-06-01,0.2
DEU,Germany,1971-06-01,39.0
DNK,Denmark,1971-06-01,17.3
FIN,Finland,1971-06-01,20.0
GBR,United Kingdom,1971-06-01,9.8
GTM,Guatemala,1971-06-01,26.9
IND,India,1971-06-01,5.2
IRL,Ireland,1971-06-01,16.0
JPN,Japan,1971-06-01,56.1
KOR,"Korea, Rep.",1971-06-01,8.2
NLD,Netherlands,1971-06-01,38.0
NLD,Netherlands,1971-06-01,38.0
SWE,Sweden,1971-06-01,14.0
THA,Thailand,1971-06-01,11.3
USA,United States,1971-06-01,21.2
ZAF,South Africa,1971-06-01,1.1
BEL,Belgium,1971-07-01,27.2
CAF,Central African Republic,1971-07-01,11.4
CAN,Canada,1971-07-01,20.0
CHE,Switzerland,1971-07-01,56.9
COG,"Congo, Rep.",1971-07-01,21.2
COL,Colombia,1971-07-01,0.2
DEU,Germany,1971-07-01,39.1
DNK,Denmark,1971-07-01,17.3
FIN,Finland,1971-07-01,20.1
GBR,United Kingdom,1971-07-01,9.9
GTM,Guatemala,1971-07-01,28.7
IND,India,1971-07-01,5.3
IRL,Ireland,1971-07-01,16.0
JPN,Japan,1971-07-01,56.0
KOR,"Korea, Rep.",1971-07-01,8.2
NLD,Netherlands,1971-07-01,38.0
NLD,Netherlands,1971-07-01,38.0
SWE,Sweden,1971-07-01,14.0
THA,Thailand,1971-07-01,11.3
USA,United States,1971-07-01,21.2
ZAF,South Africa,1971-07-01,1.1
BEL,Belgium,1971-08-01,27.3
CAF,Central African Republic,1971-08-01,11.5
CAN,Canada,1971-08-01,20.0
CHE,Switzerland,1971-08-01,56.9
COG,"Congo, Rep.",1971-08-01,21.2
COL,Colombia,1971-08-01,0.2
DEU,Germany,1971-08-01,39.1
DNK,Denmark,1971-08-01,17.3
FIN,Finland,1971-08-01,20.3
GBR,United Kingdom,1971-08-01,9.9
GTM,Guatemala,1971-08-01,27.9
IND,India,1971-08-01,5.4
IRL,Ireland,1971-08-01,16.0
JPN,Japan,1971-08-01,56.2
KOR,"Korea, Rep.",1971-08-01,8.2
NLD,Netherlands,1971-08-01,38.0
NLD,Netherlands,1971-08-01,38.0
SWE,Sweden,1971-08-01,14.1
THA,Thailand,1971-08-01,11.3
USA,United States,1971-08-01,21.3
ZAF,South Africa,1971-08-01,1.1
BEL,Belgium,1971-09-01,27.2
CAF,Central African Republic,1971-09-01,11.5
CAN,Canada,1971-09-01,20.0
CHE,Switzerland,1971-09-01,57.0
COG,"Congo, Rep.",1971-09-01,21.9
COL,Colombia,1971-09-01,0.2
DEU,Germany,1971-09-01,39.1
DNK,Denmark,1971-09-01,17.4
FIN,Finland,1971-09-01,20.4
GBR,United Kingdom,1971-09-01,10.0
GTM,Guatemala,1971-09-01,28.9
IND,India,1971-09-01,5.4
IRL,Ireland,1971-09-01,16.1
JPN,Japan,1971-09-01,56.0
KOR,"Korea, Rep.",1971-09-01,8.5
NLD,Netherlands,1971-09-01,38.3
NLD,Netherlands,1971-09-01,38.3
SWE,Sweden,1971-09-01,14.2
THA,Thailand,1971-09-01,11.5
USA,United States,1971-09-01,21.2
ZAF,South Africa,1971-09-01,1.1
BEL,Belgium,1971-10-01,27.1
CAF,Central African Republic,1971-10-01,11.6
CAN,Canada,1971-10-01,20.0
CHE,Switzerland,1971-10-01,57.1
COG,"Congo, Rep.",1971-10-01,22.1
COL,Colombia,1971-10-01,0.2
DEU,Germany,1971-10-01,39.1
DNK,Denmark,1971-10-01,17.4
FIN,Finland,1971-10-01,20.4
GBR,United Kingdom,1971-10-01,10.0
GTM,Guatemala,1971-10-01,28.0
IND,India,1971-10-01,5.3
IRL,Ireland,1971-10-01,16.1
JPN,Japan,1971-10-01,55.9
KOR,"Korea, Rep.",1971-10-01,8.7
NLD,Netherlands,1971-10-01,38.3
NLD,Netherlands,1971-10-01,38.3
SWE,Sweden,1971-10-01,14.2
THA,Thailand,1971-10-01,11.4
USA,United States,1971-10-01,21.2
ZAF,South Africa,1971-10-01,1.1
BEL,Belgium,1971-11-01,27.2
CAF,Central African Republic,1971-11-01,11.6
CAN,Canada,1971-11-01,20.0
CHE,Switzerland,1971-11-01,57.3
COG,"Congo, Rep.",1971-11-01,22.3
COL,Colombia,1971-11-01,0.2
DEU,Germany,1971-11-01,39.1
DNK,Denmark,1971-11-01,17.4
FIN,Finland,1971-11-01,20.6
GBR,United Kingdom,1971-11-01,10.0
GTM,Guatemala,1971-11-01,28.2
IND,India,1971-11-01,5.3
IRL,Ireland,1971-11-01,16.2
JPN,Japan,1971-11-01,55.9
KOR,"Korea, Rep.",1971-11-01,8.8
NLD,Netherlands,1971-11-01,38.6
NLD,Netherlands,1971-11-01,38.6
SWE,Sweden,1971-11-01,14.2
THA,Thailand,1971-11-01,11.3
USA,United States,1971-11-01,21.2
ZAF,South Africa,1971-11-01,1.1
BEL,Belgium,1971-12-01,27.2
CAF,Central African Republic,1971-12-01,11.7
CAN,Canada,1971-12-01,20.2
CHE,Switzerland,1971-12-01,57.6
COG,"Congo, Rep.",1971-12-01,22.8
COL,Colombia,1971-12-01,0.2
DEU,Germany,1971-12-01,39.1
DNK,Denmark,1971-12-01,17.4
FIN,Finland,1971-12-01,20.6
GBR,United Kingdom,1971-12-01,10.0
GTM,Guatemala,1971-12-01,28.1
IND,India,1971-12-01,5.2
IRL,Ireland,1971-12-01,16.4
JPN,Japan,1971-12-01,55.9
KOR,"Korea, Rep.",1971-12-01,8.9
NLD,Netherlands,1971-12-01,38.6
NLD,Netherlands,1971-12-01,38.6
SWE,Sweden,1971-12-01,14.3
THA,Thailand,1971-12-01,11.3
USA,United States,1971-12-01,21.4
ZAF,South Africa,1971-12-01,1.1
BEL,Belgium,1972-01-01,27.3
CAF,Central African Republic,1972-01-01,11.7
CAN,Canada,1972-01-01,20.4
CHE,Switzerland,1972-01-01,58.0
COG,"Congo, Rep.",1972-01-01,23.3
COL,Colombia,1972-01-01,0.2
DEU,Germany,1972-01-01,39.3
DNK,Denmark,1972-01-01,17.6
FIN,Finland,1972-01-01,20.8
GBR,United Kingdom,1972-01-01,10.0
GTM,Guatemala,1972-01-01,27.5
IND,India,1972-01-01,5.4
IRL,Ireland,1972-01-01,16.8
JPN,Japan,1972-01-01,55.9
KOR,"Korea, Rep.",1972-01-01,8.9
NLD,Netherlands,1972-01-01,39.4
NLD,Netherlands,1972-01-01,39.4
SWE,Sweden,1972-01-01,14.3
THA,Thailand,1972-01-01,11.5
USA,United States,1972-01-01,21.5
ZAF,South Africa,1972-01-01,1.1
BEL,Belgium,1972-02-01,27.6
CAF,Central African Republic,1972-02-01,11.7
CAN,Canada,1972-02-01,20.5
CHE,Switzerland,1972-02-01,58.3
COG,"Congo, Rep.",1972-02-01,23.9
COL,Colombia,1972-02-01,0.2
DEU,Germany,1972-02-01,39.6
DNK,Denmark,1972-02-01,17.7
FIN,Finland,1972-02-01,21.2
GBR,United Kingdom,1972-02-01,10.1
GTM,Guatemala,1972-02-01,27.2
IND,India,1972-02-01,5.4
IRL,Ireland,1972-02-01,17.0
JPN,Japan,1972-02-01,56.0
KOR,"Korea, Rep.",1972-02-01,9.2
NLD,Netherlands,1972-02-01,39.6
NLD,Netherlands,1972-02-01,39.6
SWE,Sweden,1972-02-01,14.5
THA,Thailand,1972-02-01,11.5
USA,United States,1972-02-01,21.7
ZAF,South Africa,1972-02-01,1.1
BEL,Belgium,1972-03-01,27.6
CAF,Central African Republic,1972-03-01,11.9
CAN,Canada,1972-03-01,20.6
CHE,Switzerland,1972-03-01,58.7
COG,"Congo, Rep.",1972-03-01,24.3
COL,Colombia,1972-03-01,0.2
DEU,Germany,1972-03-01,39.6
DNK,Denmark,1972-03-01,17.9
FIN,Finland,1972-03-01,21.3
GBR,United Kingdom,1972-03-01,10.1
GTM,Guatemala,1972-03-01,27.5
IND,India,1972-03-01,5.4
IRL,Ireland,1972-03-01,17.2
JPN,Japan,1972-03-01,56.0
KOR,"Korea, Rep.",1972-03-01,9.3
NLD,Netherlands,1972-03-01,39.6
NLD,Netherlands,1972-03-01,39.6
SWE,Sweden,1972-03-01,14.5
THA,Thailand,1972-03-01,11.8
USA,United States,1972-03-01,21.7
ZAF,South Africa,1972-03-01,1.1
BEL,Belgium,1972-04-01,27.8
CAF,Central African Republic,1972-04-01,12.0
CAN,Canada,1972-04-01,20.7
CHE,Switzerland,1972-04-01,58.7
COG,"Congo, Rep.",1972-04-01,24.0
COL,Colombia,1972-04-01,0.2
DEU,Germany,1972-04-01,39.8
DNK,Denmark,1972-04-01,18.0
FIN,Finland,1972-04-01,21.5
GBR,United Kingdom,1972-04-01,10.1
GTM,Guatemala,1972-04-01,27.7
IND,India,1972-04-01,5.4
IRL,Ireland,1972-04-01,17.3
JPN,Japan,1972-04-01,56.2
KOR,"Korea, Rep.",1972-04-01,9.4
NLD,Netherlands,1972-04-01,39.6
NLD,Netherlands,1972-04-01,39.6
SWE,Sweden,1972-04-01,14.6
THA,Thailand,1972-04-01,11.8
USA,United States,1972-04-01,21.7
ZAF,South Africa,1972-04-01,1.1
BEL,Belgium,1972-05-01,28.0
CAF,Central African Republic,1972-05-01,12.2
CAN,Canada,1972-05-01,20.7
CHE,Switzerland,1972-05-01,58.9
COG,"Congo, Rep.",1972-05-01,24.1
COL,Colombia,1972-05-01,0.2
DEU,Germany,1972-05-01,39.9
DNK,Denmark,1972-05-01,18.0
FIN,Finland,1972-05-01,21.6
GBR,United Kingdom,1972-05-01,10.2
GTM,Guatemala,1972-05-01,27.3
IND,India,1972-05-01,5.4
IRL,Ireland,1972-05-01,17.4
JPN,Japan,1972-05-01,56.4
KOR,"Korea, Rep.",1972-05-01,9.5
NLD,Netherlands,1972-05-01,39.9
NLD,Netherlands,1972-05-01,39.9
SWE,Sweden,1972-05-01,14.6
THA,Thailand,1972-05-01,11.9
USA,United States,1972-05-01,21.9
ZAF,South Africa,1972-05-01,1.1
BEL,Belgium,1972-06-01,28.0
CAF,Central African Republic,1972-06-01,12.2
CAN,Canada,1972-06-01,20.7
CHE,Switzerland,1972-06-01,58.9
COG,"Congo, Rep.",1972-06-01,24.3
COL,Colombia,1972-06-01,0.2
DEU,Germany,1972-06-01,39.9
DNK,Denmark,1972-06-01,18.5
FIN,Finland,1972-06-01,21.6
GBR,United Kingdom,1972-06-01,10.2
GTM,Guatemala,1972-06-01,27.5
IND,India,1972-06-01,5.6
IRL,Ireland,1972-06-01,17.5
JPN,Japan,1972-06-01,56.4
KOR,"Korea, Rep.",1972-06-01,9.5
NLD,Netherlands,1972-06-01,39.6
NLD,Netherlands,1972-06-01,39.6
SWE,Sweden,1972-06-01,14.6
THA,Thailand,1972-06-01,12.0
USA,United States,1972-06-01,22.0
ZAF,South Africa,1972-06-01,1.1
BEL,Belgium,1972-07-01,28.0
CAF,Central African Republic,1972-07-01,12.2
CAN,Canada,1972-07-01,20.8
CHE,Switzerland,1972-07-01,58.9
COG,"Congo, Rep.",1972-07-01,24.2
COL,Colombia,1972-07-01,0.2
DEU,Germany,1972-07-01,40.0
DNK,Denmark,1972-07-01,18.3
FIN,Finland,1972-07-01,21.9
GBR,United Kingdom,1972-07-01,10.3
GTM,Guatemala,1972-07-01,27.5
IND,India,1972-07-01,5.7
IRL,Ireland,1972-07-01,17.8
JPN,Japan,1972-07-01,56.5
KOR,"Korea, Rep.",1972-07-01,9.5
NLD,Netherlands,1972-07-01,39.6
NLD,Netherlands,1972-07-01,39.6
SWE,Sweden,1972-07-01,14.7
THA,Thailand,1972-07-01,12.2
USA,United States,1972-07-01,22.2
ZAF,South Africa,1972-07-01,1.1
BEL,Belgium,1972-08-01,28.3
CAF,Central African Republic,1972-08-01,12.2
CAN,Canada,1972-08-01,20.8
CHE,Switzerland,1972-08-01,59.1
COG,"Congo, Rep.",1972-08-01,24.2
COL,Colombia,1972-08-01,0.2
DEU,Germany,1972-08-01,40.0
DNK,Denmark,1972-08-01,18.3
FIN,Finland,1972-08-01,21.9
GBR,United Kingdom,1972-08-01,10.4
GTM,Guatemala,1972-08-01,27.7
IND,India,1972-08-01,5.9
IRL,Ireland,1972-08-01,17.9
JPN,Japan,1972-08-01,56.7
KOR,"Korea, Rep.",1972-08-01,9.6
NLD,Netherlands,1972-08-01,40.0
NLD,Netherlands,1972-08-01,40.0
SWE,Sweden,1972-08-01,14.7
THA,Thailand,1972-08-01,12.4
USA,United States,1972-08-01,22.2
ZAF,South Africa,1972-08-01,1.1
BEL,Belgium,1972-09-01,28.5
CAF,Central African Republic,1972-09-01,12.2
CAN,Canada,1972-09-01,20.9
CHE,Switzerland,1972-09-01,59.3
COG,"Congo, Rep.",1972-09-01,24.8
COL,Colombia,1972-09-01,0.3
DEU,Germany,1972-09-01,40.3
DNK,Denmark,1972-09-01,18.5
FIN,Finland,1972-09-01,22.1
GBR,United Kingdom,1972-09-01,10.5
GTM,Guatemala,1972-09-01,27.9
IND,India,1972-09-01,5.8
IRL,Ireland,1972-09-01,17.9
JPN,Japan,1972-09-01,57.0
KOR,"Korea, Rep.",1972-09-01,9.6
NLD,Netherlands,1972-09-01,40.0
NLD,Netherlands,1972-09-01,40.0
SWE,Sweden,1972-09-01,14.8
THA,Thailand,1972-09-01,12.5
USA,United States,1972-09-01,22.2
ZAF,South Africa,1972-09-01,1.1
BEL,Belgium,1972-10-01,28.8
CAF,Central African Republic,1972-10-01,12.2
CAN,Canada,1972-10-01,21.0
CHE,Switzerland,1972-10-01,59.8
COG,"Congo, Rep.",1972-10-01,24.8
COL,Colombia,1972-10-01,0.3
DEU,Germany,1972-10-01,40.4
DNK,Denmark,1972-10-01,18.5
FIN,Finland,1972-10-01,22.3
