Country Code,Country,Date,Food_Price_Index
NZL,New Zealand,1976-10-01,14.2
PRT,Portugal,1976-10-01,5.8
SGP,Singapore,1976-10-01,39.927
SWE,Sweden,1976-10-01,23.6
THA,Thailand,1976-10-01,13.9
TUR,Turkey,1976-10-01,0.0
TWN,"Taiwan, China",1976-10-01,26.31
USA,United States,1976-10-01,25.9
ZAF,South Africa,1976-10-01,1.8
AUS,Australia,1977-01-01,17.3
AUT,Austria,1977-01-01,42.2
CAN,Canada,1977-01-01,23.3
CHE,Switzerland,1977-01-01,53.5
DEU,Germany,1977-01-01,51.7
DNK,Denmark,1977-01-01,28.0
ESP,Spain,1977-01-01,12.8
FIN,Finland,1977-01-01,31.2
FRA,France,1977-01-01,26.2
GBR,United Kingdom,1977-01-01,23.1
GRC,Greece,1977-01-01,3.2
IRL,Ireland,1977-01-01,27.7
ISR,Israel,1977-01-01,0.0
ITA,Italy,1977-01-01,15.0
JPN,Japan,1977-01-01,65.2
LUX,Luxembourg,1977-01-01,35.0
MEX,Mexico,1977-01-01,0.0
NLD,Netherlands,1977-01-01,56.0
NZL,New Zealand,1977-01-01,14.8
PRT,Portugal,1977-01-01,6.5
SGP,Singapore,1977-01-01,41.518
SWE,Sweden,1977-01-01,24.7
THA,Thailand,1977-01-01,14.2
TUR,Turkey,1977-01-01,0.0
TWN,"Taiwan, China",1977-01-01,27.04
USA,United States,1977-01-01,26.7
ZAF,South Africa,1977-01-01,1.9
AUS,Australia,1977-04-01,17.7
AUT,Austria,1977-04-01,42.6
CAN,Canada,1977-04-01,24.3
CHE,Switzerland,1977-04-01,53.5
DEU,Germany,1977-04-01,52.6
DNK,Denmark,1977-04-01,29.0
ESP,Spain,1977-04-01,13.3
FIN,Finland,1977-04-01,33.0
FRA,France,1977-04-01,27.3
GBR,United Kingdom,1977-04-01,23.9
GRC,Greece,1977-04-01,3.4
IRL,Ireland,1977-04-01,29.0
ISR,Israel,1977-04-01,0.0
ITA,Italy,1977-04-01,15.6
JPN,Japan,1977-04-01,66.2
LUX,Luxembourg,1977-04-01,34.9
MEX,Mexico,1977-04-01,0.0
NLD,Netherlands,1977-04-01,56.7
NZL,New Zealand,1977-04-01,15.3
PRT,Portugal,1977-04-01,7.5
SGP,Singapore,1977-04-01,41.092
SWE,Sweden,1977-04-01,25.9
THA,Thailand,1977-04-01,14.7
TUR,Turkey,1977-04-01,0.0
TWN,"Taiwan, China",1977-04-01,28.25
USA,United States,1977-04-01,27.5
ZAF,South Africa,1977-04-01,2.0
AUS,Australia,1977-07-01,18.5
AUT,Austria,1977-07-01,43.4
CAN,Canada,1977-07-01,25.3
CHE,Switzerland,1977-07-01,54.3
DEU,Germany,1977-07-01,52.5
DNK,Denmark,1977-07-01,30.3
ESP,Spain,1977-07-01,15.1
FIN,Finland,1977-07-01,34.3
FRA,France,1977-07-01,28.1
GBR,United Kingdom,1977-07-01,24.2
GRC,Greece,1977-07-01,3.3
IRL,Ireland,1977-07-01,29.8
ISR,Israel,1977-07-01,0.0
ITA,Italy,1977-07-01,16.2
JPN,Japan,1977-07-01,66.0
LUX,Luxembourg,1977-07-01,34.8
MEX,Mexico,1977-07-01,0.0
NLD,Netherlands,1977-07-01,57.3
NZL,New Zealand,1977-07-01,16.2
PRT,Portugal,1977-07-01,7.3
SGP,Singapore,1977-07-01,43.114
SWE,Sweden,1977-07-01,27.3
THA,Thailand,1977-07-01,15.2
TUR,Turkey,1977-07-01,0.0
TWN,"Taiwan, China",1977-07-01,31.06
USA,United States,1977-07-01,27.9
ZAF,South Africa,1977-07-01,2.0
AUS,Australia,1977-10-01,18.9
AUT,Austria,1977-10-01,43.0
CAN,Canada,1977-10-01,26.2
CHE,Switzerland,1977-10-01,54.4
DEU,Germany,1977-10-01,52.3
DNK,Denmark,1977-10-01,31.6
ESP,Spain,1977-10-01,15.5
FIN,Finland,1977-10-01,34.6
FRA,France,1977-10-01,28.7
GBR,United Kingdom,1977-10-01,24.5
GRC,Greece,1977-10-01,3.5
IRL,Ireland,1977-10-01,29.8
ISR,Israel,1977-10-01,0.0
ITA,Italy,1977-10-01,16.7
JPN,Japan,1977-10-01,66.2
LUX,Luxembourg,1977-10-01,34.7
MEX,Mexico,1977-10-01,0.0
NLD,Netherlands,1977-10-01,57.2
NZL,New Zealand,1977-10-01,16.6
PRT,Portugal,1977-10-01,7.4
SGP,Singapore,1977-10-01,43.454
SWE,Sweden,1977-10-01,27.5
THA,Thailand,1977-10-01,15.5
TUR,Turkey,1977-10-01,0.0
TWN,"Taiwan, China",1977-10-01,29.27
USA,United States,1977-10-01,27.9
ZAF,South Africa,1977-10-01,2.1
AUS,Australia,1978-01-01,18.9
AUT,Austria,1978-01-01,43.4
CAN,Canada,1978-01-01,27.1
CHE,Switzerland,1978-01-01,55.1
DEU,Germany,1978-01-01,53.0
DNK,Denmark,1978-01-01,31.7
ESP,Spain,1978-01-01,15.9
FIN,Finland,1978-01-01,34.3
FRA,France,1978-01-01,29.1
GBR,United Kingdom,1978-01-01,25.0
GRC,Greece,1978-01-01,3.8
IRL,Ireland,1978-01-01,30.2
ISR,Israel,1978-01-01,0.0
ITA,Italy,1978-01-01,17.1
JPN,Japan,1978-01-01,66.7
LUX,Luxembourg,1978-01-01,35.1
MEX,Mexico,1978-01-01,0.0
NLD,Netherlands,1978-01-01,56.9
NZL,New Zealand,1978-01-01,16.7
PRT,Portugal,1978-01-01,7.8
SGP,Singapore,1978-01-01,44.489
SWE,Sweden,1978-01-01,28.7
THA,Thailand,1978-01-01,15.8
TUR,Turkey,1978-01-01,0.0
TWN,"Taiwan, China",1978-01-01,30.0
USA,United States,1978-01-01,28.9
ZAF,South Africa,1978-01-01,2.1
AUS,Australia,1978-04-01,19.7
AUT,Austria,1978-04-01,44.0
CAN,Canada,1978-04-01,28.9
CHE,Switzerland,1978-04-01,56.4
DEU,Germany,1978-04-01,53.5
DNK,Denmark,1978-04-01,32.1
ESP,Spain,1978-04-01,16.4
FIN,Finland,1978-04-01,34.7
FRA,France,1978-04-01,29.8
GBR,United Kingdom,1978-04-01,25.8
GRC,Greece,1978-04-01,4.0
IRL,Ireland,1978-04-01,31.1
ISR,Israel,1978-04-01,0.0
ITA,Italy,1978-04-01,17.7
JPN,Japan,1978-04-01,67.9
LUX,Luxembourg,1978-04-01,35.3
MEX,Mexico,1978-04-01,0.0
NLD,Netherlands,1978-04-01,56.8
NZL,New Zealand,1978-04-01,17.2
PRT,Portugal,1978-04-01,8.6
SGP,Singapore,1978-04-01,43.971
SWE,Sweden,1978-04-01,28.8
THA,Thailand,1978-04-01,16.1
TUR,Turkey,1978-04-01,0.0
TWN,"Taiwan, China",1978-04-01,31.2
USA,United States,1978-04-01,30.4
ZAF,South Africa,1978-04-01,2.2
AUS,Australia,1978-07-01,20.3
AUT,Austria,1978-07-01,44.6
CAN,Canada,1978-07-01,30.3
CHE,Switzerland,1978-07-01,56.9
DEU,Germany,1978-07-01,53.0
DNK,Denmark,1978-07-01,32.4
ESP,Spain,1978-07-01,17.7
FIN,Finland,1978-07-01,34.8
FRA,France,1978-07-01,30.4
GBR,United Kingdom,1978-07-01,26.1
GRC,Greece,1978-07-01,3.7
IRL,Ireland,1978-07-01,32.8
ISR,Israel,1978-07-01,0.0
ITA,Italy,1978-07-01,18.2
JPN,Japan,1978-07-01,68.9
LUX,Luxembourg,1978-07-01,35.5
MEX,Mexico,1978-07-01,0.0
NLD,Netherlands,1978-07-01,57.3
NZL,New Zealand,1978-07-01,17.7
PRT,Portugal,1978-07-01,8.7
SGP,Singapore,1978-07-01,45.115
SWE,Sweden,1978-07-01,28.9
THA,Thailand,1978-07-01,16.3
TUR,Turkey,1978-07-01,0.0
TWN,"Taiwan, China",1978-07-01,31.32
USA,United States,1978-07-01,31.0
ZAF,South Africa,1978-07-01,2.3
AUS,Australia,1978-10-01,21.1
AUT,Austria,1978-10-01,44.1
CAN,Canada,1978-10-01,30.0
CHE,Switzerland,1978-10-01,56.0
DEU,Germany,1978-10-01,52.7
DNK,Denmark,1978-10-01,33.3
ESP,Spain,1978-10-01,17.7
FIN,Finland,1978-10-01,35.3
FRA,France,1978-10-01,31.0
GBR,United Kingdom,1978-10-01,26.4
GRC,Greece,1978-10-01,3.9
IRL,Ireland,1978-10-01,33.2
ISR,Israel,1978-10-01,0.0
ITA,Italy,1978-10-01,18.7
JPN,Japan,1978-10-01,68.1
LUX,Luxembourg,1978-10-01,35.6
MEX,Mexico,1978-10-01,0.0
NLD,Netherlands,1978-10-01,57.0
NZL,New Zealand,1978-10-01,18.1
PRT,Portugal,1978-10-01,9.1
SGP,Singapore,1978-10-01,45.211
SWE,Sweden,1978-10-01,29.1
THA,Thailand,1978-10-01,16.6
TUR,Turkey,1978-10-01,0.0
TWN,"Taiwan, China",1978-10-01,31.88
USA,United States,1978-10-01,31.3
ZAF,South Africa,1978-10-01,2.4
AUS,Australia,1979-01-01,21.7
AUT,Austria,1979-01-01,45.1
CAN,Canada,1979-01-01,31.7
CHE,Switzerland,1979-01-01,56.9
DEU,Germany,1979-01-01,53.4
DNK,Denmark,1979-01-01,33.4
ESP,Spain,1979-01-01,18.0
FIN,Finland,1979-01-01,35.4
FRA,France,1979-01-01,31.6
GBR,United Kingdom,1979-01-01,27.6
GRC,Greece,1979-01-01,4.4
IRL,Ireland,1979-01-01,35.8
ISR,Israel,1979-01-01,0.0
ITA,Italy,1979-01-01,19.4
JPN,Japan,1979-01-01,67.6
LUX,Luxembourg,1979-01-01,36.0
MEX,Mexico,1979-01-01,0.0
NLD,Netherlands,1979-01-01,57.7
NOR,Norway,1979-01-01,27.1
NZL,New Zealand,1979-01-01,18.5
PRT,Portugal,1979-01-01,9.6
SGP,Singapore,1979-01-01,44.458
SWE,Sweden,1979-01-01,29.7
THA,Thailand,1979-01-01,16.7
TUR,Turkey,1979-01-01,0.0
TWN,"Taiwan, China",1979-01-01,31.65
USA,United States,1979-01-01,32.8
ZAF,South Africa,1979-01-01,2.5
AUS,Australia,1979-04-01,22.8
AUT,Austria,1979-04-01,45.0
CAN,Canada,1979-04-01,33.0
CHE,Switzerland,1979-04-01,57.9
DEU,Germany,1979-04-01,54.0
DNK,Denmark,1979-04-01,33.6
ESP,Spain,1979-04-01,18.4
FIN,Finland,1979-04-01,35.9
FRA,France,1979-04-01,32.4
GBR,United Kingdom,1979-04-01,28.5
GRC,Greece,1979-04-01,4.6
IRL,Ireland,1979-04-01,36.4
ISR,Israel,1979-04-01,0.0
ITA,Italy,1979-04-01,20.2
JPN,Japan,1979-04-01,69.1
LUX,Luxembourg,1979-04-01,36.2
MEX,Mexico,1979-04-01,0.1
NLD,Netherlands,1979-04-01,58.1
NOR,Norway,1979-04-01,27.3
NZL,New Zealand,1979-04-01,20.3
PRT,Portugal,1979-04-01,10.7
SGP,Singapore,1979-04-01,44.754
SWE,Sweden,1979-04-01,30.0
THA,Thailand,1979-04-01,17.1
TUR,Turkey,1979-04-01,0.0
TWN,"Taiwan, China",1979-04-01,33.06
USA,United States,1979-04-01,33.7
ZAF,South Africa,1979-04-01,2.5
AUS,Australia,1979-07-01,23.4
AUT,Austria,1979-07-01,45.3
CAN,Canada,1979-07-01,33.5
CHE,Switzerland,1979-07-01,58.9
DEU,Germany,1979-07-01,54.0
DNK,Denmark,1979-07-01,34.3
ESP,Spain,1979-07-01,19.0
FIN,Finland,1979-07-01,36.4
FRA,France,1979-07-01,33.2
GBR,United Kingdom,1979-07-01,29.7
GRC,Greece,1979-07-01,4.5
IRL,Ireland,1979-07-01,36.9
ISR,Israel,1979-07-01,0.0
ITA,Italy,1979-07-01,20.7
JPN,Japan,1979-07-01,69.5
LUX,Luxembourg,1979-07-01,36.4
MEX,Mexico,1979-07-01,0.1
NLD,Netherlands,1979-07-01,58.4
NOR,Norway,1979-07-01,27.8
NZL,New Zealand,1979-07-01,21.0
PRT,Portugal,1979-07-01,11.3
SGP,Singapore,1979-07-01,46.386
SWE,Sweden,1979-07-01,30.8
THA,Thailand,1979-07-01,18.1
TUR,Turkey,1979-07-01,0.0
TWN,"Taiwan, China",1979-07-01,34.36
USA,United States,1979-07-01,33.9
ZAF,South Africa,1979-07-01,2.7
AUS,Australia,1979-10-01,23.9
AUT,Austria,1979-10-01,45.2
CAN,Canada,1979-10-01,33.8
CHE,Switzerland,1979-10-01,58.9
DEU,Germany,1979-10-01,54.3
DNK,Denmark,1979-10-01,35.2
ESP,Spain,1979-10-01,19.2
FIN,Finland,1979-10-01,37.2
FRA,France,1979-10-01,34.1
GBR,United Kingdom,1979-10-01,30.5
GRC,Greece,1979-10-01,4.8
IRL,Ireland,1979-10-01,37.3
ISR,Israel,1979-10-01,0.0
ITA,Italy,1979-10-01,21.4
JPN,Japan,1979-10-01,70.6
LUX,Luxembourg,1979-10-01,36.6
MEX,Mexico,1979-10-01,0.1
NLD,Netherlands,1979-10-01,58.8
NOR,Norway,1979-10-01,27.9
NZL,New Zealand,1979-10-01,21.9
PRT,Portugal,1979-10-01,11.8
SGP,Singapore,1979-10-01,47.664
SWE,Sweden,1979-10-01,31.1
THA,Thailand,1979-10-01,18.8
TUR,Turkey,1979-10-01,0.0
TWN,"Taiwan, China",1979-10-01,33.63
USA,United States,1979-10-01,34.2
ZAF,South Africa,1979-10-01,2.7
AUS,Australia,1980-01-01,25.0
AUT,Austria,1980-01-01,46.2
CAN,Canada,1980-01-01,34.7
CHE,Switzerland,1980-01-01,59.6
DEU,Germany,1980-01-01,55.5
DNK,Denmark,1980-01-01,36.0
ESP,Spain,1980-01-01,19.6
FIN,Finland,1980-01-01,38.1
FRA,France,1980-01-01,34.9
GBR,United Kingdom,1980-01-01,31.8
GRC,Greece,1980-01-01,5.5
HUN,Hungary,1980-01-01,3.1
IRL,Ireland,1980-01-01,38.5
ISR,Israel,1980-01-01,0.0
ITA,Italy,1980-01-01,22.6
JPN,Japan,1980-01-01,73.1
LUX,Luxembourg,1980-01-01,37.0
MEX,Mexico,1980-01-01,0.1
NLD,Netherlands,1980-01-01,59.8
NOR,Norway,1980-01-01,28.2
NZL,New Zealand,1980-01-01,23.1
PRT,Portugal,1980-01-01,12.2
SGP,Singapore,1980-01-01,48.984
SWE,Sweden,1980-01-01,32.6
THA,Thailand,1980-01-01,19.9
TUR,Turkey,1980-01-01,0.0
TWN,"Taiwan, China",1980-01-01,35.28
USA,United States,1980-01-01,35.0
ZAF,South Africa,1980-01-01,2.8
AUS,Australia,1980-04-01,25.7
AUT,Austria,1980-04-01,46.9
CAN,Canada,1980-04-01,35.7
CHE,Switzerland,1980-04-01,61.2
DEU,Germany,1980-04-01,56.3
DNK,Denmark,1980-04-01,36.9
ESP,Spain,1980-04-01,19.7
FIN,Finland,1980-04-01,40.5
FRA,France,1980-04-01,35.6
GBR,United Kingdom,1980-04-01,33.0
GRC,Greece,1980-04-01,5.9
HUN,Hungary,1980-04-01,3.1
IRL,Ireland,1980-04-01,39.6
ISR,Israel,1980-04-01,0.0
ITA,Italy,1980-04-01,23.1
JPN,Japan,1980-04-01,72.4
LUX,Luxembourg,1980-04-01,37.2
MEX,Mexico,1980-04-01,0.1
NLD,Netherlands,1980-04-01,60.4
NOR,Norway,1980-04-01,29.4
NZL,New Zealand,1980-04-01,24.2
PRT,Portugal,1980-04-01,12.4
SGP,Singapore,1980-04-01,49.217
SWE,Sweden,1980-04-01,33.1
THA,Thailand,1980-04-01,21.2
TUR,Turkey,1980-04-01,0.0
TWN,"Taiwan, China",1980-04-01,37.23
USA,United States,1980-04-01,35.7
ZAF,South Africa,1980-04-01,2.9
AUS,Australia,1980-07-01,26.1
AUT,Austria,1980-07-01,47.9
CAN,Canada,1980-07-01,37.5
CHE,Switzerland,1980-07-01,64.5
DEU,Germany,1980-07-01,56.4
DNK,Denmark,1980-07-01,38.5
ESP,Spain,1980-07-01,20.7
FIN,Finland,1980-07-01,41.8
FRA,France,1980-07-01,36.7
GBR,United Kingdom,1980-07-01,33.5
GRC,Greece,1980-07-01,5.6
HUN,Hungary,1980-07-01,3.1
IRL,Ireland,1980-07-01,40.6
ISR,Israel,1980-07-01,0.1
ITA,Italy,1980-07-01,23.9
JPN,Japan,1980-07-01,73.1
LUX,Luxembourg,1980-07-01,37.7
MEX,Mexico,1980-07-01,0.1
NLD,Netherlands,1980-07-01,61.2
NOR,Norway,1980-07-01,30.5
NZL,New Zealand,1980-07-01,25.0
PRT,Portugal,1980-07-01,12.7
SGP,Singapore,1980-07-01,49.957
SWE,Sweden,1980-07-01,34.4
THA,Thailand,1980-07-01,21.4
TUR,Turkey,1980-07-01,0.0
TWN,"Taiwan, China",1980-07-01,40.11
USA,United States,1980-07-01,37.0
ZAF,South Africa,1980-07-01,3.1
AUS,Australia,1980-10-01,26.9
AUT,Austria,1980-10-01,47.6
CAN,Canada,1980-10-01,38.8
CHE,Switzerland,1980-10-01,63.3
DEU,Germany,1980-10-01,56.2
DNK,Denmark,1980-10-01,38.7
ESP,Spain,1980-10-01,21.3
FIN,Finland,1980-10-01,43.1
FRA,France,1980-10-01,37.7
GBR,United Kingdom,1980-10-01,33.8
GRC,Greece,1980-10-01,6.2
HKG,"Hong Kong SAR, China",1980-10-01,16.8
HUN,Hungary,1980-10-01,3.1
IRL,Ireland,1980-10-01,41.4
ISR,Israel,1980-10-01,0.1
ITA,Italy,1980-10-01,24.9
JPN,Japan,1980-10-01,74.2
LUX,Luxembourg,1980-10-01,38.5
MEX,Mexico,1980-10-01,0.1
NLD,Netherlands,1980-10-01,61.8
NOR,Norway,1980-10-01,31.5
NZL,New Zealand,1980-10-01,26.2
PRT,Portugal,1980-10-01,12.9
SGP,Singapore,1980-10-01,50.588
SWE,Sweden,1980-10-01,35.6
THA,Thailand,1980-10-01,21.9
TUR,Turkey,1980-10-01,0.0
TWN,"Taiwan, China",1980-10-01,41.38
USA,United States,1980-10-01,37.9
ZAF,South Africa,1980-10-01,3.5
AUS,Australia,1981-01-01,27.5
AUT,Austria,1981-01-01,49.0
CAN,Canada,1981-01-01,40.0
CHE,Switzerland,1981-01-01,66.3
DEU,Germany,1981-01-01,57.8
DNK,Denmark,1981-01-01,39.8
ESP,Spain,1981-01-01,22.3
FIN,Finland,1981-01-01,43.4
FRA,France,1981-01-01,38.9
GBR,United Kingdom,1981-01-01,34.8
GRC,Greece,1981-01-01,7.1
HKG,"Hong Kong SAR, China",1981-01-01,17.6
HUN,Hungary,1981-01-01,3.1
IRL,Ireland,1981-01-01,43.3
ISR,Israel,1981-01-01,0.1
ITA,Italy,1981-01-01,25.7
JPN,Japan,1981-01-01,77.0
LUX,Luxembourg,1981-01-01,39.4
MEX,Mexico,1981-01-01,0.1
NLD,Netherlands,1981-01-01,62.7
NOR,Norway,1981-01-01,33.0
NZL,New Zealand,1981-01-01,27.1
PRT,Portugal,1981-01-01,13.6
SGP,Singapore,1981-01-01,51.765
SWE,Sweden,1981-01-01,37.7
THA,Thailand,1981-01-01,22.7
TUR,Turkey,1981-01-01,0.0
TWN,"Taiwan, China",1981-01-01,39.27
USA,United States,1981-01-01,38.7
ZAF,South Africa,1981-01-01,3.6
AUS,Australia,1981-04-01,27.7
AUT,Austria,1981-04-01,49.6
CAN,Canada,1981-04-01,40.9
CHE,Switzerland,1981-04-01,67.7
DEU,Germany,1981-04-01,59.1
DNK,Denmark,1981-04-01,41.5
ESP,Spain,1981-04-01,22.4
FIN,Finland,1981-04-01,45.6
FRA,France,1981-04-01,40.5
GBR,United Kingdom,1981-04-01,35.8
GRC,Greece,1981-04-01,7.5
HKG,"Hong Kong SAR, China",1981-04-01,18.2
HUN,Hungary,1981-04-01,3.1
IRL,Ireland,1981-04-01,44.7
ISR,Israel,1981-04-01,0.1
ITA,Italy,1981-04-01,27.0
JPN,Japan,1981-04-01,77.1
LUX,Luxembourg,1981-04-01,40.3
MEX,Mexico,1981-04-01,0.1
NLD,Netherlands,1981-04-01,63.8
NOR,Norway,1981-04-01,33.9
NZL,New Zealand,1981-04-01,28.1
PRT,Portugal,1981-04-01,14.5
SGP,Singapore,1981-04-01,53.246
SWE,Sweden,1981-04-01,38.4
THA,Thailand,1981-04-01,23.3
TUR,Turkey,1981-04-01,0.0
TWN,"Taiwan, China",1981-04-01,39.96
USA,United States,1981-04-01,38.8
ZAF,South Africa,1981-04-01,3.7
AUS,Australia,1981-07-01,28.9
AUT,Austria,1981-07-01,50.5
CAN,Canada,1981-07-01,41.9
CHE,Switzerland,1981-07-01,70.7
DEU,Germany,1981-07-01,58.8
DNK,Denmark,1981-07-01,42.6
ESP,Spain,1981-07-01,23.5
FIN,Finland,1981-07-01,47.1
FRA,France,1981-07-01,42.1
GBR,United Kingdom,1981-07-01,36.1
GRC,Greece,1981-07-01,7.5
HKG,"Hong Kong SAR, China",1981-07-01,19.3
HUN,Hungary,1981-07-01,3.2
IRL,Ireland,1981-07-01,47.0
ISR,Israel,1981-07-01,0.1
ITA,Italy,1981-07-01,28.0
JPN,Japan,1981-07-01,76.6
LUX,Luxembourg,1981-07-01,41.2
MEX,Mexico,1981-07-01,0.1
NLD,Netherlands,1981-07-01,64.7
NOR,Norway,1981-07-01,36.2
NZL,New Zealand,1981-07-01,29.2
PRT,Portugal,1981-07-01,15.6
SGP,Singapore,1981-07-01,55.954
SWE,Sweden,1981-07-01,39.7
THA,Thailand,1981-07-01,23.5
TUR,Turkey,1981-07-01,0.0
TWN,"Taiwan, China",1981-07-01,41.52
USA,United States,1981-07-01,39.4
ZAF,South Africa,1981-07-01,3.8
AUS,Australia,1981-10-01,29.3
AUT,Austria,1981-10-01,50.6
CAN,Canada,1981-10-01,41.4
CHE,Switzerland,1981-10-01,70.0
DEU,Germany,1981-10-01,59.5
DNK,Denmark,1981-10-01,44.1
ESP,Spain,1981-10-01,24.3
FIN,Finland,1981-10-01,48.5
FRA,France,1981-10-01,43.8
GBR,United Kingdom,1981-10-01,36.9
GRC,Greece,1981-10-01,8.2
HKG,"Hong Kong SAR, China",1981-10-01,19.7
HUN,Hungary,1981-10-01,3.3
IRL,Ireland,1981-10-01,48.1
ISR,Israel,1981-10-01,0.1
ITA,Italy,1981-10-01,29.0
JPN,Japan,1981-10-01,77.0
LUX,Luxembourg,1981-10-01,42.1
MEX,Mexico,1981-10-01,0.1
NLD,Netherlands,1981-10-01,65.8
NOR,Norway,1981-10-01,36.6
NZL,New Zealand,1981-10-01,30.5
PRT,Portugal,1981-10-01,16.5
SGP,Singapore,1981-10-01,57.287
SWE,Sweden,1981-10-01,40.3
THA,Thailand,1981-10-01,24.1
TUR,Turkey,1981-10-01,0.0
TWN,"Taiwan, China",1981-10-01,41.0
USA,United States,1981-10-01,39.3
ZAF,South Africa,1981-10-01,4.0
AUS,Australia,1982-01-01,29.3
AUT,Austria,1982-01-01,51.6
CAN,Canada,1982-01-01,42.1
CHE,Switzerland,1982-01-01,70.5
DEU,Germany,1982-01-01,60.9
DNK,Denmark,1982-01-01,44.6
ESP,Spain,1982-01-01,25.3
FIN,Finland,1982-01-01,49.5
FRA,France,1982-01-01,45.1
GBR,United Kingdom,1982-01-01,38.3
GRC,Greece,1982-01-01,8.6
HKG,"Hong Kong SAR, China",1982-01-01,20.2
HUN,Hungary,1982-01-01,3.3
IRL,Ireland,1982-01-01,49.7
ISR,Israel,1982-01-01,0.2
ITA,Italy,1982-01-01,30.1
JPN,Japan,1982-01-01,77.9
LUX,Luxembourg,1982-01-01,43.2
MEX,Mexico,1982-01-01,0.1
NLD,Netherlands,1982-01-01,67.4
NOR,Norway,1982-01-01,38.2
NZL,New Zealand,1982-01-01,31.2
PRT,Portugal,1982-01-01,17.7
SGP,Singapore,1982-01-01,58.218
SWE,Sweden,1982-01-01,42.4
THA,Thailand,1982-01-01,24.2
TUR,Turkey,1982-01-01,0.0
TWN,"Taiwan, China",1982-01-01,40.94
USA,United States,1982-01-01,40.0
ZAF,South Africa,1982-01-01,4.0
AUS,Australia,1982-04-01,29.5
AUT,Austria,1982-04-01,52.5
CAN,Canada,1982-04-01,44.0
CHE,Switzerland,1982-04-01,72.9
DEU,Germany,1982-04-01,62.8
DNK,Denmark,1982-04-01,45.6
ESP,Spain,1982-04-01,26.1
FIN,Finland,1982-04-01,52.2
FRA,France,1982-04-01,46.8
GBR,United Kingdom,1982-04-01,39.1
GRC,Greece,1982-04-01,9.3
HKG,"Hong Kong SAR, China",1982-04-01,20.7
HUN,Hungary,1982-04-01,3.3
IRL,Ireland,1982-04-01,51.4
ISR,Israel,1982-04-01,0.2
ITA,Italy,1982-04-01,30.9
JPN,Japan,1982-04-01,77.5
LUX,Luxembourg,1982-04-01,44.3
MEX,Mexico,1982-04-01,0.1
NLD,Netherlands,1982-04-01,68.3
NOR,Norway,1982-04-01,38.8
NZL,New Zealand,1982-04-01,32.3
PRT,Portugal,1982-04-01,18.7
SGP,Singapore,1982-04-01,56.678
SWE,Sweden,1982-04-01,43.5
THA,Thailand,1982-04-01,24.0
TUR,Turkey,1982-04-01,0.0
TWN,"Taiwan, China",1982-04-01,41.76
USA,United States,1982-04-01,40.5
ZAF,South Africa,1982-04-01,4.1
AUS,Australia,1982-07-01,30.5
AUT,Austria,1982-07-01,52.2
CAN,Canada,1982-07-01,44.7
CHE,Switzerland,1982-07-01,76.1
DEU,Germany,1982-07-01,63.2
DNK,Denmark,1982-07-01,47.1
ESP,Spain,1982-07-01,27.3
FIN,Finland,1982-07-01,53.0
FRA,France,1982-07-01,47.3
GBR,United Kingdom,1982-07-01,38.5
GRC,Greece,1982-07-01,9.1
HKG,"Hong Kong SAR, China",1982-07-01,21.3
HUN,Hungary,1982-07-01,3.3
IRL,Ireland,1982-07-01,52.0
ISR,Israel,1982-07-01,0.2
ITA,Italy,1982-07-01,32.1
JPN,Japan,1982-07-01,78.1
LUX,Luxembourg,1982-07-01,45.8
MEX,Mexico,1982-07-01,0.1
NLD,Netherlands,1982-07-01,68.4
NOR,Norway,1982-07-01,40.8
NZL,New Zealand,1982-07-01,32.8
PRT,Portugal,1982-07-01,18.9
SGP,Singapore,1982-07-01,56.804
SWE,Sweden,1982-07-01,44.5
THA,Thailand,1982-07-01,23.9
TUR,Turkey,1982-07-01,0.0
TWN,"Taiwan, China",1982-07-01,43.58
USA,United States,1982-07-01,40.7
ZAF,South Africa,1982-07-01,4.2
AUS,Australia,1982-10-01,31.2
AUT,Austria,1982-10-01,51.9
CAN,Canada,1982-10-01,43.9
CHE,Switzerland,1982-10-01,74.0
DEU,Germany,1982-10-01,62.9
DNK,Denmark,1982-10-01,47.7
ESP,Spain,1982-10-01,27.6
FIN,Finland,1982-10-01,52.7
FRA,France,1982-10-01,48.1
GBR,United Kingdom,1982-10-01,38.8
GRC,Greece,1982-10-01,9.7
HKG,"Hong Kong SAR, China",1982-10-01,21.6
HUN,Hungary,1982-10-01,3.5
IRL,Ireland,1982-10-01,52.5
ISR,Israel,1982-10-01,0.3
ITA,Italy,1982-10-01,33.4
JPN,Japan,1982-10-01,78.0
LUX,Luxembourg,1982-10-01,47.0
MEX,Mexico,1982-10-01,0.2
NLD,Netherlands,1982-10-01,67.7
NOR,Norway,1982-10-01,41.3
NZL,New Zealand,1982-10-01,32.9
PRT,Portugal,1982-10-01,19.6
SGP,Singapore,1982-10-01,57.286
SWE,Sweden,1982-10-01,45.1
THA,Thailand,1982-10-01,24.2
TUR,Turkey,1982-10-01,0.0
TWN,"Taiwan, China",1982-10-01,42.18
USA,United States,1982-10-01,40.3
ZAF,South Africa,1982-10-01,4.4
AUS,Australia,1983-01-01,31.8
AUT,Austria,1983-01-01,52.7
CAN,Canada,1983-01-01,43.9
CHE,Switzerland,1983-01-01,74.2
DEU,Germany,1983-01-01,63.8
DNK,Denmark,1983-01-01,47.7
ESP,Spain,1983-01-01,28.4
FIN,Finland,1983-01-01,53.3
