Country Code,Country,Date,Core_CPI
COL,Colombia,1993-01-01,11.9
DEU,Germany,1993-01-01,5.4
DJI,Djibouti,1993-01-01,-19.2
DNK,Denmark,1993-01-01,1.8
ESP,Spain,1993-01-01,5.9
FIN,Finland,1993-01-01,2.2
FRA,France,1993-01-01,2.6
GBR,United Kingdom,1993-01-01,1.4
GRC,Greece,1993-01-01,16.0
HUN,Hungary,1993-01-01,21.0
IRL,Ireland,1993-01-01,41.2
ISL,Iceland,1993-01-01,3.7
ISR,Israel,1993-01-01,12.1
ITA,Italy,1993-01-01,5.3
JPN,Japan,1993-01-01,1.4
KOR,"Korea, Rep.",1993-01-01,5.2
LUX,Luxembourg,1993-01-01,4.2
MEX,Mexico,1993-01-01,10.6
MLT,Malta,1993-01-01,24.8
NLD,Netherlands,1993-01-01,3.6
NOR,Norway,1993-01-01,2.9
NZL,New Zealand,1993-01-01,1.3
PER,Peru,1993-01-01,47.6
POL,Poland,1993-01-01,16.1
PRT,Portugal,1993-01-01,10.6
SGP,Singapore,1993-01-01,1.8
SLV,El Salvador,1993-01-01,1.3
SWE,Sweden,1993-01-01,4.5
TCD,Chad,1993-01-01,8.3
THA,Thailand,1993-01-01,4.5
TTO,Trinidad and Tobago,1993-01-01,2.5
TWN,"Taiwan, China",1993-01-01,3.1
USA,United States,1993-01-01,3.3
VEN,"Venezuela, RB",1993-01-01,35.6
AUS,Australia,1994-01-01,2.0
AUT,Austria,1994-01-01,3.3
BEL,Belgium,1994-01-01,2.7
BRA,Brazil,1994-01-01,2068.6
CAN,Canada,1994-01-01,0.1
CHE,Switzerland,1994-01-01,1.0
CHL,Chile,1994-01-01,6.4
COL,Colombia,1994-01-01,8.7
CYP,Cyprus,1994-01-01,11.2
DEU,Germany,1994-01-01,2.8
DJI,Djibouti,1994-01-01,-0.8
DNK,Denmark,1994-01-01,2.0
ESP,Spain,1994-01-01,4.4
FIN,Finland,1994-01-01,1.5
FRA,France,1994-01-01,1.9
GBR,United Kingdom,1994-01-01,2.5
GRC,Greece,1994-01-01,-12.5
HUN,Hungary,1994-01-01,18.3
IRL,Ireland,1994-01-01,2.2
ISL,Iceland,1994-01-01,2.5
ISR,Israel,1994-01-01,13.2
ITA,Italy,1994-01-01,4.2
JPN,Japan,1994-01-01,0.9
KOR,"Korea, Rep.",1994-01-01,5.1
LUX,Luxembourg,1994-01-01,2.6
MEX,Mexico,1994-01-01,7.3
MLT,Malta,1994-01-01,-23.8
NLD,Netherlands,1994-01-01,2.9
NOR,Norway,1994-01-01,1.5
NZL,New Zealand,1994-01-01,2.3
PER,Peru,1994-01-01,25.2
POL,Poland,1994-01-01,26.8
PRT,Portugal,1994-01-01,13.1
PRY,Paraguay,1994-01-01,20.2
SGP,Singapore,1994-01-01,2.5
SLV,El Salvador,1994-01-01,4.0
SWE,Sweden,1994-01-01,2.4
THA,Thailand,1994-01-01,4.1
TTO,Trinidad and Tobago,1994-01-01,4.5
TUR,Turkey,1994-01-01,102.4
TWN,"Taiwan, China",1994-01-01,3.5
USA,United States,1994-01-01,2.9
VEN,"Venezuela, RB",1994-01-01,81.8
AUS,Australia,1995-01-01,4.6
AUT,Austria,1995-01-01,2.3
BEL,Belgium,1995-01-01,1.8
BRA,Brazil,1995-01-01,71.3
CAN,Canada,1995-01-01,2.1
CHE,Switzerland,1995-01-01,2.0
CHL,Chile,1995-01-01,2.5
COL,Colombia,1995-01-01,15.5
CYP,Cyprus,1995-01-01,-22.2
DEU,Germany,1995-01-01,2.0
DJI,Djibouti,1995-01-01,-0.6
DNK,Denmark,1995-01-01,1.9
ESP,Spain,1995-01-01,4.5
FIN,Finland,1995-01-01,2.9
FRA,France,1995-01-01,1.9
GBR,United Kingdom,1995-01-01,3.3
GRC,Greece,1995-01-01,30.3
HUN,Hungary,1995-01-01,26.6
IRL,Ireland,1995-01-01,2.6
ISL,Iceland,1995-01-01,1.5
ISR,Israel,1995-01-01,10.1
ITA,Italy,1995-01-01,5.0
JPN,Japan,1995-01-01,0.4
KOR,"Korea, Rep.",1995-01-01,4.6
LUX,Luxembourg,1995-01-01,2.0
MEX,Mexico,1995-01-01,34.6
NLD,Netherlands,1995-01-01,2.3
NOR,Norway,1995-01-01,2.4
NZL,New Zealand,1995-01-01,4.3
PER,Peru,1995-01-01,13.5
POL,Poland,1995-01-01,20.4
PRT,Portugal,1995-01-01,5.3
PRY,Paraguay,1995-01-01,14.1
SGP,Singapore,1995-01-01,2.2
SLV,El Salvador,1995-01-01,6.9
SWE,Sweden,1995-01-01,2.7
THA,Thailand,1995-01-01,4.2
TTO,Trinidad and Tobago,1995-01-01,1.8
TUR,Turkey,1995-01-01,86.2
TWN,"Taiwan, China",1995-01-01,3.5
USA,United States,1995-01-01,3.0
VEN,"Venezuela, RB",1995-01-01,51.0
AUS,Australia,1996-01-01,3.4
AUT,Austria,1996-01-01,1.5
BEL,Belgium,1996-01-01,1.9
BRA,Brazil,1996-01-01,18.0
CAN,Canada,1996-01-01,1.5
CHE,Switzerland,1996-01-01,0.9
CHL,Chile,1996-01-01,10.2
COL,Colombia,1996-01-01,22.1
CRI,Costa Rica,1996-01-01,17.3
CZE,Czech Republic,1996-01-01,8.0
DEU,Germany,1996-01-01,1.6
DJI,Djibouti,1996-01-01,10.5
DNK,Denmark,1996-01-01,1.8
ESP,Spain,1996-01-01,3.5
FIN,Finland,1996-01-01,0.3
FRA,France,1996-01-01,1.9
GBR,United Kingdom,1996-01-01,2.1
GRC,Greece,1996-01-01,8.6
HUN,Hungary,1996-01-01,22.9
IRL,Ireland,1996-01-01,-3.8
ISL,Iceland,1996-01-01,1.9
ISR,Israel,1996-01-01,10.9
ITA,Italy,1996-01-01,4.1
JPN,Japan,1996-01-01,0.4
KOR,"Korea, Rep.",1996-01-01,5.1
LTU,Lithuania,1996-01-01,20.3
LUX,Luxembourg,1996-01-01,0.9
LVA,Latvia,1996-01-01,21.1
MEX,Mexico,1996-01-01,33.2
NGA,Nigeria,1996-01-01,24.0
NLD,Netherlands,1996-01-01,3.8
NOR,Norway,1996-01-01,1.1
NZL,New Zealand,1996-01-01,2.4
PER,Peru,1996-01-01,10.0
POL,Poland,1996-01-01,21.5
PRT,Portugal,1996-01-01,3.7
PRY,Paraguay,1996-01-01,9.5
SGP,Singapore,1996-01-01,1.8
SLV,El Salvador,1996-01-01,4.0
SVK,Slovakia,1996-01-01,6.6
SWE,Sweden,1996-01-01,1.4
THA,Thailand,1996-01-01,3.7
TTO,Trinidad and Tobago,1996-01-01,1.0
TUR,Turkey,1996-01-01,80.8
TWN,"Taiwan, China",1996-01-01,2.9
USA,United States,1996-01-01,2.7
VEN,"Venezuela, RB",1996-01-01,112.8
AUS,Australia,1997-01-01,-0.4
AUT,Austria,1997-01-01,1.1
BEL,Belgium,1997-01-01,-5.3
BRA,Brazil,1997-01-01,7.2
CAN,Canada,1997-01-01,1.6
CHE,Switzerland,1997-01-01,0.3
COL,Colombia,1997-01-01,19.5
CRI,Costa Rica,1997-01-01,13.4
CYP,Cyprus,1997-01-01,2.5
CZE,Czech Republic,1997-01-01,7.6
DEU,Germany,1997-01-01,2.0
DJI,Djibouti,1997-01-01,-7.6
DNK,Denmark,1997-01-01,1.9
ESP,Spain,1997-01-01,2.6
FIN,Finland,1997-01-01,1.1
FRA,France,1997-01-01,1.1
GBR,United Kingdom,1997-01-01,1.9
GRC,Greece,1997-01-01,7.3
HUN,Hungary,1997-01-01,16.5
IRL,Ireland,1997-01-01,1.4
ISL,Iceland,1997-01-01,1.1
ISR,Israel,1997-01-01,8.8
ITA,Italy,1997-01-01,2.6
JPN,Japan,1997-01-01,1.7
KOR,"Korea, Rep.",1997-01-01,3.4
LTU,Lithuania,1997-01-01,10.8
LUX,Luxembourg,1997-01-01,1.3
LVA,Latvia,1997-01-01,16.7
MEX,Mexico,1997-01-01,19.9
MLT,Malta,1997-01-01,4.0
NGA,Nigeria,1997-01-01,7.5
NLD,Netherlands,1997-01-01,1.7
NOR,Norway,1997-01-01,2.2
NZL,New Zealand,1997-01-01,0.9
PER,Peru,1997-01-01,8.8
POL,Poland,1997-01-01,16.2
PRT,Portugal,1997-01-01,5.3
PRY,Paraguay,1997-01-01,6.3
SGP,Singapore,1997-01-01,1.5
SLV,El Salvador,1997-01-01,-3.5
SVK,Slovakia,1997-01-01,6.7
SWE,Sweden,1997-01-01,0.2
THA,Thailand,1997-01-01,4.2
TTO,Trinidad and Tobago,1997-01-01,1.3
TUR,Turkey,1997-01-01,83.5
TWN,"Taiwan, China",1997-01-01,1.4
USA,United States,1997-01-01,2.4
VEN,"Venezuela, RB",1997-01-01,22.3
AUS,Australia,1998-01-01,0.9
AUT,Austria,1998-01-01,1.2
BEL,Belgium,1998-01-01,1.8
BRA,Brazil,1998-01-01,2.7
CAN,Canada,1998-01-01,1.4
CHE,Switzerland,1998-01-01,0.2
COL,Colombia,1998-01-01,17.1
CRI,Costa Rica,1998-01-01,11.4
CYP,Cyprus,1998-01-01,3.1
CZE,Czech Republic,1998-01-01,7.9
DEU,Germany,1998-01-01,1.2
DJI,Djibouti,1998-01-01,1.7
DNK,Denmark,1998-01-01,1.6
ESP,Spain,1998-01-01,2.6
EST,Estonia,1998-01-01,10.1
FIN,Finland,1998-01-01,1.6
FRA,France,1998-01-01,2.1
GBR,United Kingdom,1998-01-01,1.4
GRC,Greece,1998-01-01,6.0
HUN,Hungary,1998-01-01,13.4
IRL,Ireland,1998-01-01,2.2
ISL,Iceland,1998-01-01,1.9
ISR,Israel,1998-01-01,5.4
ITA,Italy,1998-01-01,-12.4
JPN,Japan,1998-01-01,0.7
KOR,"Korea, Rep.",1998-01-01,5.9
LTU,Lithuania,1998-01-01,8.5
LUX,Luxembourg,1998-01-01,1.1
LVA,Latvia,1998-01-01,6.8
MEX,Mexico,1998-01-01,16.1
MLT,Malta,1998-01-01,4.0
NGA,Nigeria,1998-01-01,4.3
NLD,Netherlands,1998-01-01,2.1
NOR,Norway,1998-01-01,2.3
NZL,New Zealand,1998-01-01,1.0
PER,Peru,1998-01-01,6.7
POL,Poland,1998-01-01,13.8
PRT,Portugal,1998-01-01,2.3
PRY,Paraguay,1998-01-01,12.2
SGP,Singapore,1998-01-01,0.4
SLV,El Salvador,1998-01-01,-5.3
SVK,Slovakia,1998-01-01,7.6
SWE,Sweden,1998-01-01,-0.5
THA,Thailand,1998-01-01,6.9
TTO,Trinidad and Tobago,1998-01-01,1.8
TUR,Turkey,1998-01-01,87.8
TWN,"Taiwan, China",1998-01-01,0.8
USA,United States,1998-01-01,2.3
VEN,"Venezuela, RB",1998-01-01,15.5
AUS,Australia,1999-01-01,1.0
AUT,Austria,1999-01-01,0.7
BEL,Belgium,1999-01-01,1.3
BRA,Brazil,1999-01-01,4.1
CAN,Canada,1999-01-01,1.5
CHE,Switzerland,1999-01-01,0.0
CHL,Chile,1999-01-01,3.8
COL,Colombia,1999-01-01,13.6
CRI,Costa Rica,1999-01-01,10.6
CYP,Cyprus,1999-01-01,1.5
CZE,Czech Republic,1999-01-01,0.0
DEU,Germany,1999-01-01,0.6
DJI,Djibouti,1999-01-01,-8.2
DNK,Denmark,1999-01-01,2.5
ESP,Spain,1999-01-01,2.5
EST,Estonia,1999-01-01,5.8
FIN,Finland,1999-01-01,1.2
FRA,France,1999-01-01,0.3
GBR,United Kingdom,1999-01-01,0.7
GRC,Greece,1999-01-01,3.6
HRV,Croatia,1999-01-01,4.9
HUN,Hungary,1999-01-01,9.4
IRL,Ireland,1999-01-01,1.3
ISL,Iceland,1999-01-01,3.3
ISR,Israel,1999-01-01,4.5
ITA,Italy,1999-01-01,-3.6
JPN,Japan,1999-01-01,-0.1
KOR,"Korea, Rep.",1999-01-01,0.3
LTU,Lithuania,1999-01-01,3.2
LUX,Luxembourg,1999-01-01,0.9
LVA,Latvia,1999-01-01,2.3
MEX,Mexico,1999-01-01,17.2
MLT,Malta,1999-01-01,2.4
NGA,Nigeria,1999-01-01,5.2
NLD,Netherlands,1999-01-01,2.2
NOR,Norway,1999-01-01,2.2
NZL,New Zealand,1999-01-01,-0.4
PER,Peru,1999-01-01,6.5
POL,Poland,1999-01-01,10.2
PRT,Portugal,1999-01-01,2.8
PRY,Paraguay,1999-01-01,7.4
SGP,Singapore,1999-01-01,0.5
SLV,El Salvador,1999-01-01,-0.2
SVK,Slovakia,1999-01-01,9.0
SWE,Sweden,1999-01-01,0.3
THA,Thailand,1999-01-01,1.7
TTO,Trinidad and Tobago,1999-01-01,1.1
TUR,Turkey,1999-01-01,71.5
TWN,"Taiwan, China",1999-01-01,0.8
USA,United States,1999-01-01,2.1
VEN,"Venezuela, RB",1999-01-01,11.6
AUS,Australia,2000-01-01,4.2
AUT,Austria,2000-01-01,1.7
ARM,Armenia,2000-01-01,-3.0
BEL,Belgium,2000-01-01,1.8
BGR,Bulgaria,2000-01-01,1.1
BRA,Brazil,2000-01-01,5.6
CAN,Canada,2000-01-01,1.7
CHE,Switzerland,2000-01-01,0.9
CHL,Chile,2000-01-01,3.1
COL,Colombia,2000-01-01,7.7
CRI,Costa Rica,2000-01-01,10.9
CYP,Cyprus,2000-01-01,2.8
CZE,Czech Republic,2000-01-01,1.9
DEU,Germany,2000-01-01,0.8
DNK,Denmark,2000-01-01,2.2
ESP,Spain,2000-01-01,2.9
EST,Estonia,2000-01-01,3.9
FIN,Finland,2000-01-01,2.6
FRA,France,2000-01-01,0.8
GBR,United Kingdom,2000-01-01,0.1
GRC,Greece,2000-01-01,2.2
HRV,Croatia,2000-01-01,2.8
HUN,Hungary,2000-01-01,8.2
IRL,Ireland,2000-01-01,5.7
ISL,Iceland,2000-01-01,4.7
ISR,Israel,2000-01-01,0.3
ITA,Italy,2000-01-01,9.7
JPN,Japan,2000-01-01,-0.5
KOR,"Korea, Rep.",2000-01-01,1.9
LTU,Lithuania,2000-01-01,-1.0
LUX,Luxembourg,2000-01-01,2.2
LVA,Latvia,2000-01-01,0.7
MAR,Morocco,2000-01-01,2.2
MEX,Mexico,2000-01-01,9.7
MLT,Malta,2000-01-01,2.9
NGA,Nigeria,2000-01-01,7.7
NLD,Netherlands,2000-01-01,1.6
NOR,Norway,2000-01-01,2.5
NZL,New Zealand,2000-01-01,2.3
PER,Peru,2000-01-01,3.7
PHL,Philippines,2000-01-01,6.8
POL,Poland,2000-01-01,9.2
PRT,Portugal,2000-01-01,2.8
PRY,Paraguay,2000-01-01,5.9
SAU,Saudi Arabia,2000-01-01,-0.9
SDN,Sudan,2000-01-01,4.1
SGP,Singapore,2000-01-01,1.5
SLV,El Salvador,2000-01-01,4.3
SVK,Slovakia,2000-01-01,9.8
SVN,Slovenia,2000-01-01,7.3
SWE,Sweden,2000-01-01,0.3
THA,Thailand,2000-01-01,1.1
TTO,Trinidad and Tobago,2000-01-01,1.2
TUR,Turkey,2000-01-01,58.0
TWN,"Taiwan, China",2000-01-01,1.1
USA,United States,2000-01-01,2.4
VEN,"Venezuela, RB",2000-01-01,9.9
AUS,Australia,2001-01-01,4.3
AUT,Austria,2001-01-01,2.6
ARM,Armenia,2001-01-01,1.0
BEL,Belgium,2001-01-01,2.2
BGR,Bulgaria,2001-01-01,2.1
BRA,Brazil,2001-01-01,5.8
CAN,Canada,2001-01-01,2.1
CHE,Switzerland,2001-01-01,1.0
CHL,Chile,2001-01-01,3.3
COL,Colombia,2001-01-01,7.7
CRI,Costa Rica,2001-01-01,10.6
CYP,Cyprus,2001-01-01,1.6
CZE,Czech Republic,2001-01-01,2.5
DEU,Germany,2001-01-01,0.8
DNK,Denmark,2001-01-01,2.2
DOM,Dominican Republic,2001-01-01,7.8
ESP,Spain,2001-01-01,3.5
EST,Estonia,2001-01-01,4.1
FIN,Finland,2001-01-01,2.6
FRA,France,2001-01-01,-21.8
GBR,United Kingdom,2001-01-01,1.1
GRC,Greece,2001-01-01,3.3
HRV,Croatia,2001-01-01,3.2
HUN,Hungary,2001-01-01,9.4
IRL,Ireland,2001-01-01,-11.0
IRN,"Iran, Islamic Rep.",2001-01-01,2.2
ISL,Iceland,2001-01-01,6.5
ISR,Israel,2001-01-01,1.0
ITA,Italy,2001-01-01,10.1
JPN,Japan,2001-01-01,-0.9
KOR,"Korea, Rep.",2001-01-01,3.6
LTU,Lithuania,2001-01-01,0.0
LUX,Luxembourg,2001-01-01,2.7
LVA,Latvia,2001-01-01,0.6
MAR,Morocco,2001-01-01,2.0
MEX,Mexico,2001-01-01,6.5
MLT,Malta,2001-01-01,2.3
NGA,Nigeria,2001-01-01,10.8
NLD,Netherlands,2001-01-01,3.5
NOR,Norway,2001-01-01,3.3
NZL,New Zealand,2001-01-01,2.1
PER,Peru,2001-01-01,2.3
PHL,Philippines,2001-01-01,5.9
POL,Poland,2001-01-01,5.7
PRT,Portugal,2001-01-01,3.5
PRY,Paraguay,2001-01-01,5.0
SAU,Saudi Arabia,2001-01-01,-2.1
SDN,Sudan,2001-01-01,3.3
SGP,Singapore,2001-01-01,1.6
SLV,El Salvador,2001-01-01,-4.0
SVK,Slovakia,2001-01-01,7.0
SVN,Slovenia,2001-01-01,7.8
SWE,Sweden,2001-01-01,1.8
THA,Thailand,2001-01-01,1.8
TTO,Trinidad and Tobago,2001-01-01,1.1
TUN,Tunisia,2001-01-01,1.6
TUR,Turkey,2001-01-01,51.1
TWN,"Taiwan, China",2001-01-01,0.3
USA,United States,2001-01-01,2.7
VEN,"Venezuela, RB",2001-01-01,7.4
AUS,Australia,2002-01-01,3.0
AUT,Austria,2002-01-01,2.2
ARM,Armenia,2002-01-01,0.1
BEL,Belgium,2002-01-01,-8.2
BGR,Bulgaria,2002-01-01,2.1
BRA,Brazil,2002-01-01,8.4
CAN,Canada,2002-01-01,2.7
CHE,Switzerland,2002-01-01,0.6
CHL,Chile,2002-01-01,2.7
COL,Colombia,2002-01-01,5.8
CRI,Costa Rica,2002-01-01,8.8
CYP,Cyprus,2002-01-01,2.1
CZE,Czech Republic,2002-01-01,0.6
DEU,Germany,2002-01-01,1.6
DNK,Denmark,2002-01-01,2.5
DOM,Dominican Republic,2002-01-01,4.8
ESP,Spain,2002-01-01,2.8
EST,Estonia,2002-01-01,2.9
FIN,Finland,2002-01-01,1.5
FRA,France,2002-01-01,1.8
GBR,United Kingdom,2002-01-01,1.5
GRC,Greece,2002-01-01,3.4
GTM,Guatemala,2002-01-01,6.8
HND,Honduras,2002-01-01,8.4
HRV,Croatia,2002-01-01,2.9
HUN,Hungary,2002-01-01,5.8
IRL,Ireland,2002-01-01,17.0
IRN,"Iran, Islamic Rep.",2002-01-01,3.1
ISL,Iceland,2002-01-01,6.2
ISR,Israel,2002-01-01,6.0
ITA,Italy,2002-01-01,-22.9
JPN,Japan,2002-01-01,-0.8
KOR,"Korea, Rep.",2002-01-01,3.0
KWT,Kuwait,2002-01-01,0.2
LTU,Lithuania,2002-01-01,0.5
LUX,Luxembourg,2002-01-01,1.9
LVA,Latvia,2002-01-01,1.6
MAR,Morocco,2002-01-01,1.6
MEX,Mexico,2002-01-01,4.5
MLT,Malta,2002-01-01,2.7
MUS,Mauritius,2002-01-01,4.8
NGA,Nigeria,2002-01-01,8.1
NLD,Netherlands,2002-01-01,3.4
NOR,Norway,2002-01-01,2.0
NZL,New Zealand,2002-01-01,2.7
PER,Peru,2002-01-01,1.1
PHL,Philippines,2002-01-01,3.3
POL,Poland,2002-01-01,2.7
PRT,Portugal,2002-01-01,4.8
PRY,Paraguay,2002-01-01,9.8
SAU,Saudi Arabia,2002-01-01,-0.6
SDN,Sudan,2002-01-01,9.4
SGP,Singapore,2002-01-01,-0.1
SLV,El Salvador,2002-01-01,-0.2
SVK,Slovakia,2002-01-01,4.0
SVN,Slovenia,2002-01-01,8.0
SWE,Sweden,2002-01-01,2.0
THA,Thailand,2002-01-01,0.4
TTO,Trinidad and Tobago,2002-01-01,0.6
TUN,Tunisia,2002-01-01,1.7
TUR,Turkey,2002-01-01,43.2
TWN,"Taiwan, China",2002-01-01,0.0
USA,United States,2002-01-01,2.3
VEN,"Venezuela, RB",2002-01-01,53.8
AUS,Australia,2003-01-01,2.3
AUT,Austria,2003-01-01,1.4
ARM,Armenia,2003-01-01,2.5
BEL,Belgium,2003-01-01,24.4
BGR,Bulgaria,2003-01-01,1.7
BRA,Brazil,2003-01-01,13.1
CAN,Canada,2003-01-01,2.4
CHE,Switzerland,2003-01-01,-0.8
CHL,Chile,2003-01-01,1.6
COL,Colombia,2003-01-01,6.4
CRI,Costa Rica,2003-01-01,9.8
CYP,Cyprus,2003-01-01,3.1
CZE,Czech Republic,2003-01-01,0.0
DEU,Germany,2003-01-01,0.9
DNK,Denmark,2003-01-01,2.3
DOM,Dominican Republic,2003-01-01,23.7
ESP,Spain,2003-01-01,2.9
EST,Estonia,2003-01-01,2.4
FIN,Finland,2003-01-01,0.6
FRA,France,2003-01-01,2.1
GBR,United Kingdom,2003-01-01,1.3
GRC,Greece,2003-01-01,5.9
GTM,Guatemala,2003-01-01,4.7
HND,Honduras,2003-01-01,7.7
HRV,Croatia,2003-01-01,1.8
HUN,Hungary,2003-01-01,4.5
IRL,Ireland,2003-01-01,3.9
ISL,Iceland,2003-01-01,3.0
ISR,Israel,2003-01-01,-0.3
ITA,Italy,2003-01-01,2.5
JPN,Japan,2003-01-01,-0.3
KAZ,Kazakhstan,2003-01-01,5.1
KOR,"Korea, Rep.",2003-01-01,3.1
KWT,Kuwait,2003-01-01,-1.1
LTU,Lithuania,2003-01-01,0.7
LUX,Luxembourg,2003-01-01,1.9
LVA,Latvia,2003-01-01,0.8
MAR,Morocco,2003-01-01,1.1
MEX,Mexico,2003-01-01,3.9
MLT,Malta,2003-01-01,1.9
MUS,Mauritius,2003-01-01,6.6
NGA,Nigeria,2003-01-01,19.8
NLD,Netherlands,2003-01-01,2.0
NOR,Norway,2003-01-01,1.1
NZL,New Zealand,2003-01-01,1.8
PER,Peru,2003-01-01,1.0
PHL,Philippines,2003-01-01,2.5
POL,Poland,2003-01-01,0.7
PRT,Portugal,2003-01-01,3.4
PRY,Paraguay,2003-01-01,13.3
SAU,Saudi Arabia,2003-01-01,-1.0
SDN,Sudan,2003-01-01,3.6
SGP,Singapore,2003-01-01,0.9
SLV,El Salvador,2003-01-01,4.5
SVK,Slovakia,2003-01-01,3.4
SVN,Slovenia,2003-01-01,5.8
SWE,Sweden,2003-01-01,1.1
THA,Thailand,2003-01-01,-0.3
TTO,Trinidad and Tobago,2003-01-01,0.4
TUN,Tunisia,2003-01-01,1.8
TUR,Turkey,2003-01-01,21.8
TWN,"Taiwan, China",2003-01-01,-0.7
USA,United States,2003-01-01,1.5
VEN,"Venezuela, RB",2003-01-01,55.2
ZAF,South Africa,2003-01-01,5.1
AFG,Afghanistan,2004-01-01,15.3
AUS,Australia,2004-01-01,2.0
AUT,Austria,2004-01-01,1.8
ARM,Armenia,2004-01-01,4.9
BEL,Belgium,2004-01-01,1.9
BGR,Bulgaria,2004-01-01,1.4
BLR,Belarus,2004-01-01,17.3
BRA,Brazil,2004-01-01,7.9
CAN,Canada,2004-01-01,1.3
CHE,Switzerland,2004-01-01,0.8
CHL,Chile,2004-01-01,1.2
COL,Colombia,2004-01-01,5.7
CRI,Costa Rica,2004-01-01,9.5
CYP,Cyprus,2004-01-01,0.8
CZE,Czech Republic,2004-01-01,1.5
DEU,Germany,2004-01-01,1.7
DNK,Denmark,2004-01-01,1.3
DOM,Dominican Republic,2004-01-01,47.1
ESP,Spain,2004-01-01,2.4
EST,Estonia,2004-01-01,1.2
FIN,Finland,2004-01-01,-0.2
FRA,France,2004-01-01,2.2
GBR,United Kingdom,2004-01-01,1.1
GRC,Greece,2004-01-01,3.2
GTM,Guatemala,2004-01-01,5.7
HND,Honduras,2004-01-01,7.6
HRV,Croatia,2004-01-01,2.3
HUN,Hungary,2004-01-01,5.7
IRL,Ireland,2004-01-01,2.4
ISL,Iceland,2004-01-01,3.2
ISR,Israel,2004-01-01,-1.2
ITA,Italy,2004-01-01,2.1
JPN,Japan,2004-01-01,-0.4
KAZ,Kazakhstan,2004-01-01,7.2
KOR,"Korea, Rep.",2004-01-01,2.9
KWT,Kuwait,2004-01-01,0.8
LTU,Lithuania,2004-01-01,0.7
LUX,Luxembourg,2004-01-01,1.9
LVA,Latvia,2004-01-01,4.4
MAR,Morocco,2004-01-01,1.5
MEX,Mexico,2004-01-01,3.8
MLT,Malta,2004-01-01,2.9
MUS,Mauritius,2004-01-01,15.0
NGA,Nigeria,2004-01-01,13.1
NLD,Netherlands,2004-01-01,1.5
NOR,Norway,2004-01-01,0.5
NZL,New Zealand,2004-01-01,2.2
PER,Peru,2004-01-01,1.1
PHL,Philippines,2004-01-01,4.2
POL,Poland,2004-01-01,1.7
PRT,Portugal,2004-01-01,2.5
PRY,Paraguay,2004-01-01,3.1
RUS,Russian Federation,2004-01-01,10.7
SAU,Saudi Arabia,2004-01-01,-1.1
SDN,Sudan,2004-01-01,4.5
SGP,Singapore,2004-01-01,2.0
SLV,El Salvador,2004-01-01,6.5
SVK,Slovakia,2004-01-01,3.2
SVN,Slovenia,2004-01-01,3.1
SWE,Sweden,2004-01-01,0.2
THA,Thailand,2004-01-01,0.3
TKM,Turkmenistan,2004-01-01,5.2
TTO,Trinidad and Tobago,2004-01-01,1.6
TUN,Tunisia,2004-01-01,2.2
TUR,Turkey,2004-01-01,9.8
TWN,"Taiwan, China",2004-01-01,0.3
USA,United States,2004-01-01,1.8
VEN,"Venezuela, RB",2004-01-01,29.2
ZAF,South Africa,2004-01-01,-2.4
AFG,Afghanistan,2005-01-01,10.3
AUS,Australia,2005-01-01,2.1
AUT,Austria,2005-01-01,1.7
ARM,Armenia,2005-01-01,0.8
BEL,Belgium,2005-01-01,2.1
BGR,Bulgaria,2005-01-01,1.4
BLR,Belarus,2005-01-01,10.1
BRA,Brazil,2005-01-01,7.4
CAN,Canada,2005-01-01,1.4
CHE,Switzerland,2005-01-01,0.8
CHL,Chile,2005-01-01,2.4
COL,Colombia,2005-01-01,4.6
CRI,Costa Rica,2005-01-01,10.4
CYP,Cyprus,2005-01-01,0.8
CZE,Czech Republic,2005-01-01,0.5
DEU,Germany,2005-01-01,1.1
DNK,Denmark,2005-01-01,1.4
DOM,Dominican Republic,2005-01-01,4.9
ESP,Spain,2005-01-01,2.5
EST,Estonia,2005-01-01,1.9
FIN,Finland,2005-01-01,0.2
FRA,France,2005-01-01,1.5
GBR,United Kingdom,2005-01-01,1.4
GRC,Greece,2005-01-01,3.2
GTM,Guatemala,2005-01-01,6.7
HND,Honduras,2005-01-01,7.9
HRV,Croatia,2005-01-01,2.0
HUN,Hungary,2005-01-01,2.1
IRL,Ireland,2005-01-01,2.5
IRQ,Iraq,2005-01-01,30.8
ISL,Iceland,2005-01-01,5.1
ISR,Israel,2005-01-01,0.1
ITA,Italy,2005-01-01,2.1
JPN,Japan,2005-01-01,-0.3
KAZ,Kazakhstan,2005-01-01,6.8
KOR,"Korea, Rep.",2005-01-01,2.3
KWT,Kuwait,2005-01-01,4.3
LBY,Libya,2005-01-01,1.1
LTU,Lithuania,2005-01-01,1.2
LUX,Luxembourg,2005-01-01,1.8
LVA,Latvia,2005-01-01,4.3
MAR,Morocco,2005-01-01,1.6
MEX,Mexico,2005-01-01,3.5
MLT,Malta,2005-01-01,1.9
MUS,Mauritius,2005-01-01,15.9
NGA,Nigeria,2005-01-01,10.5
NLD,Netherlands,2005-01-01,1.2
NOR,Norway,2005-01-01,1.4
NZL,New Zealand,2005-01-01,2.8
PER,Peru,2005-01-01,1.1
PHL,Philippines,2005-01-01,6.2
POL,Poland,2005-01-01,1.3
PRT,Portugal,2005-01-01,-17.3
PRY,Paraguay,2005-01-01,5.3
RUS,Russian Federation,2005-01-01,10.0
