Country Code,Country,Date,Core_CPI
SAU,Saudi Arabia,2005-01-01,-2.5
SDN,Sudan,2005-01-01,-0.2
SGP,Singapore,2005-01-01,1.3
SLV,El Salvador,2005-01-01,6.0
SVK,Slovakia,2005-01-01,1.8
SVN,Slovenia,2005-01-01,1.1
SWE,Sweden,2005-01-01,0.0
THA,Thailand,2005-01-01,1.6
TKM,Turkmenistan,2005-01-01,8.2
TTO,Trinidad and Tobago,2005-01-01,2.6
TUN,Tunisia,2005-01-01,2.2
TUR,Turkey,2005-01-01,8.9
TWN,"Taiwan, China",2005-01-01,0.2
USA,United States,2005-01-01,2.2
VEN,"Venezuela, RB",2005-01-01,12.6
ZAF,South Africa,2005-01-01,1.5
AFG,Afghanistan,2006-01-01,7.7
AUS,Australia,2006-01-01,2.0
AUT,Austria,2006-01-01,0.9
ARM,Armenia,2006-01-01,2.7
BEL,Belgium,2006-01-01,0.6
BGR,Bulgaria,2006-01-01,1.6
BLR,Belarus,2006-01-01,5.0
BRA,Brazil,2006-01-01,4.5
CAN,Canada,2006-01-01,1.3
CHE,Switzerland,2006-01-01,0.7
CHL,Chile,2006-01-01,3.0
CHN,China,2006-01-01,0.6
COL,Colombia,2006-01-01,3.7
CRI,Costa Rica,2006-01-01,10.8
CYP,Cyprus,2006-01-01,0.8
CZE,Czech Republic,2006-01-01,0.7
DEU,Germany,2006-01-01,1.1
DNK,Denmark,2006-01-01,1.4
DOM,Dominican Republic,2006-01-01,5.1
EGY,"Egypt, Arab Rep.",2006-01-01,6.2
ESP,Spain,2006-01-01,2.8
EST,Estonia,2006-01-01,3.3
FIN,Finland,2006-01-01,1.3
FRA,France,2006-01-01,1.3
GBR,United Kingdom,2006-01-01,1.7
GRC,Greece,2006-01-01,2.4
GTM,Guatemala,2006-01-01,5.1
HKG,"Hong Kong SAR, China",2006-01-01,1.7
HND,Honduras,2006-01-01,6.0
HRV,Croatia,2006-01-01,3.5
HUN,Hungary,2006-01-01,2.2
IRL,Ireland,2006-01-01,4.2
IRQ,Iraq,2006-01-01,31.7
ISL,Iceland,2006-01-01,6.3
ISR,Israel,2006-01-01,1.4
ITA,Italy,2006-01-01,1.7
JPN,Japan,2006-01-01,-0.2
KAZ,Kazakhstan,2006-01-01,7.7
KOR,"Korea, Rep.",2006-01-01,1.8
KWT,Kuwait,2006-01-01,3.0
LBY,Libya,2006-01-01,1.6
LTU,Lithuania,2006-01-01,2.3
LUX,Luxembourg,2006-01-01,2.1
LVA,Latvia,2006-01-01,4.7
MAR,Morocco,2006-01-01,3.1
MEX,Mexico,2006-01-01,3.3
MKD,North Macedonia,2006-01-01,3.4
MLT,Malta,2006-01-01,1.8
MUS,Mauritius,2006-01-01,12.7
MYS,Malaysia,2006-01-01,1.5
NGA,Nigeria,2006-01-01,13.9
NLD,Netherlands,2006-01-01,0.4
NOR,Norway,2006-01-01,1.0
NZL,New Zealand,2006-01-01,2.8
PER,Peru,2006-01-01,1.4
PHL,Philippines,2006-01-01,5.4
POL,Poland,2006-01-01,0.3
PRT,Portugal,2006-01-01,13.2
PRY,Paraguay,2006-01-01,9.1
RUS,Russian Federation,2006-01-01,8.1
SAU,Saudi Arabia,2006-01-01,-0.4
SDN,Sudan,2006-01-01,13.4
SGP,Singapore,2006-01-01,1.7
SLV,El Salvador,2006-01-01,8.8
SVK,Slovakia,2006-01-01,2.8
SVN,Slovenia,2006-01-01,1.6
SWE,Sweden,2006-01-01,0.7
THA,Thailand,2006-01-01,2.4
TJK,Tajikistan,2006-01-01,6.1
TKM,Turkmenistan,2006-01-01,5.1
TTO,Trinidad and Tobago,2006-01-01,3.6
TUN,Tunisia,2006-01-01,2.5
TUR,Turkey,2006-01-01,7.4
TWN,"Taiwan, China",2006-01-01,0.5
URY,Uruguay,2006-01-01,9.1
USA,United States,2006-01-01,2.5
VEN,"Venezuela, RB",2006-01-01,8.1
ZAF,South Africa,2006-01-01,1.8
AFG,Afghanistan,2007-01-01,5.0
AUS,Australia,2007-01-01,2.5
AUT,Austria,2007-01-01,1.6
ARM,Armenia,2007-01-01,3.8
AZE,Azerbaijan,2007-01-01,6.3
BEL,Belgium,2007-01-01,1.6
BGR,Bulgaria,2007-01-01,1.9
BLR,Belarus,2007-01-01,6.5
BRA,Brazil,2007-01-01,3.6
CAN,Canada,2007-01-01,2.0
CHE,Switzerland,2007-01-01,0.6
CHL,Chile,2007-01-01,2.4
CHN,China,2007-01-01,0.9
COL,Colombia,2007-01-01,5.8
CRI,Costa Rica,2007-01-01,7.9
CYP,Cyprus,2007-01-01,1.7
CZE,Czech Republic,2007-01-01,1.5
DEU,Germany,2007-01-01,1.9
DNK,Denmark,2007-01-01,1.4
DOM,Dominican Republic,2007-01-01,4.6
EGY,"Egypt, Arab Rep.",2007-01-01,7.9
ESP,Spain,2007-01-01,2.4
EST,Estonia,2007-01-01,5.4
FIN,Finland,2007-01-01,2.6
FRA,France,2007-01-01,-11.3
GBR,United Kingdom,2007-01-01,1.9
GRC,Greece,2007-01-01,2.7
GTM,Guatemala,2007-01-01,4.9
HKG,"Hong Kong SAR, China",2007-01-01,1.5
HND,Honduras,2007-01-01,6.6
HRV,Croatia,2007-01-01,3.2
HUN,Hungary,2007-01-01,5.3
IRL,Ireland,2007-01-01,5.9
IRQ,Iraq,2007-01-01,19.3
ISL,Iceland,2007-01-01,6.6
ISR,Israel,2007-01-01,0.0
ITA,Italy,2007-01-01,1.9
JOR,Jordan,2007-01-01,3.2
JPN,Japan,2007-01-01,-0.1
KAZ,Kazakhstan,2007-01-01,10.2
KOR,"Korea, Rep.",2007-01-01,2.3
KWT,Kuwait,2007-01-01,4.8
LBY,Libya,2007-01-01,1.1
LTU,Lithuania,2007-01-01,5.1
LUX,Luxembourg,2007-01-01,2.1
LVA,Latvia,2007-01-01,8.5
MAR,Morocco,2007-01-01,1.7
MEX,Mexico,2007-01-01,3.8
MKD,North Macedonia,2007-01-01,0.7
MLT,Malta,2007-01-01,0.8
MUS,Mauritius,2007-01-01,6.6
MYS,Malaysia,2007-01-01,1.5
NGA,Nigeria,2007-01-01,2.9
NLD,Netherlands,2007-01-01,1.5
NOR,Norway,2007-01-01,1.7
NZL,New Zealand,2007-01-01,2.4
OMN,Oman,2007-01-01,2.3
PER,Peru,2007-01-01,2.0
PHL,Philippines,2007-01-01,2.9
POL,Poland,2007-01-01,1.1
PRT,Portugal,2007-01-01,2.4
PRY,Paraguay,2007-01-01,6.4
RUS,Russian Federation,2007-01-01,8.2
SAU,Saudi Arabia,2007-01-01,1.3
SDN,Sudan,2007-01-01,12.1
SGP,Singapore,2007-01-01,2.2
SLV,El Salvador,2007-01-01,7.0
SRB,Serbia,2007-01-01,9.1
SVK,Slovakia,2007-01-01,2.7
SVN,Slovenia,2007-01-01,3.8
SWE,Sweden,2007-01-01,2.6
SYR,Syrian Arab Republic,2007-01-01,0.9
THA,Thailand,2007-01-01,0.8
TJK,Tajikistan,2007-01-01,7.5
TKM,Turkmenistan,2007-01-01,4.7
TTO,Trinidad and Tobago,2007-01-01,4.3
TUN,Tunisia,2007-01-01,2.3
TUR,Turkey,2007-01-01,7.1
TWN,"Taiwan, China",2007-01-01,1.0
UGA,Uganda,2007-01-01,6.6
URY,Uruguay,2007-01-01,8.4
USA,United States,2007-01-01,2.3
VEN,"Venezuela, RB",2007-01-01,13.9
XKX,Kosovo,2007-01-01,8.5
ZAF,South Africa,2007-01-01,4.8
AFG,Afghanistan,2008-01-01,8.7
AUS,Australia,2008-01-01,3.6
AUT,Austria,2008-01-01,1.9
ARM,Armenia,2008-01-01,11.7
AZE,Azerbaijan,2008-01-01,6.0
BEL,Belgium,2008-01-01,1.9
BGR,Bulgaria,2008-01-01,2.7
BLR,Belarus,2008-01-01,12.3
BRA,Brazil,2008-01-01,4.9
CAN,Canada,2008-01-01,1.1
CHE,Switzerland,2008-01-01,1.5
CHL,Chile,2008-01-01,5.2
CHN,China,2008-01-01,1.0
COL,Colombia,2008-01-01,5.6
CRI,Costa Rica,2008-01-01,12.5
CYP,Cyprus,2008-01-01,2.7
CZE,Czech Republic,2008-01-01,2.1
DEU,Germany,2008-01-01,1.4
DNK,Denmark,2008-01-01,13.5
DOM,Dominican Republic,2008-01-01,7.2
EGY,"Egypt, Arab Rep.",2008-01-01,18.9
ESP,Spain,2008-01-01,2.3
EST,Estonia,2008-01-01,6.5
FIN,Finland,2008-01-01,2.5
FRA,France,2008-01-01,14.6
GBR,United Kingdom,2008-01-01,1.9
GRC,Greece,2008-01-01,6.9
GTM,Guatemala,2008-01-01,8.1
HKG,"Hong Kong SAR, China",2008-01-01,2.7
HND,Honduras,2008-01-01,9.9
HRV,Croatia,2008-01-01,3.4
HUN,Hungary,2008-01-01,5.1
IRL,Ireland,2008-01-01,3.3
IRQ,Iraq,2008-01-01,13.0
ISL,Iceland,2008-01-01,11.4
ISR,Israel,2008-01-01,2.8
ITA,Italy,2008-01-01,35.2
JOR,Jordan,2008-01-01,9.5
JPN,Japan,2008-01-01,0.3
KAZ,Kazakhstan,2008-01-01,17.9
KOR,"Korea, Rep.",2008-01-01,4.3
KWT,Kuwait,2008-01-01,9.1
LBY,Libya,2008-01-01,4.3
LTU,Lithuania,2008-01-01,9.0
LUX,Luxembourg,2008-01-01,2.0
LVA,Latvia,2008-01-01,12.2
MAR,Morocco,2008-01-01,4.5
MEX,Mexico,2008-01-01,4.7
MKD,North Macedonia,2008-01-01,2.5
MLT,Malta,2008-01-01,3.9
MUS,Mauritius,2008-01-01,9.5
MYS,Malaysia,2008-01-01,2.6
NGA,Nigeria,2008-01-01,6.7
NLD,Netherlands,2008-01-01,1.8
NOR,Norway,2008-01-01,2.3
NZL,New Zealand,2008-01-01,2.0
OMN,Oman,2008-01-01,5.9
PER,Peru,2008-01-01,4.6
PHL,Philippines,2008-01-01,5.8
POL,Poland,2008-01-01,2.5
PRT,Portugal,2008-01-01,2.0
PRY,Paraguay,2008-01-01,10.6
ROU,Romania,2008-01-01,7.2
RUS,Russian Federation,2008-01-01,13.7
SAU,Saudi Arabia,2008-01-01,0.9
SDN,Sudan,2008-01-01,8.0
SGP,Singapore,2008-01-01,5.7
SLV,El Salvador,2008-01-01,14.7
SRB,Serbia,2008-01-01,7.9
SVK,Slovakia,2008-01-01,3.9
SVN,Slovenia,2008-01-01,5.0
SWE,Sweden,2008-01-01,2.1
SYR,Syrian Arab Republic,2008-01-01,5.2
THA,Thailand,2008-01-01,0.0
TJK,Tajikistan,2008-01-01,8.7
TKM,Turkmenistan,2008-01-01,14.4
TTO,Trinidad and Tobago,2008-01-01,6.2
TUN,Tunisia,2008-01-01,3.3
TUR,Turkey,2008-01-01,6.2
TWN,"Taiwan, China",2008-01-01,1.3
UGA,Uganda,2008-01-01,11.5
URY,Uruguay,2008-01-01,22.1
USA,United States,2008-01-01,2.3
VEN,"Venezuela, RB",2008-01-01,19.0
XKX,Kosovo,2008-01-01,-4.8
ZAF,South Africa,2008-01-01,6.7
AFG,Afghanistan,2009-01-01,4.7
ALB,Albania,2009-01-01,1.6
AUS,Australia,2009-01-01,2.3
AUT,Austria,2009-01-01,1.8
ARM,Armenia,2009-01-01,3.7
AZE,Azerbaijan,2009-01-01,-12.9
BEL,Belgium,2009-01-01,1.9
BGR,Bulgaria,2009-01-01,2.0
BLR,Belarus,2009-01-01,12.6
BRA,Brazil,2009-01-01,5.2
CAN,Canada,2009-01-01,1.7
CHE,Switzerland,2009-01-01,1.1
CHL,Chile,2009-01-01,1.2
CHN,China,2009-01-01,-1.1
COL,Colombia,2009-01-01,4.7
CRI,Costa Rica,2009-01-01,9.8
CYP,Cyprus,2009-01-01,2.1
CZE,Czech Republic,2009-01-01,-0.8
DEU,Germany,2009-01-01,1.3
DNK,Denmark,2009-01-01,2.3
DOM,Dominican Republic,2009-01-01,5.2
EGY,"Egypt, Arab Rep.",2009-01-01,8.5
ESP,Spain,2009-01-01,0.8
EST,Estonia,2009-01-01,1.9
FIN,Finland,2009-01-01,0.4
FRA,France,2009-01-01,-11.7
GBR,United Kingdom,2009-01-01,1.6
GRC,Greece,2009-01-01,2.2
GTM,Guatemala,2009-01-01,2.7
HKG,"Hong Kong SAR, China",2009-01-01,1.8
HND,Honduras,2009-01-01,7.2
HRV,Croatia,2009-01-01,3.6
HUN,Hungary,2009-01-01,4.1
IDN,Indonesia,2009-01-01,5.7
IRL,Ireland,2009-01-01,-4.3
IRQ,Iraq,2009-01-01,5.1
ISL,Iceland,2009-01-01,11.4
ISR,Israel,2009-01-01,4.3
ITA,Italy,2009-01-01,-13.4
JOR,Jordan,2009-01-01,-0.8
JPN,Japan,2009-01-01,-0.8
KAZ,Kazakhstan,2009-01-01,8.2
KOR,"Korea, Rep.",2009-01-01,3.6
KWT,Kuwait,2009-01-01,3.7
LBY,Libya,2009-01-01,2.0
LKA,Sri Lanka,2009-01-01,2.1
LTU,Lithuania,2009-01-01,3.9
LUX,Luxembourg,2009-01-01,2.0
LVA,Latvia,2009-01-01,5.4
MAR,Morocco,2009-01-01,0.7
MEX,Mexico,2009-01-01,5.0
MKD,North Macedonia,2009-01-01,0.4
MLT,Malta,2009-01-01,1.5
MUS,Mauritius,2009-01-01,3.8
MYS,Malaysia,2009-01-01,1.6
NGA,Nigeria,2009-01-01,11.2
NLD,Netherlands,2009-01-01,1.8
NOR,Norway,2009-01-01,2.6
NZL,New Zealand,2009-01-01,2.6
OMN,Oman,2009-01-01,3.4
PER,Peru,2009-01-01,4.4
PHL,Philippines,2009-01-01,4.2
POL,Poland,2009-01-01,2.8
PRT,Portugal,2009-01-01,1.1
PRY,Paraguay,2009-01-01,2.8
ROU,Romania,2009-01-01,6.1
RUS,Russian Federation,2009-01-01,12.1
SAU,Saudi Arabia,2009-01-01,1.9
SDN,Sudan,2009-01-01,10.2
SGP,Singapore,2009-01-01,0.0
SLV,El Salvador,2009-01-01,-17.6
SRB,Serbia,2009-01-01,6.6
SVK,Slovakia,2009-01-01,1.4
SVN,Slovenia,2009-01-01,1.5
SWE,Sweden,2009-01-01,-1.0
SYR,Syrian Arab Republic,2009-01-01,-0.2
THA,Thailand,2009-01-01,-1.1
TJK,Tajikistan,2009-01-01,5.8
TKM,Turkmenistan,2009-01-01,4.5
TTO,Trinidad and Tobago,2009-01-01,4.2
TUN,Tunisia,2009-01-01,3.0
TUR,Turkey,2009-01-01,4.4
TWN,"Taiwan, China",2009-01-01,-0.6
UGA,Uganda,2009-01-01,11.0
UKR,Ukraine,2009-01-01,19.4
URY,Uruguay,2009-01-01,-18.2
USA,United States,2009-01-01,1.7
VEN,"Venezuela, RB",2009-01-01,30.7
XKX,Kosovo,2009-01-01,6.3
ZAF,South Africa,2009-01-01,7.4
AFG,Afghanistan,2010-01-01,5.0
ALB,Albania,2010-01-01,1.8
AUS,Australia,2010-01-01,2.7
AUT,Austria,2010-01-01,1.4
ARM,Armenia,2010-01-01,7.5
AZE,Azerbaijan,2010-01-01,4.0
BEL,Belgium,2010-01-01,1.4
BGR,Bulgaria,2010-01-01,1.1
BLR,Belarus,2010-01-01,6.7
BRA,Brazil,2010-01-01,5.0
CAN,Canada,2010-01-01,1.3
CHE,Switzerland,2010-01-01,0.2
CHL,Chile,2010-01-01,0.5
CHN,China,2010-01-01,1.0
COL,Colombia,2010-01-01,2.8
CRI,Costa Rica,2010-01-01,5.1
CYP,Cyprus,2010-01-01,0.4
CZE,Czech Republic,2010-01-01,0.1
DEU,Germany,2010-01-01,0.7
DNK,Denmark,2010-01-01,1.8
DOM,Dominican Republic,2010-01-01,3.5
EGY,"Egypt, Arab Rep.",2010-01-01,7.0
ESP,Spain,2010-01-01,0.6
EST,Estonia,2010-01-01,0.8
FIN,Finland,2010-01-01,1.2
FRA,France,2010-01-01,17.0
GBR,United Kingdom,2010-01-01,2.0
GRC,Greece,2010-01-01,3.4
GTM,Guatemala,2010-01-01,2.5
HKG,"Hong Kong SAR, China",2010-01-01,0.7
HND,Honduras,2010-01-01,4.0
HRV,Croatia,2010-01-01,0.5
HUN,Hungary,2010-01-01,3.0
IDN,Indonesia,2010-01-01,4.0
IRL,Ireland,2010-01-01,-1.2
IRQ,Iraq,2010-01-01,2.9
ISL,Iceland,2010-01-01,4.7
ISR,Israel,2010-01-01,2.9
ITA,Italy,2010-01-01,13.8
JOR,Jordan,2010-01-01,4.9
JPN,Japan,2010-01-01,-1.1
KAZ,Kazakhstan,2010-01-01,6.5
KOR,"Korea, Rep.",2010-01-01,1.8
KWT,Kuwait,2010-01-01,2.2
LBY,Libya,2010-01-01,2.2
LKA,Sri Lanka,2010-01-01,2.9
LTU,Lithuania,2010-01-01,0.1
LUX,Luxembourg,2010-01-01,1.6
LVA,Latvia,2010-01-01,-2.2
MAC,"Macao SAR, China",2010-01-01,19.5
MAR,Morocco,2010-01-01,0.4
MEX,Mexico,2010-01-01,3.9
MKD,North Macedonia,2010-01-01,0.2
MLT,Malta,2010-01-01,1.1
MUS,Mauritius,2010-01-01,2.8
MYS,Malaysia,2010-01-01,1.4
NGA,Nigeria,2010-01-01,12.0
NLD,Netherlands,2010-01-01,1.6
NOR,Norway,2010-01-01,1.5
NZL,New Zealand,2010-01-01,1.9
OMN,Oman,2010-01-01,4.0
PER,Peru,2010-01-01,1.9
PHL,Philippines,2010-01-01,3.6
POL,Poland,2010-01-01,1.7
PRT,Portugal,2010-01-01,1.0
PRY,Paraguay,2010-01-01,4.8
ROU,Romania,2010-01-01,5.7
RUS,Russian Federation,2010-01-01,5.5
SAU,Saudi Arabia,2010-01-01,1.2
SDN,Sudan,2010-01-01,9.9
SGP,Singapore,2010-01-01,1.5
SLV,El Salvador,2010-01-01,-0.4
SRB,Serbia,2010-01-01,9.6
SVK,Slovakia,2010-01-01,0.8
SVN,Slovenia,2010-01-01,0.3
SWE,Sweden,2010-01-01,0.5
SYR,Syrian Arab Republic,2010-01-01,3.0
THA,Thailand,2010-01-01,0.8
TJK,Tajikistan,2010-01-01,5.9
TKM,Turkmenistan,2010-01-01,6.6
TTO,Trinidad and Tobago,2010-01-01,4.3
TUN,Tunisia,2010-01-01,2.8
TUR,Turkey,2010-01-01,4.1
TWN,"Taiwan, China",2010-01-01,0.5
UGA,Uganda,2010-01-01,4.8
UKR,Ukraine,2010-01-01,8.6
URY,Uruguay,2010-01-01,9.1
USA,United States,2010-01-01,1.0
VEN,"Venezuela, RB",2010-01-01,28.7
VNM,Vietnam,2010-01-01,7.8
XKX,Kosovo,2010-01-01,15.0
ZAF,South Africa,2010-01-01,4.1
AFG,Afghanistan,2011-01-01,14.8
ALB,Albania,2011-01-01,3.2
AUS,Australia,2011-01-01,2.2
AUT,Austria,2011-01-01,2.4
ARM,Armenia,2011-01-01,8.6
AZE,Azerbaijan,2011-01-01,-0.5
BEL,Belgium,2011-01-01,1.8
BGR,Bulgaria,2011-01-01,1.8
BLR,Belarus,2011-01-01,58.6
BRA,Brazil,2011-01-01,6.5
CAN,Canada,2011-01-01,1.4
CHE,Switzerland,2011-01-01,2.6
CHL,Chile,2011-01-01,1.3
CHN,China,2011-01-01,2.1
COL,Colombia,2011-01-01,2.9
CRI,Costa Rica,2011-01-01,4.6
CYP,Cyprus,2011-01-01,1.8
CZE,Czech Republic,2011-01-01,1.1
DEU,Germany,2011-01-01,0.9
DNK,Denmark,2011-01-01,1.8
DOM,Dominican Republic,2011-01-01,5.5
EGY,"Egypt, Arab Rep.",2011-01-01,8.3
ESP,Spain,2011-01-01,1.3
EST,Estonia,2011-01-01,2.3
FIN,Finland,2011-01-01,2.0
FRA,France,2011-01-01,1.1
GBR,United Kingdom,2011-01-01,2.8
GRC,Greece,2011-01-01,1.9
GTM,Guatemala,2011-01-01,4.7
HKG,"Hong Kong SAR, China",2011-01-01,5.0
HND,Honduras,2011-01-01,5.6
HRV,Croatia,2011-01-01,0.6
HUN,Hungary,2011-01-01,2.7
IDN,Indonesia,2011-01-01,4.6
IRL,Ireland,2011-01-01,26.6
IRQ,Iraq,2011-01-01,6.5
ISL,Iceland,2011-01-01,2.6
ISR,Israel,2011-01-01,3.0
ITA,Italy,2011-01-01,-3.3
JOR,Jordan,2011-01-01,4.5
JPN,Japan,2011-01-01,-0.8
KAZ,Kazakhstan,2011-01-01,8.0
KGZ,Kyrgyz Republic,2011-01-01,2.0
KOR,"Korea, Rep.",2011-01-01,3.2
LKA,Sri Lanka,2011-01-01,3.6
LTU,Lithuania,2011-01-01,2.3
LUX,Luxembourg,2011-01-01,2.4
LVA,Latvia,2011-01-01,0.8
MAC,"Macao SAR, China",2011-01-01,41.2
MAR,Morocco,2011-01-01,1.8
MEX,Mexico,2011-01-01,3.2
MKD,North Macedonia,2011-01-01,1.2
MLT,Malta,2011-01-01,1.5
MNE,Montenegro,2011-01-01,6.6
MUS,Mauritius,2011-01-01,4.7
MYS,Malaysia,2011-01-01,1.9
NGA,Nigeria,2011-01-01,10.6
NLD,Netherlands,2011-01-01,1.8
NOR,Norway,2011-01-01,1.8
NZL,New Zealand,2011-01-01,2.6
OMN,Oman,2011-01-01,4.3
PER,Peru,2011-01-01,3.0
PHL,Philippines,2011-01-01,4.3
POL,Poland,2011-01-01,2.4
PRT,Portugal,2011-01-01,-1.1
PRY,Paraguay,2011-01-01,7.9
ROU,Romania,2011-01-01,4.3
RUS,Russian Federation,2011-01-01,7.6
SAU,Saudi Arabia,2011-01-01,1.4
SDN,Sudan,2011-01-01,15.8
SGP,Singapore,2011-01-01,2.2
SLV,El Salvador,2011-01-01,2.3
SRB,Serbia,2011-01-01,7.4
SVK,Slovakia,2011-01-01,1.4
SVN,Slovenia,2011-01-01,0.8
SWE,Sweden,2011-01-01,3.0
SYR,Syrian Arab Republic,2011-01-01,3.6
THA,Thailand,2011-01-01,0.5
TJK,Tajikistan,2011-01-01,6.0
TKM,Turkmenistan,2011-01-01,1.7
TTO,Trinidad and Tobago,2011-01-01,1.7
TUN,Tunisia,2011-01-01,2.9
TUR,Turkey,2011-01-01,5.7
TWN,"Taiwan, China",2011-01-01,0.8
UGA,Uganda,2011-01-01,17.3
UKR,Ukraine,2011-01-01,7.7
URY,Uruguay,2011-01-01,14.1
USA,United States,2011-01-01,1.7
VEN,"Venezuela, RB",2011-01-01,27.9
VNM,Vietnam,2011-01-01,13.6
XKX,Kosovo,2011-01-01,0.0
ZAF,South Africa,2011-01-01,3.5
AFG,Afghanistan,2012-01-01,7.9
ALB,Albania,2012-01-01,1.7
AUS,Australia,2012-01-01,2.1
AUT,Austria,2012-01-01,2.1
ARM,Armenia,2012-01-01,5.3
AZE,Azerbaijan,2012-01-01,-1.6
BEL,Belgium,2012-01-01,2.2
BGR,Bulgaria,2012-01-01,2.1
BLR,Belarus,2012-01-01,58.3
BRA,Brazil,2012-01-01,5.6
CAN,Canada,2012-01-01,1.4
CHE,Switzerland,2012-01-01,0.3
CHL,Chile,2012-01-01,2.2
CHN,China,2012-01-01,1.4
COL,Colombia,2012-01-01,3.3
CRI,Costa Rica,2012-01-01,4.6
CYP,Cyprus,2012-01-01,1.7
CZE,Czech Republic,2012-01-01,0.8
DEU,Germany,2012-01-01,1.3
DNK,Denmark,2012-01-01,1.9
DOM,Dominican Republic,2012-01-01,3.7
EGY,"Egypt, Arab Rep.",2012-01-01,6.2
ESP,Spain,2012-01-01,1.2
EST,Estonia,2012-01-01,2.2
FIN,Finland,2012-01-01,2.3
FRA,France,2012-01-01,1.3
GBR,United Kingdom,2012-01-01,2.1
GRC,Greece,2012-01-01,0.2
GTM,Guatemala,2012-01-01,3.9
HKG,"Hong Kong SAR, China",2012-01-01,3.9
HND,Honduras,2012-01-01,6.1
HRV,Croatia,2012-01-01,1.0
HUN,Hungary,2012-01-01,5.1
IDN,Indonesia,2012-01-01,4.3
IND,India,2012-01-01,9.4
IRL,Ireland,2012-01-01,-2.2
IRQ,Iraq,2012-01-01,5.6
ISL,Iceland,2012-01-01,4.6
ISR,Israel,2012-01-01,1.3
ITA,Italy,2012-01-01,1.7
JOR,Jordan,2012-01-01,4.5
JPN,Japan,2012-01-01,-0.5
KAZ,Kazakhstan,2012-01-01,5.6
KGZ,Kyrgyz Republic,2012-01-01,1.3
KOR,"Korea, Rep.",2012-01-01,1.7
LAO,"Lao, PDR",2012-01-01,3.5
LKA,Sri Lanka,2012-01-01,8.5
LTU,Lithuania,2012-01-01,2.3
LUX,Luxembourg,2012-01-01,2.1
LVA,Latvia,2012-01-01,0.4
MAC,"Macao SAR, China",2012-01-01,13.9
MAR,Morocco,2012-01-01,0.9
MEX,Mexico,2012-01-01,3.4
MKD,North Macedonia,2012-01-01,2.0
MLT,Malta,2012-01-01,2.6
MNE,Montenegro,2012-01-01,1.6
MUS,Mauritius,2012-01-01,3.1
MYS,Malaysia,2012-01-01,1.3
NGA,Nigeria,2012-01-01,13.3
NIC,Nicaragua,2012-01-01,8.1
NLD,Netherlands,2012-01-01,2.0
NOR,Norway,2012-01-01,1.6
NZL,New Zealand,2012-01-01,1.3
OMN,Oman,2012-01-01,4.0
PER,Peru,2012-01-01,3.6
PHL,Philippines,2012-01-01,3.7
POL,Poland,2012-01-01,2.2
PRT,Portugal,2012-01-01,-20.1
PRY,Paraguay,2012-01-01,2.7
ROU,Romania,2012-01-01,2.8
RUS,Russian Federation,2012-01-01,5.6
SAU,Saudi Arabia,2012-01-01,2.9
SDN,Sudan,2012-01-01,34.5
SGP,Singapore,2012-01-01,2.5
SLV,El Salvador,2012-01-01,1.2
SRB,Serbia,2012-01-01,11.1
SVK,Slovakia,2012-01-01,2.6
SVN,Slovenia,2012-01-01,1.7
SWE,Sweden,2012-01-01,0.9
SYR,Syrian Arab Republic,2012-01-01,26.4
THA,Thailand,2012-01-01,0.9
TJK,Tajikistan,2012-01-01,8.4
TKM,Turkmenistan,2012-01-01,5.3
TTO,Trinidad and Tobago,2012-01-01,2.5
TUN,Tunisia,2012-01-01,4.2
TUR,Turkey,2012-01-01,7.2
TWN,"Taiwan, China",2012-01-01,0.6
UGA,Uganda,2012-01-01,14.7
UKR,Ukraine,2012-01-01,3.3
URY,Uruguay,2012-01-01,-0.5
USA,United States,2012-01-01,2.1
VEN,"Venezuela, RB",2012-01-01,22.2
VNM,Vietnam,2012-01-01,8.2
XKX,Kosovo,2012-01-01,0.2
ZAF,South Africa,2012-01-01,4.6
AFG,Afghanistan,2013-01-01,6.8
ALB,Albania,2013-01-01,0.2
AUS,Australia,2013-01-01,2.4
AUT,Austria,2013-01-01,2.1
ARM,Armenia,2013-01-01,5.8
AZE,Azerbaijan,2013-01-01,0.4
BEL,Belgium,2013-01-01,1.4
BGR,Bulgaria,2013-01-01,1.8
BLR,Belarus,2013-01-01,13.7
BRA,Brazil,2013-01-01,5.8
CAN,Canada,2013-01-01,0.8
CHE,Switzerland,2013-01-01,-0.8
CHL,Chile,2013-01-01,1.5
CHN,China,2013-01-01,1.7
CMR,Cameroon,2013-01-01,1.6
COL,Colombia,2013-01-01,2.5
CRI,Costa Rica,2013-01-01,5.3
CYP,Cyprus,2013-01-01,0.4
CZE,Czech Republic,2013-01-01,0.1
DEU,Germany,2013-01-01,1.3
DNK,Denmark,2013-01-01,1.2
DOM,Dominican Republic,2013-01-01,4.9
EGY,"Egypt, Arab Rep.",2013-01-01,9.0
ESP,Spain,2013-01-01,1.1
EST,Estonia,2013-01-01,1.4
FIN,Finland,2013-01-01,1.0
FRA,France,2013-01-01,0.9
GBR,United Kingdom,2013-01-01,1.9
GRC,Greece,2013-01-01,-2.0
GTM,Guatemala,2013-01-01,3.8
HKG,"Hong Kong SAR, China",2013-01-01,4.3
HND,Honduras,2013-01-01,5.7
HRV,Croatia,2013-01-01,1.0
HUN,Hungary,2013-01-01,3.3
IDN,Indonesia,2013-01-01,4.2
IND,India,2013-01-01,7.6
IRL,Ireland,2013-01-01,0.7
