Inflation Measure Type,Series Name,Description,Aggregation,Year,Inflation Rate
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1981,9.7
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1981,10.7
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1982,9.9
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1982,11.2
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1982,8.0
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1982,9.9
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1982,8.6
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1982,9.5
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1982,7.4
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1982,9.4
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1982,10.3
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1982,11.3
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1982,10.0
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1982,10.3
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1982,12.6
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1982,12.3
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1982,9.7
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1982,9.8
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1982,6.8
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1982,6.8
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1982,8.3
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1982,9.1
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1982,10.1
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1982,12.5
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1982,9.4
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1982,11.5
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1982,7.0
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1982,8.1
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1982,10.9
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1982,6.4
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1982,9.0
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1982,11.2
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1982,9.5
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1982,11.7
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1982,11.5
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1982,11.5
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1982,11.8
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1982,10.7
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1982,10.0
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1982,9.1
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1982,11.6
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1982,15.5
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1982,8.7
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1982,8.4
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1982,7.9
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1982,8.7
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1982,8.6
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1982,7.9
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1982,7.0
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1982,5.8
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1982,5.7
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1982,9.8
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1982,8.4
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1982,4.5
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1982,8.5
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1982,7.7
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1982,4.4
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1982,13.0
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1982,10.3
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1982,7.4
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1982,8.3
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1982,9.1
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1982,7.5
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1982,7.8
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1982,7.2
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1982,7.2
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1982,8.2
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1982,9.1
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1982,8.1
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1982,5.1
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1982,3.6
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1982,8.1
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1982,4.1
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1982,8.1
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1982,10.5
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1983,8.7
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1983,10.5
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1983,5.9
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1983,8.7
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1983,5.2
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1983,8.6
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1983,4.9
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1983,7.3
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1983,9.6
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1983,11.0
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1983,10.7
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1983,9.7
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1983,12.2
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1983,10.7
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1983,8.7
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1983,9.4
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1983,6.9
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1983,4.7
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1983,9.2
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1983,6.1
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1983,12.0
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1983,11.4
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1983,8.4
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1983,10.5
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1983,5.0
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1983,4.4
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1983,7.5
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1983,4.0
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1983,9.3
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1983,11.1
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1983,10.1
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1983,6.6
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1983,8.2
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1983,7.5
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1983,5.5
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1983,8.1
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1983,6.5
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1983,6.6
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1983,7.9
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1983,10.9
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1983,7.9
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1983,7.3
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1983,5.2
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1983,8.1
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1983,7.5
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1983,5.2
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1983,4.9
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1983,4.5
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1983,4.6
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1983,6.5
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1983,6.3
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1983,3.0
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1983,5.5
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1983,4.8
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1983,2.6
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1983,8.8
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1983,9.8
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1983,9.1
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1983,7.5
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1983,8.9
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1983,5.9
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1983,5.2
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1983,6.0
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1983,5.0
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1983,7.8
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1983,9.4
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1983,9.7
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1983,6.9
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1983,0.0
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1983,7.5
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1983,5.8
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1983,8.5
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1983,10.3
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1984,7.9
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1984,10.0
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1984,5.8
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1984,8.0
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1984,4.5
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1984,6.5
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1984,4.7
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1984,6.2
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1984,9.3
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1984,10.6
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1984,11.2
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1984,9.1
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1984,15.5
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1984,15.5
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1984,8.4
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1984,8.3
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1984,6.5
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1984,2.8
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1984,11.5
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1984,5.1
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1984,9.4
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1984,10.7
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1984,8.5
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1984,9.6
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1984,5.6
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1984,5.9
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1984,6.7
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1984,4.7
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1984,9.1
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1984,10.2
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1984,10.6
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1984,6.4
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1984,8.4
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1984,6.2
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1984,4.5
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1984,6.7
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1984,5.0
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1984,4.9
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1984,8.3
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1984,10.9
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1984,5.7
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1984,5.4
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1984,5.7
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1984,5.5
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1984,5.4
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1984,5.7
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1984,5.9
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1984,4.6
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1984,4.9
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1984,6.5
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1984,7.1
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1984,4.8
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1984,5.7
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1984,5.9
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1984,4.7
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1984,8.5
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1984,9.1
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1984,8.2
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1984,7.8
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1984,8.0
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1984,5.0
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1984,5.3
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1984,5.8
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1984,4.2
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1984,9.0
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1984,8.2
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1984,8.7
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1984,6.1
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1984,2.4
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1984,10.6
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1984,3.1
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1984,8.2
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1984,11.1
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1985,6.7
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1985,8.4
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1985,5.0
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1985,6.9
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1985,4.0
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1985,5.4
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1985,4.1
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1985,5.0
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1985,7.7
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1985,9.1
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1985,9.4
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1985,8.0
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1985,10.6
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1985,10.5
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1985,7.0
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1985,7.5
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1985,5.0
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1985,2.8
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1985,13.2
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1985,4.3
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1985,6.3
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1985,10.3
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1985,7.2
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1985,8.9
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1985,4.3
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1985,3.9
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1985,5.7
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1985,3.1
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1985,8.3
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1985,9.8
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1985,10.6
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1985,7.4
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1985,8.8
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1985,7.7
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1985,5.2
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1985,7.2
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1985,5.9
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1985,8.0
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1985,9.3
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1985,14.1
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1985,5.7
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1985,6.5
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1985,4.6
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1985,4.9
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1985,6.0
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1985,4.5
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1985,20.5
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1985,13.9
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1985,14.3
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1985,5.1
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1985,6.9
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1985,1.6
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1985,4.2
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1985,3.9
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1985,1.3
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1985,11.8
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1985,13.0
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1985,9.2
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1985,5.9
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1985,8.6
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1985,4.3
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1985,4.6
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1985,5.6
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1985,3.7
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1985,7.6
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1985,9.3
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1985,7.3
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1985,4.0
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1985,3.7
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1985,9.7
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1985,3.4
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1985,7.2
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1985,10.4
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1986,5.7
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1986,8.1
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1986,3.6
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1986,5.8
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1986,2.9
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1986,5.1
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1986,2.4
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1986,2.9
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1986,7.5
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1986,8.8
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1986,11.2
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1986,7.6
