Inflation Measure Type,Series Name,Description,Aggregation,Year,Inflation Rate
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,2012,3.8
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,2012,5.3
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,2012,3.1
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,2012,2.0
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,2012,2.8
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,2012,1.4
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,2012,4.9
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,2012,6.3
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,2012,6.2
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,2012,3.6
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,2012,4.8
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,2012,3.9
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,2012,4.8
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,2012,8.0
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,2012,5.6
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,2013,2.6
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,2013,4.2
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,2013,3.1
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),2013,2.7
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,2013,1.5
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,2013,1.7
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,2013,1.4
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),2013,1.2
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,2013,4.1
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,2013,5.1
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,2013,5.8
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),2013,4.0
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,2013,5.7
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),2013,5.8
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,2013,3.5
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),2013,3.8
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,2013,2.8
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,2013,4.0
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,2013,2.5
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,2013,3.3
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,2013,7.6
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,2013,5.0
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,2013,3.6
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,2013,4.3
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,2013,3.5
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,2013,2.7
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,2013,3.0
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,2013,1.9
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,2013,4.3
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,2013,4.9
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,2013,6.3
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,2013,2.7
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,2013,3.4
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,2013,3.4
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,2013,2.0
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,2013,2.0
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,2013,1.9
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,2013,3.4
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,2013,4.0
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,2013,5.0
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,2013,1.9
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,2013,4.0
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,2013,2.6
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,2013,1.2
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,2013,1.5
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,2013,1.3
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,2013,3.8
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,2013,5.6
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,2013,4.8
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,2013,0.4
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,2013,1.6
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,2013,1.3
,PPI_AE_MED,Advanced-economy PPI inflation,Median,2013,-0.3
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,2013,-0.2
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,2013,0.6
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,2013,1.8
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,2013,2.8
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,2013,2.4
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,2013,2.3
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,2013,3.7
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,2013,2.8
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,2013,1.3
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,2013,1.0
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,2013,1.2
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,2013,3.0
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,2013,4.3
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,2013,5.1
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,2013,2.1
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,2013,3.3
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,2013,2.9
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,2013,1.3
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,2013,6.8
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,2013,3.6
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,2014,2.2
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,2014,3.7
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,2014,2.8
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),2014,2.8
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,2014,1.0
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,2014,1.3
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,2014,1.4
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),2014,0.8
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,2014,3.4
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,2014,4.6
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,2014,5.0
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),2014,3.5
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,2014,4.7
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),2014,4.5
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,2014,3.2
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),2014,3.4
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,2014,2.0
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,2014,3.0
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,2014,3.1
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,2014,2.9
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,2014,6.7
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,2014,4.4
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,2014,2.4
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,2014,3.3
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,2014,3.0
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,2014,0.5
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,2014,1.1
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,2014,1.5
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,2014,3.8
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,2014,4.1
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,2014,5.3
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,2014,2.5
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,2014,3.4
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,2014,3.0
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,2014,1.4
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,2014,1.2
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,2014,2.0
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,2014,3.1
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,2014,4.2
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,2014,4.8
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,2014,2.0
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,2014,4.0
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,2014,2.7
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,2014,1.2
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,2014,1.4
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,2014,1.5
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,2014,3.2
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,2014,5.6
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,2014,4.7
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,2014,-0.1
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,2014,1.6
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,2014,0.7
,PPI_AE_MED,Advanced-economy PPI inflation,Median,2014,-1.3
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,2014,-1.1
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,2014,-0.2
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,2014,1.9
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,2014,3.5
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,2014,2.2
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,2014,2.1
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,2014,3.5
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,2014,2.7
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,2014,1.3
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,2014,1.2
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,2014,1.3
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,2014,2.7
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,2014,4.1
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,2014,4.7
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,2014,3.0
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,2014,3.3
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,2014,2.8
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,2014,0.1
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,2014,5.2
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,2014,2.1
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,2015,1.6
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,2015,3.4
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,2015,2.1
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),2015,1.8
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,2015,0.4
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,2015,0.8
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,2015,0.4
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),2015,0.4
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,2015,3.1
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,2015,4.5
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,2015,4.8
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),2015,3.2
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,2015,6.7
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),2015,5.4
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,2015,2.5
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),2015,3.1
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,2015,1.3
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,2015,4.0
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,2015,2.0
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,2015,2.1
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,2015,4.2
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,2015,4.0
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,2015,2.8
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,2015,3.8
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,2015,2.8
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,2015,0.9
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,2015,1.1
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,2015,1.3
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,2015,3.6
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,2015,4.8
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,2015,5.2
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,2015,1.2
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,2015,2.1
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,2015,1.9
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,2015,0.4
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,2015,-0.2
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,2015,0.8
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,2015,2.2
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,2015,3.0
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,2015,3.8
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,2015,1.8
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,2015,2.5
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,2015,2.3
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,2015,0.8
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,2015,-0.6
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,2015,1.1
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,2015,3.0
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,2015,4.5
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,2015,4.2
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,2015,-0.9
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,2015,-1.1
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,2015,-1.9
,PPI_AE_MED,Advanced-economy PPI inflation,Median,2015,-2.2
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,2015,-3.5
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,2015,-2.2
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,2015,0.9
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,2015,0.1
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,2015,-1.6
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,2015,2.1
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,2015,2.1
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,2015,1.4
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,2015,1.0
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,2015,-1.0
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,2015,0.6
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,2015,2.5
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,2015,2.3
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,2015,1.8
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,2015,2.3
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,2015,2.2
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,2015,2.8
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,2015,-6.5
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,2015,4.6
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,2015,2.8
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,2016,1.6
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,2016,3.6
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,2016,2.3
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),2016,2.0
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,2016,0.5
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,2016,0.9
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,2016,0.8
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),2016,0.5
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,2016,2.8
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,2016,4.6
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,2016,4.8
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),2016,3.0
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,2016,6.9
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),2016,6.9
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,2016,2.2
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),2016,2.8
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,2016,1.9
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,2016,1.3
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,2016,1.7
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,2016,2.7
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,2016,4.3
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,2016,5.4
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,2016,2.1
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,2016,3.8
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,2016,2.7
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,2016,0.8
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,2016,0.8
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,2016,0.5
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,2016,3.1
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,2016,4.8
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,2016,6.1
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,2016,1.4
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,2016,2.4
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,2016,5.7
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,2016,-0.1
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,2016,0.1
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,2016,6.8
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,2016,2.1
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,2016,3.1
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,2016,3.5
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,2016,1.7
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,2016,2.9
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,2016,2.3
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,2016,1.0
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,2016,1.1
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,2016,1.5
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,2016,2.2
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,2016,3.8
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,2016,3.7
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,2016,-0.4
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,2016,1.0
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,2016,-0.2
,PPI_AE_MED,Advanced-economy PPI inflation,Median,2016,-1.5
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,2016,-2.5
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,2016,-0.9
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,2016,1.4
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,2016,2.9
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,2016,1.0
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,2016,1.9
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,2016,3.5
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,2016,2.0
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,2016,0.9
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,2016,0.8
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,2016,0.9
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,2016,2.6
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,2016,4.2
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,2016,3.5
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,2016,2.4
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,2016,2.8
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,2016,2.7
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,2016,0.2
