Country Code,Country,Date,Core_CPI
SWE,Sweden,1994-07-01,83.5
THA,Thailand,1994-07-01,71.7
TTO,Trinidad and Tobago,1994-07-01,63.5
TUR,Turkey,1994-07-01,0.5
TWN,"Taiwan, China",1994-07-01,82.6
USA,United States,1994-07-01,64.8
AUS,Australia,1994-10-01,60.5
AUT,Austria,1994-10-01,70.2
BEL,Belgium,1994-10-01,70.7
CAN,Canada,1994-10-01,71.1
CHE,Switzerland,1994-10-01,90.6
DEU,Germany,1994-10-01,77.5
DNK,Denmark,1994-10-01,69.3
ESP,Spain,1994-10-01,64.6
FIN,Finland,1994-10-01,75.4
FRA,France,1994-10-01,77.1
GBR,United Kingdom,1994-10-01,71.5
GRC,Greece,1994-10-01,55.6
HUN,Hungary,1994-10-01,21.9
IRL,Ireland,1994-10-01,64.1
ISL,Iceland,1994-10-01,40.0
ISR,Israel,1994-10-01,56.2
ITA,Italy,1994-10-01,65.0
JPN,Japan,1994-10-01,101.5
KOR,"Korea, Rep.",1994-10-01,57.6
LUX,Luxembourg,1994-10-01,69.3
MEX,Mexico,1994-10-01,18.8
NLD,Netherlands,1994-10-01,67.0
NOR,Norway,1994-10-01,67.8
NZL,New Zealand,1994-10-01,67.3
PER,Peru,1994-10-01,38.1
PRT,Portugal,1994-10-01,59.9
PRY,Paraguay,1994-10-01,22.8
SGP,Singapore,1994-10-01,68.9
SWE,Sweden,1994-10-01,84.5
THA,Thailand,1994-10-01,72.2
TTO,Trinidad and Tobago,1994-10-01,63.8
TUR,Turkey,1994-10-01,0.6
TWN,"Taiwan, China",1994-10-01,82.9
USA,United States,1994-10-01,65.2
AUS,Australia,1995-01-01,61.3
AUT,Austria,1995-01-01,71.1
BEL,Belgium,1995-01-01,71.1
BRA,Brazil,1995-01-01,1885260.9
CAN,Canada,1995-01-01,71.6
CHE,Switzerland,1995-01-01,91.6
COL,Colombia,1995-01-01,23.5
CZE,Czech Republic,1995-01-01,64.8
DEU,Germany,1995-01-01,78.2
DNK,Denmark,1995-01-01,69.5
ESP,Spain,1995-01-01,65.5
FIN,Finland,1995-01-01,76.1
FRA,France,1995-01-01,77.5
GBR,United Kingdom,1995-01-01,71.9
GRC,Greece,1995-01-01,56.3
HUN,Hungary,1995-01-01,23.6
IRL,Ireland,1995-01-01,64.5
ISL,Iceland,1995-01-01,40.3
ISR,Israel,1995-01-01,57.4
ITA,Italy,1995-01-01,65.9
JPN,Japan,1995-01-01,101.0
KOR,"Korea, Rep.",1995-01-01,58.6
LTU,Lithuania,1995-01-01,48.3
LUX,Luxembourg,1995-01-01,69.8
LVA,Latvia,1995-01-01,36.4
MEX,Mexico,1995-01-01,20.5
NGA,Nigeria,1995-01-01,21.3
NLD,Netherlands,1995-01-01,67.3
NOR,Norway,1995-01-01,68.3
NZL,New Zealand,1995-01-01,68.2
PER,Peru,1995-01-01,39.2
POL,Poland,1995-01-01,36.5
PRT,Portugal,1995-01-01,61.0
PRY,Paraguay,1995-01-01,23.6
SGP,Singapore,1995-01-01,69.3
SVK,Slovakia,1995-01-01,40.1
SWE,Sweden,1995-01-01,84.9
THA,Thailand,1995-01-01,72.8
TTO,Trinidad and Tobago,1995-01-01,63.9
TUR,Turkey,1995-01-01,0.7
TWN,"Taiwan, China",1995-01-01,83.6
USA,United States,1995-01-01,65.9
AUS,Australia,1995-04-01,62.3
AUT,Austria,1995-04-01,71.3
BEL,Belgium,1995-04-01,71.4
BRA,Brazil,1995-04-01,2031193.9
CAN,Canada,1995-04-01,72.1
CHE,Switzerland,1995-04-01,92.0
COL,Colombia,1995-04-01,25.3
CZE,Czech Republic,1995-04-01,66.5
DEU,Germany,1995-04-01,78.5
DNK,Denmark,1995-04-01,70.2
ESP,Spain,1995-04-01,66.5
FIN,Finland,1995-04-01,76.6
FRA,France,1995-04-01,77.9
GBR,United Kingdom,1995-04-01,73.4
GRC,Greece,1995-04-01,58.0
HUN,Hungary,1995-04-01,25.7
IRL,Ireland,1995-04-01,65.2
ISL,Iceland,1995-04-01,40.2
ISR,Israel,1995-04-01,58.6
ITA,Italy,1995-04-01,67.0
JPN,Japan,1995-04-01,101.6
KOR,"Korea, Rep.",1995-04-01,59.7
LTU,Lithuania,1995-04-01,51.7
LUX,Luxembourg,1995-04-01,70.0
LVA,Latvia,1995-04-01,39.2
MEX,Mexico,1995-04-01,24.1
NGA,Nigeria,1995-04-01,23.8
NLD,Netherlands,1995-04-01,67.6
NOR,Norway,1995-04-01,68.8
NZL,New Zealand,1995-04-01,68.9
PER,Peru,1995-04-01,40.2
POL,Poland,1995-04-01,38.8
PRT,Portugal,1995-04-01,61.9
PRY,Paraguay,1995-04-01,24.3
SGP,Singapore,1995-04-01,69.7
SVK,Slovakia,1995-04-01,41.1
SWE,Sweden,1995-04-01,85.7
THA,Thailand,1995-04-01,74.0
TTO,Trinidad and Tobago,1995-04-01,64.7
TUR,Turkey,1995-04-01,0.8
TWN,"Taiwan, China",1995-04-01,84.9
USA,United States,1995-04-01,66.4
AUS,Australia,1995-07-01,63.0
AUT,Austria,1995-07-01,72.1
BEL,Belgium,1995-07-01,72.0
BRA,Brazil,1995-07-01,2176146.2
CAN,Canada,1995-07-01,72.5
CHE,Switzerland,1995-07-01,92.4
COL,Colombia,1995-07-01,26.4
CZE,Czech Republic,1995-07-01,67.7
DEU,Germany,1995-07-01,79.1
DNK,Denmark,1995-07-01,70.1
ESP,Spain,1995-07-01,66.9
FIN,Finland,1995-07-01,76.9
FRA,France,1995-07-01,78.3
GBR,United Kingdom,1995-07-01,73.5
GRC,Greece,1995-07-01,58.1
HUN,Hungary,1995-07-01,27.0
IRL,Ireland,1995-07-01,65.6
ISL,Iceland,1995-07-01,40.4
ISR,Israel,1995-07-01,59.8
ITA,Italy,1995-07-01,67.8
JPN,Japan,1995-07-01,101.5
KOR,"Korea, Rep.",1995-07-01,60.4
LTU,Lithuania,1995-07-01,54.7
LUX,Luxembourg,1995-07-01,70.1
LVA,Latvia,1995-07-01,41.6
MEX,Mexico,1995-07-01,25.7
NGA,Nigeria,1995-07-01,25.8
NLD,Netherlands,1995-07-01,68.1
NOR,Norway,1995-07-01,69.0
NZL,New Zealand,1995-07-01,69.2
PER,Peru,1995-07-01,41.4
POL,Poland,1995-07-01,40.7
PRT,Portugal,1995-07-01,62.5
PRY,Paraguay,1995-07-01,24.9
SGP,Singapore,1995-07-01,69.9
SVK,Slovakia,1995-07-01,41.8
SWE,Sweden,1995-07-01,85.8
THA,Thailand,1995-07-01,75.1
TTO,Trinidad and Tobago,1995-07-01,64.8
TUR,Turkey,1995-07-01,1.0
TWN,"Taiwan, China",1995-07-01,85.4
USA,United States,1995-07-01,66.7
AUS,Australia,1995-10-01,63.6
AUT,Austria,1995-10-01,71.5
BEL,Belgium,1995-10-01,71.9
BRA,Brazil,1995-10-01,2287866.6
CAN,Canada,1995-10-01,72.6
CHE,Switzerland,1995-10-01,92.6
COL,Colombia,1995-10-01,27.3
CZE,Czech Republic,1995-10-01,68.8
DEU,Germany,1995-10-01,79.0
DNK,Denmark,1995-10-01,70.6
ESP,Spain,1995-10-01,67.5
FIN,Finland,1995-10-01,76.9
FRA,France,1995-10-01,78.9
GBR,United Kingdom,1995-10-01,73.7
GRC,Greece,1995-10-01,60.5
HUN,Hungary,1995-10-01,28.4
IRL,Ireland,1995-10-01,65.7
ISL,Iceland,1995-10-01,40.8
ISR,Israel,1995-10-01,61.6
ITA,Italy,1995-10-01,68.6
JPN,Japan,1995-10-01,101.9
KOR,"Korea, Rep.",1995-10-01,60.9
LTU,Lithuania,1995-10-01,57.9
LUX,Luxembourg,1995-10-01,70.4
LVA,Latvia,1995-10-01,43.7
MEX,Mexico,1995-10-01,27.3
NGA,Nigeria,1995-10-01,27.6
NLD,Netherlands,1995-10-01,68.5
NOR,Norway,1995-10-01,69.3
NZL,New Zealand,1995-10-01,69.6
PER,Peru,1995-10-01,42.3
POL,Poland,1995-10-01,42.8
PRT,Portugal,1995-10-01,62.9
PRY,Paraguay,1995-10-01,25.5
SGP,Singapore,1995-10-01,70.1
SVK,Slovakia,1995-10-01,42.3
SWE,Sweden,1995-10-01,86.7
THA,Thailand,1995-10-01,75.8
TTO,Trinidad and Tobago,1995-10-01,64.7
TUR,Turkey,1995-10-01,1.1
TWN,"Taiwan, China",1995-10-01,86.1
USA,United States,1995-10-01,67.2
AUS,Australia,1996-01-01,64.3
AUT,Austria,1996-01-01,72.1
BEL,Belgium,1996-01-01,72.6
BRA,Brazil,1996-01-01,2380679.4
CAN,Canada,1996-01-01,72.8
CHE,Switzerland,1996-01-01,92.9
COL,Colombia,1996-01-01,28.6
CYP,Cyprus,1996-01-01,77.2
CZE,Czech Republic,1996-01-01,70.6
DEU,Germany,1996-01-01,79.7
DNK,Denmark,1996-01-01,70.9
ESP,Spain,1996-01-01,68.1
FIN,Finland,1996-01-01,76.7
FRA,France,1996-01-01,79.3
GBR,United Kingdom,1996-01-01,73.8
GRC,Greece,1996-01-01,61.4
HUN,Hungary,1996-01-01,30.6
IRL,Ireland,1996-01-01,66.0
ISL,Iceland,1996-01-01,40.9
ISR,Israel,1996-01-01,63.2
ITA,Italy,1996-01-01,69.3
JPN,Japan,1996-01-01,101.3
KOR,"Korea, Rep.",1996-01-01,61.9
LTU,Lithuania,1996-01-01,60.8
LUX,Luxembourg,1996-01-01,70.5
LVA,Latvia,1996-01-01,46.5
MEX,Mexico,1996-01-01,29.6
MLT,Malta,1996-01-01,66.0
NGA,Nigeria,1996-01-01,29.1
NLD,Netherlands,1996-01-01,69.7
NOR,Norway,1996-01-01,70.2
NZL,New Zealand,1996-01-01,70.0
PER,Peru,1996-01-01,43.2
POL,Poland,1996-01-01,45.4
PRT,Portugal,1996-01-01,63.5
PRY,Paraguay,1996-01-01,26.2
SGP,Singapore,1996-01-01,70.4
SVK,Slovakia,1996-01-01,43.3
SWE,Sweden,1996-01-01,87.3
THA,Thailand,1996-01-01,76.4
TTO,Trinidad and Tobago,1996-01-01,64.9
TUR,Turkey,1996-01-01,1.3
TWN,"Taiwan, China",1996-01-01,86.9
USA,United States,1996-01-01,67.8
AUS,Australia,1996-04-01,64.7
AUT,Austria,1996-04-01,72.3
BEL,Belgium,1996-04-01,72.5
BRA,Brazil,1996-04-01,2442714.2
CAN,Canada,1996-04-01,73.1
CHE,Switzerland,1996-04-01,92.8
COL,Colombia,1996-04-01,30.9
CYP,Cyprus,1996-04-01,77.7
CZE,Czech Republic,1996-04-01,71.8
DEU,Germany,1996-04-01,79.8
DNK,Denmark,1996-04-01,71.6
ESP,Spain,1996-04-01,68.8
FIN,Finland,1996-04-01,76.8
FRA,France,1996-04-01,79.9
GBR,United Kingdom,1996-04-01,74.7
GRC,Greece,1996-04-01,63.0
HUN,Hungary,1996-04-01,32.4
IRL,Ireland,1996-04-01,66.0
ISL,Iceland,1996-04-01,41.1
ISR,Israel,1996-04-01,65.7
ITA,Italy,1996-04-01,70.0
JPN,Japan,1996-04-01,102.1
KOR,"Korea, Rep.",1996-04-01,62.8
LTU,Lithuania,1996-04-01,63.1
LUX,Luxembourg,1996-04-01,70.6
LVA,Latvia,1996-04-01,47.7
MEX,Mexico,1996-04-01,31.4
MLT,Malta,1996-04-01,66.6
NGA,Nigeria,1996-04-01,30.2
NLD,Netherlands,1996-04-01,70.3
NOR,Norway,1996-04-01,70.6
NZL,New Zealand,1996-04-01,70.5
PER,Peru,1996-04-01,44.4
POL,Poland,1996-04-01,47.2
PRT,Portugal,1996-04-01,64.2
PRY,Paraguay,1996-04-01,26.7
SGP,Singapore,1996-04-01,70.9
SVK,Slovakia,1996-04-01,43.9
SWE,Sweden,1996-04-01,87.4
THA,Thailand,1996-04-01,77.0
TTO,Trinidad and Tobago,1996-04-01,65.0
TUR,Turkey,1996-04-01,1.5
TWN,"Taiwan, China",1996-04-01,87.3
USA,United States,1996-04-01,68.2
AUS,Australia,1996-07-01,64.8
AUT,Austria,1996-07-01,73.2
BEL,Belgium,1996-07-01,73.3
BRA,Brazil,1996-07-01,2512318.1
CAN,Canada,1996-07-01,73.5
CHE,Switzerland,1996-07-01,93.0
COL,Colombia,1996-07-01,32.3
CYP,Cyprus,1996-07-01,78.0
CZE,Czech Republic,1996-07-01,73.0
DEU,Germany,1996-07-01,80.2
DNK,Denmark,1996-07-01,71.6
ESP,Spain,1996-07-01,69.2
FIN,Finland,1996-07-01,76.9
FRA,France,1996-07-01,79.9
GBR,United Kingdom,1996-07-01,74.8
GRC,Greece,1996-07-01,63.0
HUN,Hungary,1996-07-01,33.3
IRL,Ireland,1996-07-01,66.4
ISL,Iceland,1996-07-01,41.3
ISR,Israel,1996-07-01,66.8
ITA,Italy,1996-07-01,70.4
JPN,Japan,1996-07-01,101.9
KOR,"Korea, Rep.",1996-07-01,63.3
LTU,Lithuania,1996-07-01,65.3
LUX,Luxembourg,1996-07-01,70.8
LVA,Latvia,1996-07-01,49.5
MEX,Mexico,1996-07-01,32.9
MLT,Malta,1996-07-01,67.2
NGA,Nigeria,1996-07-01,31.2
NLD,Netherlands,1996-07-01,70.6
NOR,Norway,1996-07-01,70.7
NZL,New Zealand,1996-07-01,70.8
PER,Peru,1996-07-01,45.4
POL,Poland,1996-07-01,49.1
PRT,Portugal,1996-07-01,64.6
PRY,Paraguay,1996-07-01,27.3
SGP,Singapore,1996-07-01,71.2
SVK,Slovakia,1996-07-01,44.3
SWE,Sweden,1996-07-01,86.6
THA,Thailand,1996-07-01,77.4
TTO,Trinidad and Tobago,1996-07-01,65.2
TUR,Turkey,1996-07-01,1.7
TWN,"Taiwan, China",1996-07-01,87.7
USA,United States,1996-07-01,68.5
AUS,Australia,1996-10-01,64.7
AUT,Austria,1996-10-01,72.7
BEL,Belgium,1996-10-01,73.4
BRA,Brazil,1996-10-01,2556628.4
CAN,Canada,1996-10-01,73.8
CHE,Switzerland,1996-10-01,93.1
COL,Colombia,1996-10-01,33.4
CYP,Cyprus,1996-10-01,78.3
CZE,Czech Republic,1996-10-01,73.8
DEU,Germany,1996-10-01,80.2
DNK,Denmark,1996-10-01,72.1
ESP,Spain,1996-10-01,69.5
FIN,Finland,1996-10-01,77.0
FRA,France,1996-10-01,80.0
GBR,United Kingdom,1996-10-01,75.5
GRC,Greece,1996-10-01,65.5
HUN,Hungary,1996-10-01,34.3
IRL,Ireland,1996-10-01,66.9
ISL,Iceland,1996-10-01,41.4
ISR,Israel,1996-10-01,68.1
ITA,Italy,1996-10-01,70.8
JPN,Japan,1996-10-01,102.3
KOR,"Korea, Rep.",1996-10-01,63.6
LTU,Lithuania,1996-10-01,66.4
LUX,Luxembourg,1996-10-01,71.0
LVA,Latvia,1996-10-01,51.1
MEX,Mexico,1996-10-01,34.5
MLT,Malta,1996-10-01,67.6
NGA,Nigeria,1996-10-01,31.6
NLD,Netherlands,1996-10-01,71.1
NOR,Norway,1996-10-01,71.1
NZL,New Zealand,1996-10-01,71.3
PER,Peru,1996-10-01,46.3
POL,Poland,1996-10-01,50.9
PRT,Portugal,1996-10-01,65.2
PRY,Paraguay,1996-10-01,27.7
SGP,Singapore,1996-10-01,71.5
SVK,Slovakia,1996-10-01,44.8
SWE,Sweden,1996-10-01,86.8
THA,Thailand,1996-10-01,78.0
TTO,Trinidad and Tobago,1996-10-01,65.6
TUR,Turkey,1996-10-01,2.0
TWN,"Taiwan, China",1996-10-01,88.0
USA,United States,1996-10-01,69.0
AUS,Australia,1997-01-01,64.7
AUT,Austria,1997-01-01,73.1
BEL,Belgium,1997-01-01,73.9
BRA,Brazil,1997-01-01,2595399.9
CAN,Canada,1997-01-01,74.1
CHE,Switzerland,1997-01-01,93.3
COL,Colombia,1997-01-01,34.8
CYP,Cyprus,1997-01-01,78.8
CZE,Czech Republic,1997-01-01,75.2
DEU,Germany,1997-01-01,81.0
DNK,Denmark,1997-01-01,72.2
ESP,Spain,1997-01-01,70.1
FIN,Finland,1997-01-01,77.0
FRA,France,1997-01-01,80.2
GBR,United Kingdom,1997-01-01,75.3
GRC,Greece,1997-01-01,66.1
HUN,Hungary,1997-01-01,36.7
IRL,Ireland,1997-01-01,66.8
ISL,Iceland,1997-01-01,41.4
ISR,Israel,1997-01-01,69.5
ITA,Italy,1997-01-01,71.3
JPN,Japan,1997-01-01,101.7
KOR,"Korea, Rep.",1997-01-01,64.2
LTU,Lithuania,1997-01-01,68.1
LUX,Luxembourg,1997-01-01,71.3
LVA,Latvia,1997-01-01,52.5
MEX,Mexico,1997-01-01,36.8
MLT,Malta,1997-01-01,68.9
NGA,Nigeria,1997-01-01,32.0
NLD,Netherlands,1997-01-01,70.9
NOR,Norway,1997-01-01,71.5
NZL,New Zealand,1997-01-01,71.0
PER,Peru,1997-01-01,47.4
POL,Poland,1997-01-01,53.5
PRT,Portugal,1997-01-01,67.2
PRY,Paraguay,1997-01-01,28.1
SGP,Singapore,1997-01-01,71.6
SVK,Slovakia,1997-01-01,45.8
SWE,Sweden,1997-01-01,86.6
THA,Thailand,1997-01-01,78.8
TTO,Trinidad and Tobago,1997-01-01,65.8
TUR,Turkey,1997-01-01,2.3
TWN,"Taiwan, China",1997-01-01,88.2
USA,United States,1997-01-01,69.5
AUS,Australia,1997-04-01,64.4
AUT,Austria,1997-04-01,73.3
BEL,Belgium,1997-04-01,73.4
BRA,Brazil,1997-04-01,2642805.4
CAN,Canada,1997-04-01,74.5
CHE,Switzerland,1997-04-01,93.2
COL,Colombia,1997-04-01,37.1
CYP,Cyprus,1997-04-01,78.8
CZE,Czech Republic,1997-04-01,76.6
DEU,Germany,1997-04-01,81.1
DNK,Denmark,1997-04-01,72.8
ESP,Spain,1997-04-01,70.5
FIN,Finland,1997-04-01,77.6
FRA,France,1997-04-01,80.6
GBR,United Kingdom,1997-04-01,76.1
GRC,Greece,1997-04-01,68.0
HUN,Hungary,1997-04-01,38.4
IRL,Ireland,1997-04-01,67.2
ISL,Iceland,1997-04-01,41.5
ISR,Israel,1997-04-01,71.3
ITA,Italy,1997-04-01,71.8
JPN,Japan,1997-04-01,103.8
KOR,"Korea, Rep.",1997-04-01,64.9
LTU,Lithuania,1997-04-01,70.3
LUX,Luxembourg,1997-04-01,71.4
LVA,Latvia,1997-04-01,53.6
MEX,Mexico,1997-04-01,38.3
MLT,Malta,1997-04-01,69.3
NGA,Nigeria,1997-04-01,32.6
NLD,Netherlands,1997-04-01,71.5
NOR,Norway,1997-04-01,72.0
NZL,New Zealand,1997-04-01,71.0
PER,Peru,1997-04-01,48.4
POL,Poland,1997-04-01,55.1
PRT,Portugal,1997-04-01,67.7
PRY,Paraguay,1997-04-01,28.6
SGP,Singapore,1997-04-01,71.8
SVK,Slovakia,1997-04-01,46.6
SWE,Sweden,1997-04-01,87.2
THA,Thailand,1997-04-01,79.6
TTO,Trinidad and Tobago,1997-04-01,65.9
TUR,Turkey,1997-04-01,2.7
TWN,"Taiwan, China",1997-04-01,88.6
USA,United States,1997-04-01,69.9
AUS,Australia,1997-07-01,64.1
AUT,Austria,1997-07-01,73.4
BEL,Belgium,1997-07-01,74.2
BRA,Brazil,1997-07-01,2673168.1
CAN,Canada,1997-07-01,74.7
CHE,Switzerland,1997-07-01,93.2
COL,Colombia,1997-07-01,38.4
CYP,Cyprus,1997-07-01,79.2
CZE,Czech Republic,1997-07-01,79.0
DEU,Germany,1997-07-01,82.1
DNK,Denmark,1997-07-01,72.9
ESP,Spain,1997-07-01,71.0
FIN,Finland,1997-07-01,77.8
FRA,France,1997-07-01,80.6
GBR,United Kingdom,1997-07-01,76.2
GRC,Greece,1997-07-01,67.6
HUN,Hungary,1997-07-01,39.2
IRL,Ireland,1997-07-01,67.2
ISL,Iceland,1997-07-01,41.8
ISR,Israel,1997-07-01,72.9
ITA,Italy,1997-07-01,72.1
JPN,Japan,1997-07-01,103.8
KOR,"Korea, Rep.",1997-07-01,65.4
LTU,Lithuania,1997-07-01,71.9
LUX,Luxembourg,1997-07-01,71.7
LVA,Latvia,1997-07-01,56.2
MEX,Mexico,1997-07-01,39.5
MLT,Malta,1997-07-01,69.9
NGA,Nigeria,1997-07-01,32.9
NLD,Netherlands,1997-07-01,71.7
NOR,Norway,1997-07-01,72.2
NZL,New Zealand,1997-07-01,71.4
PER,Peru,1997-07-01,49.3
POL,Poland,1997-07-01,56.7
PRT,Portugal,1997-07-01,68.0
PRY,Paraguay,1997-07-01,28.8
SGP,Singapore,1997-07-01,72.3
SVK,Slovakia,1997-07-01,47.3
SWE,Sweden,1997-07-01,87.0
THA,Thailand,1997-07-01,80.6
TTO,Trinidad and Tobago,1997-07-01,66.0
TUR,Turkey,1997-07-01,3.2
TWN,"Taiwan, China",1997-07-01,89.0
USA,United States,1997-07-01,70.1
AUS,Australia,1997-10-01,64.2
AUT,Austria,1997-10-01,73.7
BEL,Belgium,1997-10-01,74.1
BRA,Brazil,1997-10-01,2697230.9
CAN,Canada,1997-10-01,74.7
CHE,Switzerland,1997-10-01,93.2
COL,Colombia,1997-10-01,39.3
CYP,Cyprus,1997-10-01,80.5
CZE,Czech Republic,1997-10-01,80.3
DEU,Germany,1997-10-01,81.9
DNK,Denmark,1997-10-01,73.4
ESP,Spain,1997-10-01,71.2
FIN,Finland,1997-10-01,78.3
FRA,France,1997-10-01,80.7
GBR,United Kingdom,1997-10-01,76.9
GRC,Greece,1997-10-01,69.6
HUN,Hungary,1997-10-01,40.3
IRL,Ireland,1997-10-01,67.9
ISL,Iceland,1997-10-01,41.9
ISR,Israel,1997-10-01,73.6
ITA,Italy,1997-10-01,72.6
JPN,Japan,1997-10-01,104.7
KOR,"Korea, Rep.",1997-10-01,65.9
LTU,Lithuania,1997-10-01,72.9
LUX,Luxembourg,1997-10-01,72.0
LVA,Latvia,1997-10-01,57.4
MEX,Mexico,1997-10-01,40.7
MLT,Malta,1997-10-01,70.2
NGA,Nigeria,1997-10-01,33.6
NLD,Netherlands,1997-10-01,72.3
NOR,Norway,1997-10-01,72.6
NZL,New Zealand,1997-10-01,71.9
PER,Peru,1997-10-01,50.0
POL,Poland,1997-10-01,58.4
PRT,Portugal,1997-10-01,68.3
PRY,Paraguay,1997-10-01,29.2
SGP,Singapore,1997-10-01,72.6
SVK,Slovakia,1997-10-01,48.3
SWE,Sweden,1997-10-01,88.0
THA,Thailand,1997-10-01,82.5
TTO,Trinidad and Tobago,1997-10-01,66.3
TUR,Turkey,1997-10-01,3.9
TWN,"Taiwan, China",1997-10-01,89.2
USA,United States,1997-10-01,70.5
AUS,Australia,1998-01-01,64.6
AUT,Austria,1998-01-01,74.0
BEL,Belgium,1998-01-01,74.7
BRA,Brazil,1998-01-01,2717759.4
CAN,Canada,1998-01-01,75.2
CHE,Switzerland,1998-01-01,93.4
COL,Colombia,1998-01-01,40.9
CYP,Cyprus,1998-01-01,80.7
CZE,Czech Republic,1998-01-01,82.5
DEU,Germany,1998-01-01,82.3
DNK,Denmark,1998-01-01,73.5
ESP,Spain,1998-01-01,71.7
EST,Estonia,1998-01-01,60.7
FIN,Finland,1998-01-01,78.3
FRA,France,1998-01-01,80.8
GBR,United Kingdom,1998-01-01,76.6
GRC,Greece,1998-01-01,69.5
HRV,Croatia,1998-01-01,65.1
HUN,Hungary,1998-01-01,42.6
IRL,Ireland,1998-01-01,67.9
ISL,Iceland,1998-01-01,42.1
ISR,Israel,1998-01-01,73.5
ITA,Italy,1998-01-01,73.1
JPN,Japan,1998-01-01,103.9
KOR,"Korea, Rep.",1998-01-01,67.9
LTU,Lithuania,1998-01-01,74.2
LUX,Luxembourg,1998-01-01,72.2
LVA,Latvia,1998-01-01,58.2
MEX,Mexico,1998-01-01,42.8
MLT,Malta,1998-01-01,71.4
NGA,Nigeria,1998-01-01,33.9
NLD,Netherlands,1998-01-01,72.3
NOR,Norway,1998-01-01,73.2
NZL,New Zealand,1998-01-01,71.8
PER,Peru,1998-01-01,50.7
POL,Poland,1998-01-01,61.6
PRT,Portugal,1998-01-01,68.3
PRY,Paraguay,1998-01-01,30.0
SGP,Singapore,1998-01-01,72.6
SVK,Slovakia,1998-01-01,49.8
SWE,Sweden,1998-01-01,86.8
THA,Thailand,1998-01-01,84.1
TTO,Trinidad and Tobago,1998-01-01,66.6
TUR,Turkey,1998-01-01,4.6
TWN,"Taiwan, China",1998-01-01,89.3
USA,United States,1998-01-01,71.0
AUS,Australia,1998-04-01,64.9
AUT,Austria,1998-04-01,74.2
BEL,Belgium,1998-04-01,75.1
BRA,Brazil,1998-04-01,2721504.5
CAN,Canada,1998-04-01,75.4
CHE,Switzerland,1998-04-01,93.3
COL,Colombia,1998-04-01,43.5
CYP,Cyprus,1998-04-01,81.6
CZE,Czech Republic,1998-04-01,83.5
DEU,Germany,1998-04-01,82.5
DNK,Denmark,1998-04-01,74.2
ESP,Spain,1998-04-01,72.3
EST,Estonia,1998-04-01,61.9
FIN,Finland,1998-04-01,78.9
FRA,France,1998-04-01,81.3
GBR,United Kingdom,1998-04-01,77.3
GRC,Greece,1998-04-01,72.2
HRV,Croatia,1998-04-01,66.0
HUN,Hungary,1998-04-01,44.1
IRL,Ireland,1998-04-01,68.7
ISL,Iceland,1998-04-01,42.5
ISR,Israel,1998-04-01,74.8
ITA,Italy,1998-04-01,73.6
JPN,Japan,1998-04-01,104.5
KOR,"Korea, Rep.",1998-04-01,68.5
LTU,Lithuania,1998-04-01,76.4
LUX,Luxembourg,1998-04-01,72.3
LVA,Latvia,1998-04-01,59.2
MEX,Mexico,1998-04-01,44.2
MLT,Malta,1998-04-01,72.4
NGA,Nigeria,1998-04-01,34.0
NLD,Netherlands,1998-04-01,72.9
NOR,Norway,1998-04-01,73.8
NZL,New Zealand,1998-04-01,72.2
PER,Peru,1998-04-01,51.5
POL,Poland,1998-04-01,63.1
PRT,Portugal,1998-04-01,69.3
PRY,Paraguay,1998-04-01,31.8
SGP,Singapore,1998-04-01,72.3
SVK,Slovakia,1998-04-01,50.4
SWE,Sweden,1998-04-01,87.0
THA,Thailand,1998-04-01,85.8
TTO,Trinidad and Tobago,1998-04-01,66.9
TUR,Turkey,1998-04-01,5.3
TWN,"Taiwan, China",1998-04-01,89.3
USA,United States,1998-04-01,71.4
AUS,Australia,1998-07-01,65.0
AUT,Austria,1998-07-01,74.3
BEL,Belgium,1998-07-01,75.5
BRA,Brazil,1998-07-01,2721990.5
CAN,Canada,1998-07-01,75.7
CHE,Switzerland,1998-07-01,93.5
COL,Colombia,1998-07-01,44.8
CYP,Cyprus,1998-07-01,81.5
CZE,Czech Republic,1998-07-01,84.7
DEU,Germany,1998-07-01,83.0
DNK,Denmark,1998-07-01,74.3
ESP,Spain,1998-07-01,72.9
EST,Estonia,1998-07-01,62.6
FIN,Finland,1998-07-01,79.0
FRA,France,1998-07-01,81.3
GBR,United Kingdom,1998-07-01,77.2
GRC,Greece,1998-07-01,71.9
HRV,Croatia,1998-07-01,66.7
HUN,Hungary,1998-07-01,44.7
IRL,Ireland,1998-07-01,69.1
ISL,Iceland,1998-07-01,42.4
ISR,Israel,1998-07-01,75.5
ITA,Italy,1998-07-01,73.9
JPN,Japan,1998-07-01,104.2
KOR,"Korea, Rep.",1998-07-01,68.2
LTU,Lithuania,1998-07-01,77.9
LUX,Luxembourg,1998-07-01,72.5
LVA,Latvia,1998-07-01,60.0
MEX,Mexico,1998-07-01,45.6
MLT,Malta,1998-07-01,73.0
NGA,Nigeria,1998-07-01,34.1
NLD,Netherlands,1998-07-01,73.3
NOR,Norway,1998-07-01,73.9
NZL,New Zealand,1998-07-01,72.5
PER,Peru,1998-07-01,52.5
POL,Poland,1998-07-01,64.4
PRT,Portugal,1998-07-01,69.6
PRY,Paraguay,1998-07-01,33.0
SGP,Singapore,1998-07-01,72.2
SVK,Slovakia,1998-07-01,50.7
SWE,Sweden,1998-07-01,86.4
