Country Code,Country,Date,GDP_Deflator_Index
THA,Thailand,2011-07-01,102.9
TUR,"Türkiye, Rep of",2011-07-01,108.9
TWN,"Taiwan, China",2011-07-01,91.8
TZA,"Tanzania, United Rep.",2011-07-01,73.6
UKR,Ukraine,2011-07-01,47.7
USA,United States,2011-07-01,102.5
VNM,Vietnam,2011-07-01,123.1
ZAF,South Africa,2011-07-01,106.7
ALB,Albania,2011-10-01,106.2
ARG,Argentina,2011-10-01,133.1
AUS,Australia,2011-10-01,104.5
AUT,Austria,2011-10-01,102.0
AZE,Azerbaijan,2011-10-01,208.9
BEL,Belgium,2011-10-01,102.4
BGR,Bulgaria,2011-10-01,102.4
BHR,Bahrain,2011-10-01,110.5
BIH,Bosnia and Herzegovina,2011-10-01,98.4
BLR,Belarus,2011-10-01,35.0
BOL,Bolivia,2011-10-01,485.5
BRA,Brazil,2011-10-01,110.8
BRN,Brunei Darussalam,2011-10-01,123.1
BWA,Botswana,2011-10-01,80.6
CAN,Canada,2011-10-01,104.1
CHE,Switzerland,2011-10-01,100.0
CHL,Chile,2011-10-01,104.0
CHN,China,2011-10-01,85.8
COL,Colombia,2011-10-01,109.0
CRI,Costa Rica,2011-10-01,106.8
CYP,Cyprus,2011-10-01,101.8
CZE,Czech Republic,2011-10-01,100.8
DEU,Germany,2011-10-01,101.8
DNK,Denmark,2011-10-01,100.9
DOM,Dominican Republic,2011-10-01,135.4
ECU,Equador,2011-10-01,109.4
EGY,"Egypt, Arab Rep.",2011-10-01,58.7
ESP,Spain,2011-10-01,99.6
EST,Estonia,2011-10-01,107.2
FIN,Finland,2011-10-01,103.5
FRA,France,2011-10-01,101.3
GBR,United Kingdom,2011-10-01,102.8
GRC,Greece,2011-10-01,101.9
GTM,Guatemala,2011-10-01,95.6
HKG,"Hong Kong SAR, China",2011-10-01,80.6
HND,Honduras,2011-10-01,111.2
HRV,Croatia,2011-10-01,102.1
HUN,Hungary,2011-10-01,103.4
IDN,Indonesia,2011-10-01,109.8
IND,India,2011-10-01,111.1
IRL,Ireland,2011-10-01,100.9
IRN,"Iran, Islamic Rep.",2011-10-01,50.4
ISL,Iceland,2011-10-01,103.3
ISR,Israel,2011-10-01,102.1
ITA,Italy,2011-10-01,102.4
JOR,Jordan,2011-10-01,109.0
JPN,Japan,2011-10-01,98.0
KAZ,Kazakhstan,2011-10-01,127.5
KEN,Kenya,2011-10-01,117.2
KOR,"Korea, Rep.",2011-10-01,102.9
KWT,Kuwait,2011-10-01,119.4
LKA,Sri Lanka,2011-10-01,71.0
LSO,Lesotho,2011-10-01,112.3
LTU,Lithuania,2011-10-01,106.1
LUX,Luxembourg,2011-10-01,104.4
LVA,Latvia,2011-10-01,108.8
MAC,"Macao SAR, China",2011-10-01,71.9
MEX,Mexico,2011-10-01,109.1
MKD,North Macedonia,2011-10-01,104.4
MLT,Malta,2011-10-01,102.1
NGA,Nigeria,2011-10-01,111.5
NIC,Nicaragua,2011-10-01,164.1
NLD,Netherlands,2011-10-01,100.8
NOR,Norway,2011-10-01,108.6
NZL,New Zealand,2011-10-01,103.1
PAN,Panama,2011-10-01,82.3
PER,Peru,2011-10-01,117.4
PHL,Philippines,2011-10-01,90.0
POL,Poland,2011-10-01,104.5
PRT,Portugal,2011-10-01,99.4
PRY,Paraguay,2011-10-01,89.2
QAT,Qatar,2011-10-01,0.0
ROU,Romania,2011-10-01,107.5
RUS,Russian Federation,2011-10-01,52.3
RWA,Rwanda,2011-10-01,79.1
SAU,Saudi Arabia,2011-10-01,114.2
SEN,Senegal,2011-10-01,101.5
SGP,Singapore,2011-10-01,98.2
SLV,El Salvador,2011-10-01,98.2
SRB,Serbia,2011-10-01,110.0
SVK,Slovakia,2011-10-01,102.3
SVN,Slovenia,2011-10-01,101.1
SWE,Sweden,2011-10-01,101.3
THA,Thailand,2011-10-01,100.5
TUR,"Türkiye, Rep of",2011-10-01,111.6
TWN,"Taiwan, China",2011-10-01,91.2
TZA,"Tanzania, United Rep.",2011-10-01,75.8
UKR,Ukraine,2011-10-01,49.2
USA,United States,2011-10-01,102.6
VNM,Vietnam,2011-10-01,122.3
ZAF,South Africa,2011-10-01,108.0
ALB,Albania,2012-01-01,103.0
ARG,Argentina,2012-01-01,140.1
AUS,Australia,2012-01-01,103.8
AUT,Austria,2012-01-01,103.1
AZE,Azerbaijan,2012-01-01,253.4
BEL,Belgium,2012-01-01,103.6
BGR,Bulgaria,2012-01-01,105.1
BHR,Bahrain,2012-01-01,113.3
BIH,Bosnia and Herzegovina,2012-01-01,98.4
BLR,Belarus,2012-01-01,39.6
BOL,Bolivia,2012-01-01,528.1
BRA,Brazil,2012-01-01,115.7
BRN,Brunei Darussalam,2012-01-01,126.6
BWA,Botswana,2012-01-01,74.3
CAN,Canada,2012-01-01,104.2
CHE,Switzerland,2012-01-01,100.2
CHL,Chile,2012-01-01,103.9
CHN,China,2012-01-01,85.3
COL,Colombia,2012-01-01,109.3
CRI,Costa Rica,2012-01-01,108.0
CYP,Cyprus,2012-01-01,102.5
CZE,Czech Republic,2012-01-01,100.8
DEU,Germany,2012-01-01,101.9
DNK,Denmark,2012-01-01,102.0
DOM,Dominican Republic,2012-01-01,135.1
ECU,Equador,2012-01-01,112.2
EGY,"Egypt, Arab Rep.",2012-01-01,54.4
ESP,Spain,2012-01-01,100.1
EST,Estonia,2012-01-01,108.4
FIN,Finland,2012-01-01,104.9
FRA,France,2012-01-01,101.6
GBR,United Kingdom,2012-01-01,103.2
GRC,Greece,2012-01-01,100.6
GTM,Guatemala,2012-01-01,97.0
HKG,"Hong Kong SAR, China",2012-01-01,81.1
HND,Honduras,2012-01-01,111.7
HRV,Croatia,2012-01-01,102.0
HUN,Hungary,2012-01-01,103.4
IDN,Indonesia,2012-01-01,111.2
IND,India,2012-01-01,113.4
IRL,Ireland,2012-01-01,104.5
IRN,"Iran, Islamic Rep.",2012-01-01,54.0
ISL,Iceland,2012-01-01,105.3
ISR,Israel,2012-01-01,102.6
ITA,Italy,2012-01-01,102.7
JOR,Jordan,2012-01-01,108.4
JPN,Japan,2012-01-01,98.0
KAZ,Kazakhstan,2012-01-01,124.6
KEN,Kenya,2012-01-01,115.5
KOR,"Korea, Rep.",2012-01-01,102.7
KWT,Kuwait,2012-01-01,127.8
LBN,Lebanon,2012-01-01,92.0
LKA,Sri Lanka,2012-01-01,87.0
LSO,Lesotho,2012-01-01,106.4
LTU,Lithuania,2012-01-01,107.8
LUX,Luxembourg,2012-01-01,105.3
LVA,Latvia,2012-01-01,108.1
MAC,"Macao SAR, China",2012-01-01,73.7
MEX,Mexico,2012-01-01,109.5
MKD,North Macedonia,2012-01-01,103.5
MLT,Malta,2012-01-01,102.7
NGA,Nigeria,2012-01-01,117.8
NIC,Nicaragua,2012-01-01,166.5
NLD,Netherlands,2012-01-01,101.0
NOR,Norway,2012-01-01,111.0
NZL,New Zealand,2012-01-01,102.9
PAN,Panama,2012-01-01,83.5
PER,Peru,2012-01-01,116.8
PHL,Philippines,2012-01-01,87.3
POL,Poland,2012-01-01,104.5
PRT,Portugal,2012-01-01,99.0
PRY,Paraguay,2012-01-01,91.5
QAT,Qatar,2012-01-01,0.0
ROU,Romania,2012-01-01,102.6
RUS,Russian Federation,2012-01-01,54.4
RWA,Rwanda,2012-01-01,79.6
SAU,Saudi Arabia,2012-01-01,123.2
SEN,Senegal,2012-01-01,101.2
SGP,Singapore,2012-01-01,98.7
SLV,El Salvador,2012-01-01,98.4
SRB,Serbia,2012-01-01,111.2
SVK,Slovakia,2012-01-01,102.5
SVN,Slovenia,2012-01-01,101.0
SWE,Sweden,2012-01-01,101.3
THA,Thailand,2012-01-01,104.7
TUR,"Türkiye, Rep of",2012-01-01,113.7
TWN,"Taiwan, China",2012-01-01,95.5
TZA,"Tanzania, United Rep.",2012-01-01,78.2
UKR,Ukraine,2012-01-01,48.4
USA,United States,2012-01-01,103.2
VNM,Vietnam,2012-01-01,133.3
ZAF,South Africa,2012-01-01,108.8
ALB,Albania,2012-04-01,101.9
ARG,Argentina,2012-04-01,148.7
AUS,Australia,2012-04-01,104.5
AUT,Austria,2012-04-01,103.6
AZE,Azerbaijan,2012-04-01,223.8
BEL,Belgium,2012-04-01,103.7
BGR,Bulgaria,2012-04-01,108.1
BHR,Bahrain,2012-04-01,111.6
BIH,Bosnia and Herzegovina,2012-04-01,99.4
BLR,Belarus,2012-04-01,45.9
BOL,Bolivia,2012-04-01,500.9
BRA,Brazil,2012-04-01,116.2
BRN,Brunei Darussalam,2012-04-01,123.5
BWA,Botswana,2012-04-01,79.8
CAN,Canada,2012-04-01,104.1
CHE,Switzerland,2012-04-01,100.2
CHL,Chile,2012-04-01,103.2
CHN,China,2012-04-01,87.7
COL,Colombia,2012-04-01,110.0
CRI,Costa Rica,2012-04-01,108.5
CYP,Cyprus,2012-04-01,103.1
CZE,Czech Republic,2012-04-01,101.3
DEU,Germany,2012-04-01,102.1
DNK,Denmark,2012-04-01,103.0
DOM,Dominican Republic,2012-04-01,135.4
ECU,Equador,2012-04-01,112.4
EGY,"Egypt, Arab Rep.",2012-04-01,59.0
ESP,Spain,2012-04-01,100.1
EST,Estonia,2012-04-01,109.7
FIN,Finland,2012-04-01,105.4
FRA,France,2012-04-01,102.1
GBR,United Kingdom,2012-04-01,103.4
GRC,Greece,2012-04-01,100.8
GTM,Guatemala,2012-04-01,95.6
HKG,"Hong Kong SAR, China",2012-04-01,80.5
HND,Honduras,2012-04-01,112.0
HRV,Croatia,2012-04-01,102.9
HUN,Hungary,2012-04-01,104.0
IDN,Indonesia,2012-04-01,112.2
IND,India,2012-04-01,116.4
IRL,Ireland,2012-04-01,103.2
IRN,"Iran, Islamic Rep.",2012-04-01,55.7
ISL,Iceland,2012-04-01,107.5
ISR,Israel,2012-04-01,104.8
ITA,Italy,2012-04-01,103.1
JOR,Jordan,2012-04-01,110.0
JPN,Japan,2012-04-01,97.6
KAZ,Kazakhstan,2012-04-01,127.0
KEN,Kenya,2012-04-01,119.8
KOR,"Korea, Rep.",2012-04-01,102.3
KWT,Kuwait,2012-04-01,123.9
LBN,Lebanon,2012-04-01,93.0
LKA,Sri Lanka,2012-04-01,85.0
LSO,Lesotho,2012-04-01,114.6
LTU,Lithuania,2012-04-01,107.8
LUX,Luxembourg,2012-04-01,106.1
LVA,Latvia,2012-04-01,110.3
MAC,"Macao SAR, China",2012-04-01,73.9
MEX,Mexico,2012-04-01,110.4
MKD,North Macedonia,2012-04-01,102.7
MLT,Malta,2012-04-01,103.1
NGA,Nigeria,2012-04-01,123.5
NIC,Nicaragua,2012-04-01,166.2
NLD,Netherlands,2012-04-01,101.3
NOR,Norway,2012-04-01,109.9
NZL,New Zealand,2012-04-01,103.9
PAN,Panama,2012-04-01,85.1
PER,Peru,2012-04-01,117.8
PHL,Philippines,2012-04-01,87.4
POL,Poland,2012-04-01,105.7
PRT,Portugal,2012-04-01,98.5
PRY,Paraguay,2012-04-01,92.2
QAT,Qatar,2012-04-01,0.0
ROU,Romania,2012-04-01,106.7
RUS,Russian Federation,2012-04-01,54.9
RWA,Rwanda,2012-04-01,81.8
SAU,Saudi Arabia,2012-04-01,120.1
SEN,Senegal,2012-04-01,101.1
SGP,Singapore,2012-04-01,97.4
SLV,El Salvador,2012-04-01,97.9
SRB,Serbia,2012-04-01,113.6
SVK,Slovakia,2012-04-01,102.7
SVN,Slovenia,2012-04-01,102.0
SWE,Sweden,2012-04-01,102.3
THA,Thailand,2012-04-01,105.7
TUR,"Türkiye, Rep of",2012-04-01,116.1
TWN,"Taiwan, China",2012-04-01,92.1
TZA,"Tanzania, United Rep.",2012-04-01,79.5
UKR,Ukraine,2012-04-01,51.2
USA,United States,2012-04-01,103.7
VNM,Vietnam,2012-04-01,135.1
ZAF,South Africa,2012-04-01,110.1
ALB,Albania,2012-07-01,103.3
ARG,Argentina,2012-07-01,155.1
AUS,Australia,2012-07-01,104.1
AUT,Austria,2012-07-01,104.1
AZE,Azerbaijan,2012-07-01,181.6
BEL,Belgium,2012-07-01,103.7
BGR,Bulgaria,2012-07-01,108.2
BHR,Bahrain,2012-07-01,112.7
BIH,Bosnia and Herzegovina,2012-07-01,99.8
BLR,Belarus,2012-07-01,46.2
BOL,Bolivia,2012-07-01,518.0
BRA,Brazil,2012-07-01,117.5
BRN,Brunei Darussalam,2012-07-01,117.8
BWA,Botswana,2012-07-01,79.8
CAN,Canada,2012-07-01,104.6
CHE,Switzerland,2012-07-01,99.7
CHL,Chile,2012-07-01,103.7
CHN,China,2012-07-01,87.3
COL,Colombia,2012-07-01,110.1
CRI,Costa Rica,2012-07-01,109.7
CYP,Cyprus,2012-07-01,103.6
CZE,Czech Republic,2012-07-01,101.6
DEU,Germany,2012-07-01,102.9
DNK,Denmark,2012-07-01,103.5
DOM,Dominican Republic,2012-07-01,135.8
ECU,Equador,2012-07-01,112.5
EGY,"Egypt, Arab Rep.",2012-07-01,66.6
ESP,Spain,2012-07-01,100.1
EST,Estonia,2012-07-01,111.0
FIN,Finland,2012-07-01,106.0
FRA,France,2012-07-01,102.3
GBR,United Kingdom,2012-07-01,103.9
GRC,Greece,2012-07-01,100.5
GTM,Guatemala,2012-07-01,96.7
HKG,"Hong Kong SAR, China",2012-07-01,83.3
HND,Honduras,2012-07-01,112.3
HRV,Croatia,2012-07-01,103.3
HUN,Hungary,2012-07-01,105.3
IDN,Indonesia,2012-07-01,111.2
IND,India,2012-07-01,118.0
IRL,Ireland,2012-07-01,103.7
IRN,"Iran, Islamic Rep.",2012-07-01,55.2
ISL,Iceland,2012-07-01,106.7
ISR,Israel,2012-07-01,105.5
ITA,Italy,2012-07-01,103.3
JOR,Jordan,2012-07-01,111.5
JPN,Japan,2012-07-01,97.4
KAZ,Kazakhstan,2012-07-01,129.4
KEN,Kenya,2012-07-01,121.1
KOR,"Korea, Rep.",2012-07-01,102.3
KWT,Kuwait,2012-07-01,126.7
LBN,Lebanon,2012-07-01,93.0
LKA,Sri Lanka,2012-07-01,84.0
LSO,Lesotho,2012-07-01,112.0
LTU,Lithuania,2012-07-01,107.8
LUX,Luxembourg,2012-07-01,106.7
LVA,Latvia,2012-07-01,110.8
MAC,"Macao SAR, China",2012-07-01,75.0
MEX,Mexico,2012-07-01,111.3
MKD,North Macedonia,2012-07-01,107.5
MLT,Malta,2012-07-01,103.2
NGA,Nigeria,2012-07-01,118.0
NIC,Nicaragua,2012-07-01,168.5
NLD,Netherlands,2012-07-01,101.5
NOR,Norway,2012-07-01,109.8
NZL,New Zealand,2012-07-01,102.3
PAN,Panama,2012-07-01,85.8
PER,Peru,2012-07-01,117.9
PHL,Philippines,2012-07-01,89.7
POL,Poland,2012-07-01,105.9
PRT,Portugal,2012-07-01,99.4
PRY,Paraguay,2012-07-01,93.9
QAT,Qatar,2012-07-01,0.0
ROU,Romania,2012-07-01,109.9
RUS,Russian Federation,2012-07-01,56.8
RWA,Rwanda,2012-07-01,82.3
SAU,Saudi Arabia,2012-07-01,119.2
SEN,Senegal,2012-07-01,102.1
SGP,Singapore,2012-07-01,96.3
SLV,El Salvador,2012-07-01,97.8
SRB,Serbia,2012-07-01,117.2
SVK,Slovakia,2012-07-01,103.2
SVN,Slovenia,2012-07-01,101.3
SWE,Sweden,2012-07-01,102.0
THA,Thailand,2012-07-01,107.5
TUR,"Türkiye, Rep of",2012-07-01,116.9
TWN,"Taiwan, China",2012-07-01,92.7
TZA,"Tanzania, United Rep.",2012-07-01,80.2
UKR,Ukraine,2012-07-01,50.7
USA,United States,2012-07-01,104.2
VNM,Vietnam,2012-07-01,129.5
ZAF,South Africa,2012-07-01,111.0
ALB,Albania,2012-10-01,105.3
ARG,Argentina,2012-10-01,161.7
AUS,Australia,2012-10-01,104.1
AUT,Austria,2012-10-01,104.7
AZE,Azerbaijan,2012-10-01,177.7
BEL,Belgium,2012-10-01,104.2
BGR,Bulgaria,2012-10-01,108.4
BHR,Bahrain,2012-10-01,114.5
BIH,Bosnia and Herzegovina,2012-10-01,100.4
BLR,Belarus,2012-10-01,49.9
BOL,Bolivia,2012-10-01,530.7
BRA,Brazil,2012-10-01,119.2
BRN,Brunei Darussalam,2012-10-01,118.7
BWA,Botswana,2012-10-01,76.0
CAN,Canada,2012-10-01,105.2
CHE,Switzerland,2012-10-01,100.1
CHL,Chile,2012-10-01,105.8
CHN,China,2012-10-01,87.3
COL,Colombia,2012-10-01,111.6
CRI,Costa Rica,2012-10-01,111.9
CYP,Cyprus,2012-10-01,104.2
CZE,Czech Republic,2012-10-01,101.9
DEU,Germany,2012-10-01,103.4
DNK,Denmark,2012-10-01,103.7
DOM,Dominican Republic,2012-10-01,140.9
ECU,Equador,2012-10-01,111.8
EGY,"Egypt, Arab Rep.",2012-10-01,62.8
ESP,Spain,2012-10-01,99.2
EST,Estonia,2012-10-01,110.7
FIN,Finland,2012-10-01,106.5
FRA,France,2012-10-01,102.4
GBR,United Kingdom,2012-10-01,104.5
GRC,Greece,2012-10-01,100.5
GTM,Guatemala,2012-10-01,97.7
HKG,"Hong Kong SAR, China",2012-10-01,83.7
HND,Honduras,2012-10-01,110.9
HRV,Croatia,2012-10-01,104.1
HUN,Hungary,2012-10-01,106.0
IDN,Indonesia,2012-10-01,111.5
IND,India,2012-10-01,119.8
IRL,Ireland,2012-10-01,101.6
IRN,"Iran, Islamic Rep.",2012-10-01,62.8
ISL,Iceland,2012-10-01,107.1
ISR,Israel,2012-10-01,106.0
ITA,Italy,2012-10-01,103.7
JOR,Jordan,2012-10-01,113.3
JPN,Japan,2012-10-01,97.4
KAZ,Kazakhstan,2012-10-01,129.6
KEN,Kenya,2012-10-01,125.7
KOR,"Korea, Rep.",2012-10-01,103.0
KWT,Kuwait,2012-10-01,125.6
LBN,Lebanon,2012-10-01,98.0
LKA,Sri Lanka,2012-10-01,80.0
LSO,Lesotho,2012-10-01,114.9
LTU,Lithuania,2012-10-01,108.9
LUX,Luxembourg,2012-10-01,107.7
LVA,Latvia,2012-10-01,112.2
MAC,"Macao SAR, China",2012-10-01,76.9
MEX,Mexico,2012-10-01,111.0
MKD,North Macedonia,2012-10-01,104.9
MLT,Malta,2012-10-01,104.2
NGA,Nigeria,2012-10-01,118.0
NIC,Nicaragua,2012-10-01,170.4
NLD,Netherlands,2012-10-01,102.8
NOR,Norway,2012-10-01,110.3
NZL,New Zealand,2012-10-01,101.4
PAN,Panama,2012-10-01,86.9
PER,Peru,2012-10-01,118.8
PHL,Philippines,2012-10-01,91.6
POL,Poland,2012-10-01,105.3
PRT,Portugal,2012-10-01,100.6
PRY,Paraguay,2012-10-01,95.1
QAT,Qatar,2012-10-01,0.0
ROU,Romania,2012-10-01,112.4
RUS,Russian Federation,2012-10-01,56.6
RWA,Rwanda,2012-10-01,82.2
SAU,Saudi Arabia,2012-10-01,117.6
SEN,Senegal,2012-10-01,102.6
SGP,Singapore,2012-10-01,98.4
SLV,El Salvador,2012-10-01,99.7
SRB,Serbia,2012-10-01,120.3
SVK,Slovakia,2012-10-01,103.4
SVN,Slovenia,2012-10-01,102.2
SWE,Sweden,2012-10-01,102.5
THA,Thailand,2012-10-01,108.7
TUR,"Türkiye, Rep of",2012-10-01,119.4
TWN,"Taiwan, China",2012-10-01,91.9
TZA,"Tanzania, United Rep.",2012-10-01,81.6
UKR,Ukraine,2012-10-01,52.7
USA,United States,2012-10-01,104.7
VNM,Vietnam,2012-10-01,132.0
ZAF,South Africa,2012-10-01,112.1
ALB,Albania,2013-01-01,105.4
ARG,Argentina,2013-01-01,170.7
AUS,Australia,2013-01-01,104.6
AUT,Austria,2013-01-01,104.7
AZE,Azerbaijan,2013-01-01,246.8
BEL,Belgium,2013-01-01,104.8
BGR,Bulgaria,2013-01-01,108.6
BHR,Bahrain,2013-01-01,113.1
BIH,Bosnia and Herzegovina,2013-01-01,100.5
BLR,Belarus,2013-01-01,49.1
BOL,Bolivia,2013-01-01,575.6
BRA,Brazil,2013-01-01,122.3
BRN,Brunei Darussalam,2013-01-01,119.5
BWA,Botswana,2013-01-01,75.4
CAN,Canada,2013-01-01,106.1
CHE,Switzerland,2013-01-01,100.0
CHL,Chile,2013-01-01,105.2
CHN,China,2013-01-01,87.2
COL,Colombia,2013-01-01,111.1
CRI,Costa Rica,2013-01-01,112.2
CYP,Cyprus,2013-01-01,100.9
CZE,Czech Republic,2013-01-01,102.0
DEU,Germany,2013-01-01,104.1
DNK,Denmark,2013-01-01,103.6
DOM,Dominican Republic,2013-01-01,140.3
ECU,Equador,2013-01-01,114.3
EGY,"Egypt, Arab Rep.",2013-01-01,58.0
ESP,Spain,2013-01-01,100.5
EST,Estonia,2013-01-01,113.3
FIN,Finland,2013-01-01,107.6
FRA,France,2013-01-01,102.8
GBR,United Kingdom,2013-01-01,105.4
GRC,Greece,2013-01-01,100.3
GTM,Guatemala,2013-01-01,99.9
HKG,"Hong Kong SAR, China",2013-01-01,82.6
HND,Honduras,2013-01-01,112.9
HRV,Croatia,2013-01-01,104.7
HUN,Hungary,2013-01-01,106.8
IDN,Indonesia,2013-01-01,114.2
IND,India,2013-01-01,121.7
IRL,Ireland,2013-01-01,104.0
IRN,"Iran, Islamic Rep.",2013-01-01,69.9
ISL,Iceland,2013-01-01,109.4
ISR,Israel,2013-01-01,105.8
ITA,Italy,2013-01-01,103.8
JOR,Jordan,2013-01-01,115.8
JPN,Japan,2013-01-01,97.2
KAZ,Kazakhstan,2013-01-01,135.1
KEN,Kenya,2013-01-01,125.7
KOR,"Korea, Rep.",2013-01-01,103.3
KWT,Kuwait,2013-01-01,126.9
LBN,Lebanon,2013-01-01,96.0
LKA,Sri Lanka,2013-01-01,94.0
LSO,Lesotho,2013-01-01,119.9
LTU,Lithuania,2013-01-01,108.5
LUX,Luxembourg,2013-01-01,108.7
LVA,Latvia,2013-01-01,110.9
MAC,"Macao SAR, China",2013-01-01,79.1
MEX,Mexico,2013-01-01,111.7
MKD,North Macedonia,2013-01-01,105.2
MLT,Malta,2013-01-01,104.7
NGA,Nigeria,2013-01-01,125.9
NIC,Nicaragua,2013-01-01,175.5
NLD,Netherlands,2013-01-01,102.7
NOR,Norway,2013-01-01,112.0
NZL,New Zealand,2013-01-01,102.9
PAN,Panama,2013-01-01,90.0
PER,Peru,2013-01-01,117.2
PHL,Philippines,2013-01-01,88.6
POL,Poland,2013-01-01,105.2
PRT,Portugal,2013-01-01,100.9
PRY,Paraguay,2013-01-01,97.2
QAT,Qatar,2013-01-01,152.7
ROU,Romania,2013-01-01,108.9
RUS,Russian Federation,2013-01-01,58.0
RWA,Rwanda,2013-01-01,82.8
SAU,Saudi Arabia,2013-01-01,121.5
SEN,Senegal,2013-01-01,101.2
SGP,Singapore,2013-01-01,98.3
SLV,El Salvador,2013-01-01,98.5
SRB,Serbia,2013-01-01,121.3
SVK,Slovakia,2013-01-01,103.6
SVN,Slovenia,2013-01-01,102.9
SWE,Sweden,2013-01-01,102.5
THA,Thailand,2013-01-01,107.6
TUR,"Türkiye, Rep of",2013-01-01,119.8
TWN,"Taiwan, China",2013-01-01,96.6
TZA,"Tanzania, United Rep.",2013-01-01,86.0
UKR,Ukraine,2013-01-01,51.0
USA,United States,2013-01-01,105.2
VNM,Vietnam,2013-01-01,137.1
ZAF,South Africa,2013-01-01,114.6
ALB,Albania,2013-04-01,102.5
ARG,Argentina,2013-04-01,180.3
AUS,Australia,2013-04-01,105.3
AUT,Austria,2013-04-01,105.4
AZE,Azerbaijan,2013-04-01,221.2
BEL,Belgium,2013-04-01,105.1
BGR,Bulgaria,2013-04-01,107.0
BHR,Bahrain,2013-04-01,111.7
BIH,Bosnia and Herzegovina,2013-04-01,99.5
BLR,Belarus,2013-04-01,54.9
BOL,Bolivia,2013-04-01,533.4
BRA,Brazil,2013-04-01,124.8
BRN,Brunei Darussalam,2013-04-01,117.1
BWA,Botswana,2013-04-01,81.7
CAN,Canada,2013-04-01,106.0
CHE,Switzerland,2013-04-01,100.0
CHL,Chile,2013-04-01,105.4
CHN,China,2013-04-01,89.1
COL,Colombia,2013-04-01,112.1
CRI,Costa Rica,2013-04-01,114.9
CYP,Cyprus,2013-04-01,104.2
CZE,Czech Republic,2013-04-01,102.3
DEU,Germany,2013-04-01,104.4
DNK,Denmark,2013-04-01,103.7
DOM,Dominican Republic,2013-04-01,140.5
ECU,Equador,2013-04-01,113.7
EGY,"Egypt, Arab Rep.",2013-04-01,60.2
ESP,Spain,2013-04-01,100.3
EST,Estonia,2013-04-01,114.0
FIN,Finland,2013-04-01,108.3
FRA,France,2013-04-01,102.9
GBR,United Kingdom,2013-04-01,105.7
GRC,Greece,2013-04-01,99.3
GTM,Guatemala,2013-04-01,99.0
HKG,"Hong Kong SAR, China",2013-04-01,81.1
HND,Honduras,2013-04-01,112.5
HRV,Croatia,2013-04-01,104.0
HUN,Hungary,2013-04-01,108.2
IDN,Indonesia,2013-04-01,115.3
IND,India,2013-04-01,123.3
IRL,Ireland,2013-04-01,104.4
IRN,"Iran, Islamic Rep.",2013-04-01,77.7
ISL,Iceland,2013-04-01,108.8
ISR,Israel,2013-04-01,106.4
ITA,Italy,2013-04-01,104.4
JOR,Jordan,2013-04-01,117.3
JPN,Japan,2013-04-01,97.2
KAZ,Kazakhstan,2013-04-01,135.4
KEN,Kenya,2013-04-01,127.8
KOR,"Korea, Rep.",2013-04-01,103.4
KWT,Kuwait,2013-04-01,122.7
LBN,Lebanon,2013-04-01,96.0
LKA,Sri Lanka,2013-04-01,90.0
LSO,Lesotho,2013-04-01,119.3
LTU,Lithuania,2013-04-01,109.8
LUX,Luxembourg,2013-04-01,108.3
LVA,Latvia,2013-04-01,112.1
MAC,"Macao SAR, China",2013-04-01,79.2
MEX,Mexico,2013-04-01,111.5
MKD,North Macedonia,2013-04-01,110.9
MLT,Malta,2013-04-01,105.6
NGA,Nigeria,2013-04-01,132.0
NIC,Nicaragua,2013-04-01,176.6
NLD,Netherlands,2013-04-01,103.4
NOR,Norway,2013-04-01,111.8
NZL,New Zealand,2013-04-01,104.4
PAN,Panama,2013-04-01,89.8
PER,Peru,2013-04-01,118.1
PHL,Philippines,2013-04-01,88.4
POL,Poland,2013-04-01,105.5
PRT,Portugal,2013-04-01,101.0
PRY,Paraguay,2013-04-01,96.0
QAT,Qatar,2013-04-01,118.8
ROU,Romania,2013-04-01,109.5
RUS,Russian Federation,2013-04-01,57.5
RWA,Rwanda,2013-04-01,83.0
SAU,Saudi Arabia,2013-04-01,119.9
SEN,Senegal,2013-04-01,102.4
SGP,Singapore,2013-04-01,96.2
SLV,El Salvador,2013-04-01,98.6
SRB,Serbia,2013-04-01,121.3
SVK,Slovakia,2013-04-01,103.6
SVN,Slovenia,2013-04-01,103.5
SWE,Sweden,2013-04-01,102.7
THA,Thailand,2013-04-01,108.1
TUR,"Türkiye, Rep of",2013-04-01,122.9
TWN,"Taiwan, China",2013-04-01,93.8
TZA,"Tanzania, United Rep.",2013-04-01,87.0
UKR,Ukraine,2013-04-01,53.1
USA,United States,2013-04-01,105.4
VNM,Vietnam,2013-04-01,139.8
ZAF,South Africa,2013-04-01,116.2
ALB,Albania,2013-07-01,103.1
ARG,Argentina,2013-07-01,191.7
AUS,Australia,2013-07-01,105.6
AUT,Austria,2013-07-01,106.0
AZE,Azerbaijan,2013-07-01,186.0
BEL,Belgium,2013-07-01,105.0
BGR,Bulgaria,2013-07-01,106.1
BHR,Bahrain,2013-07-01,114.1
BIH,Bosnia and Herzegovina,2013-07-01,100.4
BLR,Belarus,2013-07-01,57.2
BOL,Bolivia,2013-07-01,549.1
BRA,Brazil,2013-07-01,126.5
BRN,Brunei Darussalam,2013-07-01,116.7
BWA,Botswana,2013-07-01,79.7
CAN,Canada,2013-07-01,106.6
CHE,Switzerland,2013-07-01,99.8
