Country Code,Country,Date,Producer_Price_Inflation
SGP,Singapore,1990-01-01,3.9
SWE,Sweden,1990-01-01,4.5
THA,Thailand,1990-01-01,3.5
TTO,Trinidad and Tobago,1990-01-01,1.4
TUR,Turkey,1990-01-01,52.3
TWN,"Taiwan, China",1990-01-01,-0.6
URY,Uruguay,1990-01-01,107.7
USA,United States,1990-01-01,3.6
ZAF,South Africa,1990-01-01,11.8
ZMB,Zambia,1990-01-01,117.0
AUS,Australia,1991-01-01,1.5
AUT,Austria,1991-01-01,0.9
BEL,Belgium,1991-01-01,-1.0
BGR,Bulgaria,1991-01-01,296.3
CAF,Central African Republic,1991-01-01,-1.1
CAN,Canada,1991-01-01,-1.0
CHE,Switzerland,1991-01-01,1.3
COL,Colombia,1991-01-01,27.6
CYP,Cyprus,1991-01-01,17.2
DEU,Germany,1991-01-01,2.4
DNK,Denmark,1991-01-01,0.9
ESP,Spain,1991-01-01,1.5
FIN,Finland,1991-01-01,0.3
GBR,United Kingdom,1991-01-01,5.3
GRC,Greece,1991-01-01,4.8
HKG,"Hong Kong SAR, China",1991-01-01,3.5
HUN,Hungary,1991-01-01,34.4
IND,India,1991-01-01,13.5
IRL,Ireland,1991-01-01,0.9
ISR,Israel,1991-01-01,16.0
ITA,Italy,1991-01-01,3.3
JPN,Japan,1991-01-01,1.0
KOR,"Korea, Rep.",1991-01-01,4.7
LUX,Luxembourg,1991-01-01,-2.6
MEX,Mexico,1991-01-01,21.6
MYS,Malaysia,1991-01-01,4.0
NLD,Netherlands,1991-01-01,0.4
NOR,Norway,1991-01-01,2.4
NZL,New Zealand,1991-01-01,0.8
PER,Peru,1991-01-01,306.3
POL,Poland,1991-01-01,48.8
ROU,Romania,1991-01-01,240.7
SGP,Singapore,1991-01-01,-7.4
SWE,Sweden,1991-01-01,1.4
THA,Thailand,1991-01-01,6.8
TTO,Trinidad and Tobago,1991-01-01,0.2
TUR,Turkey,1991-01-01,55.4
TWN,"Taiwan, China",1991-01-01,0.2
URY,Uruguay,1991-01-01,87.6
USA,United States,1991-01-01,0.2
ZAF,South Africa,1991-01-01,11.3
ZMB,Zambia,1991-01-01,93.0
ARM,Armenia,1992-01-01,800.0
AUS,Australia,1992-01-01,1.5
AUT,Austria,1992-01-01,-0.2
BEL,Belgium,1992-01-01,-1.8
BGR,Bulgaria,1992-01-01,-60.7
CAN,Canada,1992-01-01,0.5
CHE,Switzerland,1992-01-01,0.7
COL,Colombia,1992-01-01,20.1
CRI,Costa Rica,1992-01-01,18.4
DEU,Germany,1992-01-01,1.4
DNK,Denmark,1992-01-01,-1.1
ESP,Spain,1992-01-01,1.3
FIN,Finland,1992-01-01,1.1
GBR,United Kingdom,1992-01-01,3.1
HKG,"Hong Kong SAR, China",1992-01-01,1.9
HUN,Hungary,1992-01-01,10.0
IND,India,1992-01-01,11.9
IRL,Ireland,1992-01-01,1.6
IRN,"Iran, Islamic Rep.",1992-01-01,28.7
ISR,Israel,1992-01-01,10.2
ITA,Italy,1992-01-01,1.9
JPN,Japan,1992-01-01,-0.9
KOR,"Korea, Rep.",1992-01-01,2.2
LUX,Luxembourg,1992-01-01,-2.7
MEX,Mexico,1992-01-01,12.3
MYS,Malaysia,1992-01-01,1.1
NLD,Netherlands,1992-01-01,-1.2
NOR,Norway,1992-01-01,-0.4
NZL,New Zealand,1992-01-01,2.1
PER,Peru,1992-01-01,57.2
POL,Poland,1992-01-01,27.7
ROU,Romania,1992-01-01,203.6
SGP,Singapore,1992-01-01,-6.7
SWE,Sweden,1992-01-01,-1.3
THA,Thailand,1992-01-01,0.2
TTO,Trinidad and Tobago,1992-01-01,0.8
TUR,Turkey,1992-01-01,62.1
TWN,"Taiwan, China",1992-01-01,-3.7
URY,Uruguay,1992-01-01,58.3
USA,United States,1992-01-01,0.6
ZAF,South Africa,1992-01-01,7.6
ZMB,Zambia,1992-01-01,131.7
ARM,Armenia,1993-01-01,764.4
AUS,Australia,1993-01-01,2.0
AUT,Austria,1993-01-01,-0.4
BEL,Belgium,1993-01-01,-2.5
BGR,Bulgaria,1993-01-01,-82.8
BRA,Brazil,1993-01-01,2068.3
CAN,Canada,1993-01-01,3.6
CHE,Switzerland,1993-01-01,0.4
COL,Colombia,1993-01-01,14.2
CRI,Costa Rica,1993-01-01,5.2
CZE,Czech Republic,1993-01-01,9.2
DEU,Germany,1993-01-01,0.2
DNK,Denmark,1993-01-01,-0.5
ESP,Spain,1993-01-01,2.5
FIN,Finland,1993-01-01,3.0
GBR,United Kingdom,1993-01-01,4.0
HKG,"Hong Kong SAR, China",1993-01-01,0.7
HRV,Croatia,1993-01-01,1510.2
HUN,Hungary,1993-01-01,13.9
IND,India,1993-01-01,7.5
IRL,Ireland,1993-01-01,4.6
IRN,"Iran, Islamic Rep.",1993-01-01,22.3
ISR,Israel,1993-01-01,8.2
ITA,Italy,1993-01-01,3.8
JPN,Japan,1993-01-01,-1.6
KOR,"Korea, Rep.",1993-01-01,1.5
LTU,Lithuania,1993-01-01,392.9
LUX,Luxembourg,1993-01-01,-1.3
MEX,Mexico,1993-01-01,7.4
MLT,Malta,1993-01-01,2.0
MYS,Malaysia,1993-01-01,1.4
NLD,Netherlands,1993-01-01,-1.9
NOR,Norway,1993-01-01,-1.0
NZL,New Zealand,1993-01-01,2.5
PER,Peru,1993-01-01,47.6
POL,Poland,1993-01-01,32.2
ROU,Romania,1993-01-01,168.7
RUS,Russian Federation,1993-01-01,939.9
SGP,Singapore,1993-01-01,-3.9
SVN,Slovenia,1993-01-01,21.6
SWE,Sweden,1993-01-01,6.3
THA,Thailand,1993-01-01,-0.4
TTO,Trinidad and Tobago,1993-01-01,5.3
TUR,Turkey,1993-01-01,58.0
TWN,"Taiwan, China",1993-01-01,2.5
UKR,Ukraine,1993-01-01,14400.0
URY,Uruguay,1993-01-01,33.4
USA,United States,1993-01-01,1.5
ZAF,South Africa,1993-01-01,6.5
ARM,Armenia,1994-01-01,3950.3
AUS,Australia,1994-01-01,0.8
AUT,Austria,1994-01-01,1.3
BEL,Belgium,1994-01-01,1.6
BGR,Bulgaria,1994-01-01,1146.3
BLR,Belarus,1994-01-01,2200.0
BRA,Brazil,1994-01-01,2278.9
CAN,Canada,1994-01-01,6.1
CHE,Switzerland,1994-01-01,-0.5
COL,Colombia,1994-01-01,17.2
CRI,Costa Rica,1994-01-01,13.1
CYP,Cyprus,1994-01-01,30.5
CZE,Czech Republic,1994-01-01,2.5
DEU,Germany,1994-01-01,0.6
DNK,Denmark,1994-01-01,1.2
ESP,Spain,1994-01-01,4.3
FIN,Finland,1994-01-01,1.4
GBR,United Kingdom,1994-01-01,2.5
GRC,Greece,1994-01-01,-13.8
HKG,"Hong Kong SAR, China",1994-01-01,2.1
HRV,Croatia,1994-01-01,77.7
HUN,Hungary,1994-01-01,12.3
IND,India,1994-01-01,11.9
IRL,Ireland,1994-01-01,1.1
IRN,"Iran, Islamic Rep.",1994-01-01,29.9
ISR,Israel,1994-01-01,7.9
ITA,Italy,1994-01-01,3.7
JPN,Japan,1994-01-01,-1.6
KGZ,Kyrgyz Republic,1994-01-01,215.3
KOR,"Korea, Rep.",1994-01-01,2.7
LTU,Lithuania,1994-01-01,44.7
LUX,Luxembourg,1994-01-01,0.9
LVA,Latvia,1994-01-01,17.0
MEX,Mexico,1994-01-01,6.1
MKD,North Macedonia,1994-01-01,89.5
MLT,Malta,1994-01-01,7.1
MYS,Malaysia,1994-01-01,4.9
NLD,Netherlands,1994-01-01,0.8
NOR,Norway,1994-01-01,1.3
NZL,New Zealand,1994-01-01,1.4
PER,Peru,1994-01-01,17.9
PHL,Philippines,1994-01-01,4.1
POL,Poland,1994-01-01,30.1
ROU,Romania,1994-01-01,140.5
RUS,Russian Federation,1994-01-01,336.8
SGP,Singapore,1994-01-01,-3.4
SVK,Slovakia,1994-01-01,10.0
SVN,Slovenia,1994-01-01,17.7
SWE,Sweden,1994-01-01,4.8
THA,Thailand,1994-01-01,4.0
TTO,Trinidad and Tobago,1994-01-01,5.4
TUR,Turkey,1994-01-01,121.3
TWN,"Taiwan, China",1994-01-01,2.2
UKR,Ukraine,1994-01-01,1140.0
URY,Uruguay,1994-01-01,34.2
USA,United States,1994-01-01,1.3
ZAF,South Africa,1994-01-01,8.8
ARG,Argentina,1995-01-01,4.3
ARM,Armenia,1995-01-01,155.0
AUS,Australia,1995-01-01,3.6
AUT,Austria,1995-01-01,0.3
BEL,Belgium,1995-01-01,3.3
BGR,Bulgaria,1995-01-01,55.7
BLR,Belarus,1995-01-01,498.3
BRA,Brazil,1995-01-01,58.8
CAN,Canada,1995-01-01,7.4
CHE,Switzerland,1995-01-01,-0.1
COL,Colombia,1995-01-01,18.1
CRI,Costa Rica,1995-01-01,23.9
CZE,Czech Republic,1995-01-01,6.2
DEU,Germany,1995-01-01,1.7
DNK,Denmark,1995-01-01,2.9
ESP,Spain,1995-01-01,6.4
EST,Estonia,1995-01-01,25.6
FIN,Finland,1995-01-01,1.2
GBR,United Kingdom,1995-01-01,4.0
GRC,Greece,1995-01-01,31.4
HKG,"Hong Kong SAR, China",1995-01-01,2.9
HRV,Croatia,1995-01-01,0.8
HUN,Hungary,1995-01-01,28.5
IND,India,1995-01-01,10.2
IRL,Ireland,1995-01-01,2.6
IRN,"Iran, Islamic Rep.",1995-01-01,47.1
ISR,Israel,1995-01-01,10.7
ITA,Italy,1995-01-01,7.9
JPN,Japan,1995-01-01,-0.8
KAZ,Kazakhstan,1995-01-01,139.7
KGZ,Kyrgyz Republic,1995-01-01,21.8
KOR,"Korea, Rep.",1995-01-01,4.7
LTU,Lithuania,1995-01-01,28.3
LUX,Luxembourg,1995-01-01,3.9
LVA,Latvia,1995-01-01,11.9
MEX,Mexico,1995-01-01,38.6
MKD,North Macedonia,1995-01-01,4.7
MYS,Malaysia,1995-01-01,4.6
NLD,Netherlands,1995-01-01,2.7
NOR,Norway,1995-01-01,2.6
NZL,New Zealand,1995-01-01,0.8
PER,Peru,1995-01-01,10.5
PHL,Philippines,1995-01-01,4.2
POL,Poland,1995-01-01,25.5
ROU,Romania,1995-01-01,35.1
RUS,Russian Federation,1995-01-01,236.5
SGP,Singapore,1995-01-01,0.8
SVK,Slovakia,1995-01-01,9.0
SVN,Slovenia,1995-01-01,12.7
SWE,Sweden,1995-01-01,7.7
THA,Thailand,1995-01-01,6.1
TTO,Trinidad and Tobago,1995-01-01,3.5
TUR,Turkey,1995-01-01,86.0
TWN,"Taiwan, China",1995-01-01,7.4
UKR,Ukraine,1995-01-01,488.1
URY,Uruguay,1995-01-01,37.7
USA,United States,1995-01-01,3.6
ZAF,South Africa,1995-01-01,10.5
ARG,Argentina,1996-01-01,2.9
ARM,Armenia,1996-01-01,29.6
AUS,Australia,1996-01-01,0.8
AUT,Austria,1996-01-01,0.2
BEL,Belgium,1996-01-01,2.2
BGR,Bulgaria,1996-01-01,132.7
BLR,Belarus,1996-01-01,34.7
BRA,Brazil,1996-01-01,6.3
CAN,Canada,1996-01-01,0.4
CHE,Switzerland,1996-01-01,-1.8
COL,Colombia,1996-01-01,15.0
CRI,Costa Rica,1996-01-01,16.0
CZE,Czech Republic,1996-01-01,4.8
DEU,Germany,1996-01-01,-1.2
DNK,Denmark,1996-01-01,1.1
ESP,Spain,1996-01-01,1.7
EST,Estonia,1996-01-01,14.8
FIN,Finland,1996-01-01,-0.9
GBR,United Kingdom,1996-01-01,2.7
GRC,Greece,1996-01-01,5.7
HKG,"Hong Kong SAR, China",1996-01-01,-0.2
HRV,Croatia,1996-01-01,2.0
HUN,Hungary,1996-01-01,21.8
IND,India,1996-01-01,4.5
IRL,Ireland,1996-01-01,0.6
IRN,"Iran, Islamic Rep.",1996-01-01,31.8
ISR,Israel,1996-01-01,8.6
ITA,Italy,1996-01-01,1.9
JPN,Japan,1996-01-01,-1.7
KAZ,Kazakhstan,1996-01-01,23.7
KGZ,Kyrgyz Republic,1996-01-01,23.0
KOR,"Korea, Rep.",1996-01-01,3.2
LTU,Lithuania,1996-01-01,17.3
LUX,Luxembourg,1996-01-01,-3.1
LVA,Latvia,1996-01-01,13.7
MEX,Mexico,1996-01-01,33.9
MKD,North Macedonia,1996-01-01,-0.1
MYS,Malaysia,1996-01-01,2.3
NLD,Netherlands,1996-01-01,1.5
NOR,Norway,1996-01-01,2.2
NZL,New Zealand,1996-01-01,0.6
PER,Peru,1996-01-01,9.4
PHL,Philippines,1996-01-01,4.1
POL,Poland,1996-01-01,12.8
ROU,Romania,1996-01-01,49.9
RUS,Russian Federation,1996-01-01,50.8
SGP,Singapore,1996-01-01,-5.2
SVK,Slovakia,1996-01-01,4.1
SVN,Slovenia,1996-01-01,6.8
SWE,Sweden,1996-01-01,-1.8
THA,Thailand,1996-01-01,1.8
TJK,Tajikistan,1996-01-01,339.9
TTO,Trinidad and Tobago,1996-01-01,2.9
TUR,Turkey,1996-01-01,75.9
TWN,"Taiwan, China",1996-01-01,-1.0
UKR,Ukraine,1996-01-01,51.8
URY,Uruguay,1996-01-01,25.0
USA,United States,1996-01-01,2.3
ZAF,South Africa,1996-01-01,8.5
ARG,Argentina,1997-01-01,-1.2
ARM,Armenia,1997-01-01,21.7
AUS,Australia,1997-01-01,1.2
AUT,Austria,1997-01-01,0.4
BEL,Belgium,1997-01-01,3.7
BGR,Bulgaria,1997-01-01,971.2
BLR,Belarus,1997-01-01,87.5
BRA,Brazil,1997-01-01,8.1
CAN,Canada,1997-01-01,0.7
CHE,Switzerland,1997-01-01,-0.7
CHN,China,1997-01-01,-0.4
COL,Colombia,1997-01-01,15.4
CRI,Costa Rica,1997-01-01,11.6
CZE,Czech Republic,1997-01-01,4.9
DEU,Germany,1997-01-01,1.2
DNK,Denmark,1997-01-01,1.9
ESP,Spain,1997-01-01,1.0
EST,Estonia,1997-01-01,8.8
FIN,Finland,1997-01-01,1.6
GBR,United Kingdom,1997-01-01,1.0
GRC,Greece,1997-01-01,3.4
HKG,"Hong Kong SAR, China",1997-01-01,-0.3
HRV,Croatia,1997-01-01,1.2
HUN,Hungary,1997-01-01,20.3
IND,India,1997-01-01,4.5
IRL,Ireland,1997-01-01,-0.6
IRN,"Iran, Islamic Rep.",1997-01-01,16.9
ISR,Israel,1997-01-01,6.3
ITA,Italy,1997-01-01,1.3
JPN,Japan,1997-01-01,0.7
KAZ,Kazakhstan,1997-01-01,15.5
KGZ,Kyrgyz Republic,1997-01-01,26.3
KOR,"Korea, Rep.",1997-01-01,3.8
LTU,Lithuania,1997-01-01,4.2
LUX,Luxembourg,1997-01-01,1.5
LVA,Latvia,1997-01-01,4.1
MEX,Mexico,1997-01-01,17.5
MKD,North Macedonia,1997-01-01,4.2
MYS,Malaysia,1997-01-01,2.6
NLD,Netherlands,1997-01-01,3.2
NOR,Norway,1997-01-01,1.4
NZL,New Zealand,1997-01-01,0.4
PER,Peru,1997-01-01,7.4
PHL,Philippines,1997-01-01,3.5
POL,Poland,1997-01-01,12.2
PRY,Paraguay,1997-01-01,1.2
ROU,Romania,1997-01-01,144.0
RUS,Russian Federation,1997-01-01,15.0
SGP,Singapore,1997-01-01,-8.1
SVK,Slovakia,1997-01-01,4.5
SVN,Slovenia,1997-01-01,6.1
SWE,Sweden,1997-01-01,1.2
THA,Thailand,1997-01-01,5.1
TJK,Tajikistan,1997-01-01,95.7
TTO,Trinidad and Tobago,1997-01-01,1.9
TUN,Tunisia,1997-01-01,2.4
TUR,Turkey,1997-01-01,81.8
TWN,"Taiwan, China",1997-01-01,-0.5
UKR,Ukraine,1997-01-01,7.7
URY,Uruguay,1997-01-01,16.4
USA,United States,1997-01-01,-0.1
ZAF,South Africa,1997-01-01,8.1
ARG,Argentina,1998-01-01,-3.2
ARM,Armenia,1998-01-01,14.6
AUS,Australia,1998-01-01,-4.0
AUT,Austria,1998-01-01,-0.5
BEL,Belgium,1998-01-01,-1.9
BGR,Bulgaria,1998-01-01,17.0
BLR,Belarus,1998-01-01,72.5
BRA,Brazil,1998-01-01,3.6
CAF,Central African Republic,1998-01-01,0.0
CAN,Canada,1998-01-01,0.4
CHE,Switzerland,1998-01-01,-1.2
CHN,China,1998-01-01,-4.3
COL,Colombia,1998-01-01,17.3
CRI,Costa Rica,1998-01-01,8.8
CZE,Czech Republic,1998-01-01,4.8
DEU,Germany,1998-01-01,-0.4
DNK,Denmark,1998-01-01,-0.5
DZA,Algeria,1998-01-01,3.8
ESP,Spain,1998-01-01,-0.7
EST,Estonia,1998-01-01,4.2
FIN,Finland,1998-01-01,-1.5
FRA,France,1998-01-01,1.0
GBR,United Kingdom,1998-01-01,0.1
GRC,Greece,1998-01-01,2.9
HKG,"Hong Kong SAR, China",1998-01-01,-1.8
HRV,Croatia,1998-01-01,-0.8
HUN,Hungary,1998-01-01,11.4
IND,India,1998-01-01,5.9
IRL,Ireland,1998-01-01,0.9
IRN,"Iran, Islamic Rep.",1998-01-01,17.6
ISR,Israel,1998-01-01,4.2
ITA,Italy,1998-01-01,0.1
JPN,Japan,1998-01-01,-1.5
KAZ,Kazakhstan,1998-01-01,0.8
KGZ,Kyrgyz Republic,1998-01-01,7.9
KOR,"Korea, Rep.",1998-01-01,12.2
LTU,Lithuania,1998-01-01,-7.4
LUX,Luxembourg,1998-01-01,2.4
LVA,Latvia,1998-01-01,1.9
MEX,Mexico,1998-01-01,16.0
MKD,North Macedonia,1998-01-01,4.2
MLT,Malta,1998-01-01,1.5
MYS,Malaysia,1998-01-01,10.8
NLD,Netherlands,1998-01-01,-2.6
NOR,Norway,1998-01-01,0.6
NZL,New Zealand,1998-01-01,0.6
PER,Peru,1998-01-01,7.3
PHL,Philippines,1998-01-01,8.6
POL,Poland,1998-01-01,7.2
PRY,Paraguay,1998-01-01,14.9
ROU,Romania,1998-01-01,33.2
RUS,Russian Federation,1998-01-01,7.0
SGP,Singapore,1998-01-01,-4.2
SVK,Slovakia,1998-01-01,3.3
SVN,Slovenia,1998-01-01,6.0
SWE,Sweden,1998-01-01,-0.6
THA,Thailand,1998-01-01,12.2
TJK,Tajikistan,1998-01-01,27.1
TTO,Trinidad and Tobago,1998-01-01,1.4
TUN,Tunisia,1998-01-01,3.2
TUR,Turkey,1998-01-01,71.8
TWN,"Taiwan, China",1998-01-01,0.6
UKR,Ukraine,1998-01-01,13.2
URY,Uruguay,1998-01-01,9.3
USA,United States,1998-01-01,-2.5
ZAF,South Africa,1998-01-01,4.4
ARG,Argentina,1999-01-01,-4.0
ARM,Armenia,1999-01-01,5.9
AUS,Australia,1999-01-01,-0.9
AUT,Austria,1999-01-01,-0.8
BEL,Belgium,1999-01-01,0.0
BGR,Bulgaria,1999-01-01,2.8
BLR,Belarus,1999-01-01,355.8
BRA,Brazil,1999-01-01,16.6
CAF,Central African Republic,1999-01-01,1.2
CAN,Canada,1999-01-01,1.8
CHE,Switzerland,1999-01-01,-1.0
CHN,China,1999-01-01,-2.9
COL,Colombia,1999-01-01,9.8
CRI,Costa Rica,1999-01-01,10.1
CZE,Czech Republic,1999-01-01,1.0
DEU,Germany,1999-01-01,-1.0
DNK,Denmark,1999-01-01,0.5
DZA,Algeria,1999-01-01,3.5
ECU,Ecuador,1999-01-01,67.0
ESP,Spain,1999-01-01,0.7
EST,Estonia,1999-01-01,-1.2
FIN,Finland,1999-01-01,-0.2
GBR,United Kingdom,1999-01-01,0.5
GEO,Georgia,1999-01-01,15.7
GRC,Greece,1999-01-01,2.4
HKG,"Hong Kong SAR, China",1999-01-01,-1.5
HRV,Croatia,1999-01-01,2.6
HUN,Hungary,1999-01-01,5.0
IND,India,1999-01-01,3.5
IRL,Ireland,1999-01-01,0.9
IRN,"Iran, Islamic Rep.",1999-01-01,21.9
ISR,Israel,1999-01-01,7.1
ITA,Italy,1999-01-01,-0.3
JPN,Japan,1999-01-01,-1.5
KAZ,Kazakhstan,1999-01-01,18.9
KGZ,Kyrgyz Republic,1999-01-01,53.7
KOR,"Korea, Rep.",1999-01-01,-2.1
LTU,Lithuania,1999-01-01,-11.2
LUX,Luxembourg,1999-01-01,-3.1
LVA,Latvia,1999-01-01,-4.0
MEX,Mexico,1999-01-01,14.2
MKD,North Macedonia,1999-01-01,1.0
MLT,Malta,1999-01-01,2.7
MYS,Malaysia,1999-01-01,-3.3
NLD,Netherlands,1999-01-01,0.4
NOR,Norway,1999-01-01,3.1
NZL,New Zealand,1999-01-01,1.0
PER,Peru,1999-01-01,4.9
PHL,Philippines,1999-01-01,7.0
POL,Poland,1999-01-01,5.5
PRY,Paraguay,1999-01-01,5.3
ROU,Romania,1999-01-01,41.2
RUS,Russian Federation,1999-01-01,58.9
SGP,Singapore,1999-01-01,-0.5
SVK,Slovakia,1999-01-01,3.8
SVN,Slovenia,1999-01-01,2.1
SWE,Sweden,1999-01-01,1.1
THA,Thailand,1999-01-01,-4.7
TJK,Tajikistan,1999-01-01,45.6
TTO,Trinidad and Tobago,1999-01-01,1.8
TUN,Tunisia,1999-01-01,0.4
TUR,Turkey,1999-01-01,53.1
TWN,"Taiwan, China",1999-01-01,-4.5
UKR,Ukraine,1999-01-01,31.1
URY,Uruguay,1999-01-01,-0.9
USA,United States,1999-01-01,0.8
ZAF,South Africa,1999-01-01,4.9
ARG,Argentina,2000-01-01,3.7
ARM,Armenia,2000-01-01,-0.4
AUS,Australia,2000-01-01,7.1
AUT,Austria,2000-01-01,3.0
BEL,Belgium,2000-01-01,10.6
BGR,Bulgaria,2000-01-01,17.5
BLR,Belarus,2000-01-01,181.1
BRA,Brazil,2000-01-01,18.1
CAF,Central African Republic,2000-01-01,6.4
CAN,Canada,2000-01-01,4.3
CHE,Switzerland,2000-01-01,0.9
CHN,China,2000-01-01,2.7
COL,Colombia,2000-01-01,13.2
CRI,Costa Rica,2000-01-01,11.6
CZE,Czech Republic,2000-01-01,4.9
DEU,Germany,2000-01-01,4.3
DNK,Denmark,2000-01-01,6.3
DZA,Algeria,2000-01-01,2.0
ECU,Ecuador,2000-01-01,119.1
ESP,Spain,2000-01-01,5.4
EST,Estonia,2000-01-01,5.3
FIN,Finland,2000-01-01,7.2
FRA,France,2000-01-01,5.1
GBR,United Kingdom,2000-01-01,0.4
GEO,Georgia,2000-01-01,5.8
GRC,Greece,2000-01-01,5.3
HKG,"Hong Kong SAR, China",2000-01-01,0.2
HRV,Croatia,2000-01-01,8.2
HUN,Hungary,2000-01-01,11.5
IND,India,2000-01-01,6.2
IRL,Ireland,2000-01-01,6.2
IRN,"Iran, Islamic Rep.",2000-01-01,18.7
ISR,Israel,2000-01-01,3.6
ITA,Italy,2000-01-01,5.1
JPN,Japan,2000-01-01,0.0
KAZ,Kazakhstan,2000-01-01,38.0
KGZ,Kyrgyz Republic,2000-01-01,29.1
KOR,"Korea, Rep.",2000-01-01,2.1
LTU,Lithuania,2000-01-01,19.4
LUX,Luxembourg,2000-01-01,4.9
LVA,Latvia,2000-01-01,0.5
MEX,Mexico,2000-01-01,7.8
MKD,North Macedonia,2000-01-01,10.8
MYS,Malaysia,2000-01-01,3.7
NLD,Netherlands,2000-01-01,12.3
NOR,Norway,2000-01-01,6.9
NZL,New Zealand,2000-01-01,7.7
PER,Peru,2000-01-01,4.3
PHL,Philippines,2000-01-01,12.5
POL,Poland,2000-01-01,7.7
PRY,Paraguay,2000-01-01,14.7
ROU,Romania,2000-01-01,49.9
RUS,Russian Federation,2000-01-01,46.5
SGP,Singapore,2000-01-01,6.6
SLV,El Salvador,2000-01-01,6.9
SVK,Slovakia,2000-01-01,9.8
SVN,Slovenia,2000-01-01,8.0
SWE,Sweden,2000-01-01,4.9
THA,Thailand,2000-01-01,3.9
TJK,Tajikistan,2000-01-01,39.1
TUN,Tunisia,2000-01-01,2.6
TUR,Turkey,2000-01-01,51.4
TWN,"Taiwan, China",2000-01-01,1.8
UKR,Ukraine,2000-01-01,20.9
URY,Uruguay,2000-01-01,6.8
USA,United States,2000-01-01,5.8
ZAF,South Africa,2000-01-01,6.7
ARG,Argentina,2001-01-01,-2.0
ARM,Armenia,2001-01-01,1.1
AUS,Australia,2001-01-01,3.1
AUT,Austria,2001-01-01,0.2
BEL,Belgium,2001-01-01,2.2
BGR,Bulgaria,2001-01-01,3.7
BLR,Belarus,2001-01-01,5.7
BRA,Brazil,2001-01-01,12.6
CAF,Central African Republic,2001-01-01,8.9
CAN,Canada,2001-01-01,1.0
CHE,Switzerland,2001-01-01,0.5
CHN,China,2001-01-01,-1.3
COL,Colombia,2001-01-01,9.4
CRI,Costa Rica,2001-01-01,8.9
CYP,Cyprus,2001-01-01,2.2
CZE,Czech Republic,2001-01-01,2.8
DEU,Germany,2001-01-01,5.7
DNK,Denmark,2001-01-01,3.9
DZA,Algeria,2001-01-01,4.2
ECU,Ecuador,2001-01-01,17.3
ESP,Spain,2001-01-01,1.7
EST,Estonia,2001-01-01,3.5
FIN,Finland,2001-01-01,-0.4
FRA,France,2001-01-01,2.2
GBR,United Kingdom,2001-01-01,0.1
GEO,Georgia,2001-01-01,3.1
GRC,Greece,2001-01-01,1.3
HKG,"Hong Kong SAR, China",2001-01-01,-1.5
HRV,Croatia,2001-01-01,-0.4
HUN,Hungary,2001-01-01,6.0
IND,India,2001-01-01,5.2
IRL,Ireland,2001-01-01,1.7
IRN,"Iran, Islamic Rep.",2001-01-01,11.7
ISR,Israel,2001-01-01,-0.1
ITA,Italy,2001-01-01,1.7
JPN,Japan,2001-01-01,-2.3
KAZ,Kazakhstan,2001-01-01,0.3
KGZ,Kyrgyz Republic,2001-01-01,9.1
KOR,"Korea, Rep.",2001-01-01,-7.8
LTU,Lithuania,2001-01-01,-2.9
LUX,Luxembourg,2001-01-01,1.1
LVA,Latvia,2001-01-01,1.1
MEX,Mexico,2001-01-01,5.0
MKD,North Macedonia,2001-01-01,2.6
MLT,Malta,2001-01-01,1.0
MYS,Malaysia,2001-01-01,0.5
NLD,Netherlands,2001-01-01,0.8
NOR,Norway,2001-01-01,-2.9
NZL,New Zealand,2001-01-01,6.0
PER,Peru,2001-01-01,1.4
PHL,Philippines,2001-01-01,14.1
POL,Poland,2001-01-01,1.7
PRT,Portugal,2001-01-01,3.0
PRY,Paraguay,2001-01-01,5.8
ROU,Romania,2001-01-01,38.1
RUS,Russian Federation,2001-01-01,18.1
SGP,Singapore,2001-01-01,-1.0
SLV,El Salvador,2001-01-01,1.0
SRB,Serbia,2001-01-01,87.3
SVK,Slovakia,2001-01-01,6.0
SVN,Slovenia,2001-01-01,7.1
SWE,Sweden,2001-01-01,2.0
THA,Thailand,2001-01-01,2.5
TJK,Tajikistan,2001-01-01,26.0
TUN,Tunisia,2001-01-01,3.2
TUR,Turkey,2001-01-01,61.6
TWN,"Taiwan, China",2001-01-01,-1.3
UKR,Ukraine,2001-01-01,8.6
URY,Uruguay,2001-01-01,6.6
USA,United States,2001-01-01,1.1
ZAF,South Africa,2001-01-01,2.9
ARG,Argentina,2002-01-01,78.3
ARM,Armenia,2002-01-01,3.6
AUS,Australia,2002-01-01,0.2
AUT,Austria,2002-01-01,-1.1
BEL,Belgium,2002-01-01,0.2
BGR,Bulgaria,2002-01-01,1.3
BLR,Belarus,2002-01-01,-1.8
BRA,Brazil,2002-01-01,16.7
CAF,Central African Republic,2002-01-01,8.6
CAN,Canada,2002-01-01,0.1
CHE,Switzerland,2002-01-01,-0.5
CHN,China,2002-01-01,-2.3
COL,Colombia,2002-01-01,5.3
CRI,Costa Rica,2002-01-01,7.7
CYP,Cyprus,2002-01-01,2.2
CZE,Czech Republic,2002-01-01,-0.5
DEU,Germany,2002-01-01,-1.8
DNK,Denmark,2002-01-01,1.9
DZA,Algeria,2002-01-01,3.0
ECU,Ecuador,2002-01-01,4.8
ESP,Spain,2002-01-01,0.3
EST,Estonia,2002-01-01,-0.2
FIN,Finland,2002-01-01,-1.2
