Country Code,IMF Country Code,Country,Indicator Type,Series Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Note
MUS,684,Mauritius,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,-3.5,2.5,8.9,3.2,4.7,0.3,2.2,0.1,2.3,3.2,1.5,3.8,11.4,18.1,," Producer Price Index, All Commodities"
MYS,548,Malaysia,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,3.7,7.3,4.0,0.7,4.0,1.1,1.4,4.9,4.6,2.3,2.6,10.8,-3.3,3.7,0.5,-0.8,4.6,7.0,6.9,5.3,5.5,10.2,-7.3,6.0,12.3,-0.5,-2.7,1.5,-7.5,-1.1,6.7,-1.1,-1.4,-2.7,9.5,7.7,, Producer Price Index (local production)
NIC,278,Nicaragua,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,21.7,-2.3,14.6,20.9,5.9,4.5,8.7,2.7,0.2,6.5,3.7,2.5,4.0,9.1,19.3,," Producer Price Index, All Commodities"
NLD,138,Netherlands,Inflation,Producer Price Inflation,7.0,5.5,4.8,6.2,9.0,6.0,6.9,5.5,1.5,2.6,7.4,8.5,4.3,0.7,4.0,3.2,-10.2,-2.6,1.0,4.7,-2.1,0.4,-1.2,-1.9,0.8,2.7,1.5,3.2,-2.6,0.4,12.3,0.8,-1.3,0.7,3.8,6.4,5.2,5.0,7.4,-11.6,9.0,10.9,0.4,-1.1,-1.6,-5.0,-2.5,4.8,3.0,0.9,1.6,12.5,23.8,-0.1," Producer Price Index, All Commodities"
NOR,142,Norway,Inflation,Producer Price Inflation,,,,,,,,,4.0,7.2,13.4,10.5,8.5,6.5,6.9,4.8,-3.4,3.6,4.6,5.4,4.0,2.4,-0.4,-1.0,1.3,2.6,2.2,1.4,0.6,3.1,6.9,-2.9,-3.3,3.6,11.7,16.5,12.8,0.0,22.8,-0.8,18.4,16.3,2.7,0.7,-1.4,-8.1,-8.0,9.3,14.8,-3.6,-10.2,37.8,51.9,-21.8," Producer Price Index, All Commodities"
NZL,196,New Zealand,Inflation,Producer Price Inflation,5.9,8.1,6.8,12.8,8.1,13.2,22.2,16.4,11.5,17.8,22.9,16.9,15.0,5.5,7.0,15.4,5.8,7.9,5.2,7.1,4.7,0.8,2.1,2.5,1.4,0.8,0.6,0.4,0.6,1.0,7.7,6.0,0.1,-0.8,1.9,4.7,6.2,2.4,10.7,-1.5,2.7,4.7,1.0,1.5,0.1,-2.2,0.5,4.5,4.2,2.2,21.3,5.7,9.3,2.2," Producer Price Index, manufacturing sector"
OMN,449,Oman,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3,-30.0,23.8,23.3,5.5,-2.0,-2.2,-22.7,-19.0,13.6,22.1,-3.4,-13.7,16.5,42.5,," Producer Price Index, All Commodities"
PAK,564,Pakistan,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,8.4,8.7,8.5,8.2,24.0,9.8,19.2,18.8,7.1,7.8,4.8,-2.5,1.9,4.9,12.1,14.2,5.8,18.0,31.2,28.6," Producer Price Index, All Commodities"
PER,293,Peru,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,58.3,657.9,2494.1,6737.2,306.3,57.2,47.6,17.9,10.5,9.4,7.4,7.3,4.9,4.3,1.4,-1.0,1.7,5.2,2.3,3.2,2.5,8.9,-1.8,1.8,6.3,1.8,0.4,1.8,1.8,1.6,1.1,1.6,1.2,0.2,9.3,10.9,1.9," Producer Price Index, All Commodities"
PHL,566,Philippines,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,4.1,4.2,4.1,3.5,8.6,7.0,12.5,14.1,2.0,8.6,12.0,9.0,11.2,-0.7,4.1,-1.4,-4.9,0.9,-0.6,-7.6,-0.9,-6.7,-4.8,-0.9,0.7,1.6,-4.0,-1.8,6.5,," Producer Price Index, All Commodities"
POL,964,Poland,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,26.5,59.6,218.2,610.1,48.8,27.7,32.2,30.1,25.5,12.8,12.2,7.2,5.5,7.7,1.7,1.2,2.7,7.1,0.7,2.2,2.2,2.2,3.4,2.2,7.5,3.2,-1.3,-1.5,-2.3,-0.3,2.7,2.1,1.4,-0.5,8.0,22.4,2.6," Producer Price Index, All Commodities"
PRT,182,Portugal,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,1.7,1.1,,,,,,,,,,,,,,3.0,0.5,1.0,2.6,5.1,4.9,2.3,4.8,-6.3,3.0,5.8,3.7,-0.6,-1.9,-3.3,-2.7,3.3,2.7,0.0,-4.2,8.9,20.5,-2.2," Producer Price Index, manufacturing sector"
PRY,288,Paraguay,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,14.9,5.3,14.7,5.8,19.9,26.5,5.8,9.0,7.1,3.7,13.0,-0.3,6.5,12.6,3.3,0.5,2.9,1.9,5.0,3.2,2.7,1.4,2.7,8.6,16.3,," Producer Price Index, All Commodities"
QAT,453,Qatar,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2,-37.9,-22.5,19.3,25.9,-9.5,-28.5,62.1,47.4,-20.9," Producer Price Index, All Commodities"
ROU,968,Romania,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,240.7,203.6,168.7,140.5,35.1,49.9,144.0,33.2,41.2,49.9,38.1,23.1,19.5,19.1,7.6,6.7,6.4,12.7,2.5,4.4,7.1,5.4,2.1,-0.1,-1.8,-1.8,3.5,5.0,4.0,0.0,14.9,44.7,5.2," Producer Price Index, All Commodities"
RUS,922,Russian Federation,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,939.9,336.8,236.5,50.8,15.0,7.0,58.9,46.5,18.1,10.4,16.4,23.4,20.6,12.4,14.1,21.4,-7.2,12.2,17.5,6.4,3.6,6.1,13.8,4.3,7.6,12.2,2.0,-3.8,24.5,12.1,-4.3," Producer Price Index, All Commodities"
RWA,714,Rwanda,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,-1.7,-0.5,0.4,3.0,8.9,-0.5,10.7,5.1,5.5,12.8,17.1," Producer Price Index, All Commodities"
SAU,456,Saudi Arabia,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.3,-0.6,2.6,-1.3,16.0,1.9,3.5,12.1,7.8,0.9," Producer Price Index, All Commodities"
SDN,732,Sudan,Inflation,Producer Price Inflation,6.6,-4.3,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Producer Price Index, All Commodities"
SEN,722,Senegal,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,6.1,7.6,4.6,-2.7,-0.9,-4.5,-4.8,0.4,2.4,0.2,-0.5,10.1,17.2,2.7," Producer Price Index, All Commodities"
SGP,576,Singapore,Inflation,Producer Price Inflation,,,,,,-3.0,6.7,5.0,-1.7,18.7,23.4,2.9,-5.2,-3.8,-2.1,-3.7,-14.8,2.2,-1.9,2.2,3.9,-7.4,-6.7,-3.9,-3.4,0.8,-5.2,-8.1,-4.2,-0.5,6.6,-1.0,-6.9,-0.8,4.6,5.7,2.4,-1.6,3.4,-13.4,1.7,5.3,0.4,-3.1,-3.4,-9.2,-5.5,3.8,4.4,-3.3,-6.9,15.2,15.1,-83.3," Producer Price Index, All Commodities"
SLV,253,El Salvador,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,1.0,-2.0,3.0,6.6,9.1,4.7,4.7,16.6,-11.6,3.0,6.1,4.1,0.8,1.0,-0.1,-0.9,1.3,1.6,0.9,-0.2,3.1,5.7,," Producer Price Index, All Commodities"
SRB,942,Serbia,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3,10.7,5.9,9.5,11.9,12.2,6.2,13.0,5.6,12.7,14.8,5.6,3.1,0.9,0.3,-0.4,3.2,2.2,0.6,-1.2,8.6,15.4,3.4," Producer Price Index, All Commodities"
SVK,936,Slovakia,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,4.1,4.5,3.3,3.8,9.8,6.0,2.1,6.3,1.8,3.5,3.3,-1.2,2.2,-6.9,0.5,4.6,1.7,-1.0,-3.4,-2.9,-4.0,2.4,2.5,1.9,-1.5,6.8,29.5,8.8," Producer Price Index, All Commodities"
SVN,961,Slovenia,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,21.6,17.7,12.7,6.8,6.1,6.0,2.1,8.0,7.1,3.6,1.2,2.6,1.9,2.3,4.2,3.8,-1.3,2.1,4.5,0.9,0.0,-0.6,-0.2,-1.4,2.1,2.1,0.7,-0.2,5.5,19.6,6.1," Producer Price Index, All Commodities"
SWE,144,Sweden,Inflation,Producer Price Inflation,,,4.5,11.3,24.8,6.6,8.9,9.5,8.0,11.9,14.1,11.2,12.8,11.1,7.7,5.2,-2.8,2.8,5.3,7.7,4.5,1.4,-1.3,6.3,4.8,7.7,-1.8,1.2,-0.6,1.1,4.9,2.0,-0.1,0.0,0.7,4.0,5.1,3.7,4.4,1.1,1.1,0.4,-1.0,-2.8,1.4,0.0,-0.9,5.2,6.6,3.0,-0.2,10.7,21.2,," Producer Price Index, All Commodities"
THA,578,Thailand,Inflation,Producer Price Inflation,-0.5,0.2,7.8,22.9,28.9,3.7,3.9,7.8,7.5,11.2,20.1,9.5,0.9,2.1,-3.1,0.0,-0.4,5.9,8.2,4.6,3.5,6.8,0.2,-0.4,4.0,6.1,1.8,5.1,12.2,-4.7,3.9,2.5,1.7,4.0,6.7,9.2,7.1,3.2,12.4,-3.8,9.4,5.4,1.0,0.3,0.1,-4.1,-1.2,0.7,0.4,-1.0,-1.6,4.7,10.4,," Producer Price Index, All Commodities"
TJK,923,Tajikistan,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,339.9,95.7,27.1,45.6,39.1,26.0,9.3,15.3,16.4,7.5,42.7,21.8,20.8,-3.4,38.5,30.0,14.2,3.9,0.9,4.3,6.7,9.3,2.2,1.8,5.4,3.8,11.8,11.8," Producer Price Index, All Commodities"
TTO,369,Trinidad and Tobago,Inflation,Producer Price Inflation,,,,,,,,,,,19.4,16.9,13.7,12.5,5.2,4.7,6.5,4.0,6.0,8.9,1.4,0.2,0.8,5.3,5.4,3.5,2.9,1.9,1.4,1.8,,,0.6,0.8,3.5,2.3,4.6,6.9,9.9,4.4,2.7,2.8,4.2,1.9,2.0,2.4,1.2,1.9,,,,,,," Producer Price Index, All Commodities"
TUN,744,Tunisia,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3.2,0.4,2.6,3.2,3.1,2.4,2.8,4.1,7.3,3.2,11.7,2.9,2.7,5.8,5.1,1.8,2.0,5.0,1.4,4.6,7.9,6.0,1.9,9.3,,," Producer Price Index, All Commodities"
TUR,186,Turkey,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,31.9,70.5,64.0,52.3,55.4,62.1,58.0,121.3,86.0,75.9,81.8,71.8,53.1,51.4,61.6,50.1,22.7,14.6,5.9,8.3,6.3,12.7,1.2,8.5,11.1,6.1,4.5,10.2,5.3,4.3,15.8,27.0,17.6,12.1,43.9,128.5,," Producer Price Index, All Commodities"
TWN,528,"Taiwan, China",Inflation,Producer Price Inflation,2.7,0.0,4.5,22.8,40.6,-5.1,2.8,2.8,3.5,13.8,21.5,7.6,-0.2,-1.2,0.5,-2.6,-3.3,-3.3,-1.6,-0.4,-0.6,0.2,-3.7,2.5,2.2,7.4,-1.0,-0.5,0.6,-4.5,1.8,-1.3,0.0,2.5,7.0,0.6,5.6,6.5,5.1,-8.7,5.5,4.3,-1.2,-2.4,-0.6,-8.9,-3.0,0.9,3.6,-2.3,-7.8,9.9,10.5,," Producer Price Index, All Commodities"
TZA,738,"Tanzania, United Rep.",Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,3.0,6.9,1.3,6.2,7.2,,,,," Producer Price Index, All Commodities"
UGA,746,Uganda,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,-2.5,3.2,13.2,16.1,4.8," Producer Price Index, All Commodities"
UKR,926,Ukraine,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,14400.0,1140.0,488.1,51.8,7.7,13.2,31.1,20.9,8.6,3.1,7.7,20.3,16.7,9.5,19.5,35.6,6.6,20.9,19.0,3.6,-0.1,17.2,35.7,20.9,26.4,17.6,4.1,-1.9,40.8,61.0,," Producer Price Index, All Commodities"
URY,298,Uruguay,Inflation,Producer Price Inflation,13.4,21.2,89.8,114.3,79.0,72.4,50.6,50.3,48.6,80.4,41.7,23.5,12.9,73.5,77.4,76.6,67.2,63.2,57.4,73.2,107.7,87.6,58.3,33.4,34.2,37.7,25.0,16.4,9.3,-0.9,6.8,6.6,31.9,38.9,14.7,-2.6,5.9,11.8,16.9,2.1,7.6,15.9,6.4,3.9,10.4,6.8,3.4,1.7,9.7,12.8,10.5,14.4,12.8,," Producer Price Index, All Commodities"
USA,111,United States,Inflation,Producer Price Inflation,3.6,3.3,4.4,13.1,18.8,9.2,4.6,6.1,7.8,12.5,14.1,9.1,2.0,1.3,2.4,-0.4,-2.9,2.6,4.0,5.0,3.6,0.2,0.6,1.5,1.3,3.6,2.3,-0.1,-2.5,0.8,5.8,1.1,-2.3,5.3,6.2,7.3,4.7,4.8,9.8,-8.8,4.5,3.9,1.9,1.4,1.6,-0.9,0.4,2.3,2.9,1.7,-2.1,9.0,8.1,2.7," Producer Price Index, All Commodities"
UZB,927,Uzbekistan,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,17.4,31.7,43.4,14.8,9.3,16.7,16.7," Producer Price Index, All Commodities"
VEN,299,"Venezuela, RB",Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,33.3,,41.7,26.5,60.5,142.0,291.6,905.7,169201.8,,,,,," Producer Price Index, All Commodities"
VNM,582,Vietnam,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,18.4,3.4,5.2,3.3,-0.6,-0.6,,,,,,,," Producer Price Index, All Commodities"
XKX,967,Kosovo,Inflation,Producer Price Inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,4.5,1.9,2.4,1.6,2.7,-0.1,0.6,1.4,0.9,-0.6,4.9,9.3,," Producer Price Index, All Commodities"
ZAF,199,South Africa,Inflation,Producer Price Inflation,,5.0,6.3,12.4,18.6,16.4,13.1,14.2,9.7,13.1,15.4,13.2,12.7,10.1,8.6,15.5,18.9,14.4,13.9,15.5,11.8,11.3,7.6,6.5,8.8,10.5,8.5,8.1,4.4,4.9,6.7,2.9,0.2,-1.2,7.7,6.0,6.1,2.3,8.1,-5.5,7.1,8.9,4.5,6.0,7.4,3.6,7.1,4.9,5.5,4.6,2.5,7.1,14.4,," Producer Price Index, All Commodities"
ZMB,754,Zambia,Inflation,Producer Price Inflation,14.3,0.0,4.2,12.0,10.7,16.1,16.7,26.2,18.9,17.5,17.6,5.7,13.0,23.1,24.2,38.4,106.8,101.3,4.8,92.0,117.0,93.0,131.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Producer Price Index, All Commodities"
